Date,Extent
1980-01-01,6.819
1980-01-02,4.741
1980-01-03,12.776
1980-01-04,7.729
1980-01-05,14.782
1980-01-06,13.418
1980-01-07,14.083
1980-01-08,14.086
1980-01-09,7.41
1980-01-10,11.249
1980-01-11,5.438
1980-01-12,6.577
1980-01-13,6.25
1980-01-14,7.247
1980-01-15,11.45
1980-01-16,6.823
1980-01-17,6.077
1980-01-18,9.367
1980-01-19,16.274
1980-01-20,15.962
1980-01-21,3.927
1980-01-22,15.916
1980-01-23,10.036
1980-01-24,10.574
1980-01-25,9.244
1980-01-26,4.939
1980-01-27,11.391
1980-01-28,4.603
1980-01-29,5.336
1980-01-30,7.991
1980-01-31,12.189
1980-02-01,14.056
1980-02-02,15.176
1980-02-03,8.287
1980-02-04,4.204
1980-02-05,6.418
1980-02-06,11.88
1980-02-07,6.503
1980-02-08,10.394
1980-02-09,4.719
1980-02-10,15.542
1980-02-11,5.242
1980-02-12,11.56
1980-02-13,3.992
1980-02-14,4.563
1980-02-15,6.62
1980-02-16,13.328
1980-02-17,10.086
1980-02-18,10.346
1980-02-19,13.719
1980-02-20,10.137
1980-02-21,11.724
1980-02-22,7.954
1980-02-23,5.332
1980-02-24,13.675
1980-02-25,4.45
1980-02-26,6.337
1980-02-27,11.706
1980-02-28,16.223
1980-02-29,5.862
1980-03-01,4.031
1980-03-02,12.742
1980-03-03,9.245
1980-03-04,11.507
1980-03-05,15.862
1980-03-06,4.985
1980-03-07,15.741
1980-03-08,4.366
1980-03-09,8.622
1980-03-10,13.348
1980-03-11,5.87
1980-03-12,4.765
1980-03-13,10.482
1980-03-14,13.458
1980-03-15,9.578
1980-03-16,5.985
1980-03-17,3.973
1980-03-18,3.783
1980-03-19,8.522
1980-03-20,11.929
1980-03-21,4.212
1980-03-22,10.219
1980-03-23,8.076
1980-03-24,4.437
1980-03-25,12.386
1980-03-26,9.7
1980-03-27,6.991
1980-03-28,8.648
1980-03-29,8.213
1980-03-30,4.098
1980-03-31,8.544
1980-04-01,11.103
1980-04-02,12.094
1980-04-03,11.571
1980-04-04,12.018
1980-04-05,9.581
1980-04-06,16.174
1980-04-07,4.328
1980-04-08,9.029
1980-04-09,6.289
1980-04-10,9.97
1980-04-11,10.966
1980-04-12,7.649
1980-04-13,15.76
1980-04-14,14.178
1980-04-15,5.59
1980-04-16,9.62
1980-04-17,11.063
1980-04-18,9.601
1980-04-19,14.343
1980-04-20,7.728
1980-04-21,3.568
1980-04-22,3.92
1980-04-23,4.624
1980-04-24,5.001
1980-04-25,6.638
1980-04-26,15.004
1980-04-27,6.413
1980-04-28,10.152
1980-04-29,13.838
1980-04-30,6.371
1980-05-01,9.699
1980-05-02,4.698
1980-05-03,14.523
1980-05-04,12.938
1980-05-05,14.284
1980-05-06,8.555
1980-05-07,6.182
1980-05-08,4.17
1980-05-09,3.709
1980-05-10,16.305
1980-05-11,6.731
1980-05-12,7.013
1980-05-13,8.756
1980-05-14,13.926
1980-05-15,3.638
1980-05-16,11.669
1980-05-17,11.094
1980-05-18,15.484
1980-05-19,13.876
1980-05-20,6.503
1980-05-21,6.794
1980-05-22,5.36
1980-05-23,15.859
1980-05-24,7.983
1980-05-25,3.827
1980-05-26,10.927
1980-05-27,13.068
1980-05-28,15.133
1980-05-29,16.234
1980-05-30,8.407
1980-05-31,13.223
1980-06-01,9.404
1980-06-02,11.839
1980-06-03,10.072
1980-06-04,4.193
1980-06-05,4.072
1980-06-06,11.027
1980-06-07,8.249
1980-06-08,11.08
1980-06-09,9.248
1980-06-10,15.629
1980-06-11,12.419
1980-06-12,14.445
1980-06-13,7.051
1980-06-14,13.48
1980-06-15,12.973
1980-06-16,3.412
1980-06-17,11.313
1980-06-18,7.791
1980-06-19,10.81
1980-06-20,14.4
1980-06-21,6.591
1980-06-22,14.381
1980-06-23,6.746
1980-06-24,8.244
1980-06-25,4.209
1980-06-26,7.844
1980-06-27,14.265
1980-06-28,10.243
1980-06-29,8.433
1980-06-30,6.118
1980-07-01,3.881
1980-07-02,7.67
1980-07-03,12.703
1980-07-04,15.773
1980-07-05,11.23
1980-07-06,4.39
1980-07-07,9.819
1980-07-08,13.748
1980-07-09,6.512
1980-07-10,9.766
1980-07-11,12.722
1980-07-12,12.301
1980-07-13,6.665
1980-07-14,13.161
1980-07-15,13.306
1980-07-16,11.425
1980-07-17,10.704
1980-07-18,14.677
1980-07-19,3.783
1980-07-20,10.773
1980-07-21,15.949
1980-07-22,16.249
1980-07-23,15.514
1980-07-24,11.84
1980-07-25,5.316
1980-07-26,5.242
1980-07-27,16.012
1980-07-28,11.61
1980-07-29,14.306
1980-07-30,10.256
1980-07-31,15.189
1980-08-01,6.804
1980-08-02,5.01
1980-08-03,14.049
1980-08-04,6.538
1980-08-05,5.539
1980-08-06,6.421
1980-08-07,11.942
1980-08-08,12.101
1980-08-09,7.832
1980-08-10,4.781
1980-08-11,6.699
1980-08-12,3.566
1980-08-13,4.659
1980-08-14,6.449
1980-08-15,9.224
1980-08-16,7.105
1980-08-17,8.092
1980-08-18,7.277
1980-08-19,10.278
1980-08-20,8.224
1980-08-21,15.311
1980-08-22,15.866
1980-08-23,4.538
1980-08-24,15.703
1980-08-25,7.061
1980-08-26,13.055
1980-08-27,10.03
1980-08-28,15.182
1980-08-29,4.638
1980-08-30,4.588
1980-08-31,11.437
1980-09-01,3.495
1980-09-02,6.716
1980-09-03,16.189
1980-09-04,13.925
1980-09-05,5.705
1980-09-06,11.789
1980-09-07,10.736
1980-09-08,4.457
1980-09-09,9.762
1980-09-10,13.354
1980-09-11,14.449
1980-09-12,11.718
1980-09-13,11.876
1980-09-14,7.31
1980-09-15,11.921
1980-09-16,4.016
1980-09-17,15.405
1980-09-18,4.017
1980-09-19,4.042
1980-09-20,11.234
1980-09-21,13.573
1980-09-22,4.898
1980-09-23,3.724
1980-09-24,4.345
1980-09-25,12.557
1980-09-26,7.538
1980-09-27,8.1
1980-09-28,11.528
1980-09-29,14.865
1980-09-30,7.953
1980-10-01,10.646
1980-10-02,13.818
