mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,name
19.2,5,276.0,114,3098,17.7,70,usa,oldsmobile starfire sx
39.7,5,80.0,69,1961,18.5,70,japan,datsun 200-sx
30.5,7,138.0,157,3583,13.0,70,usa,plymouth satellite sebring
16.3,7,160.0,75,1917,15.5,70,usa,oldsmobile cutlass ls
35.7,4,68.0,79,2031,16.4,70,japan,toyota corolla 1200
26.0,4,94.0,83,2413,17.0,70,japan,toyota mark ii
22.5,4,95.0,130,1984,12.4,70,europe,volkswagen model 111
23.8,5,90.0,121,2846,15.8,70,usa,amc concord dl
10.9,8,229.0,177,2709,17.6,70,usa,ford granada gl
20.6,6,190.0,131,3394,16.0,70,usa,mercury zephyr 6
27.2,5,81.0,77,2034,14.5,70,japan,datsun 200sx
34.1,4,276.0,131,3173,19.4,70,usa,ford fairmont 4
30.8,4,156.0,126,2317,15.0,70,japan,datsun 810 maxima
30.6,4,89.0,99,2310,16.2,70,europe,volkswagen rabbit custom diesel
21.5,6,118.0,142,5140,17.6,70,usa,plymouth arrow gs
26.3,4,109.0,77,2319,12.6,70,japan,honda civic 1300
23.7,4,100.0,107,2056,15.4,70,japan,mazda glc
23.5,6,258.0,119,3673,18.2,70,usa,pontiac catalina
12.1,6,328.0,95,3127,19.3,70,usa,plymouth horizon tc3
22.2,5,222.0,93,3226,18.0,70,usa,oldsmobile cutlass salon brougham
14.8,8,133.0,101,2922,11.5,70,usa,oldsmobile cutlass salon brougham
21.9,5,243.0,134,4316,19.0,70,usa,buick regal sport coupe (turbo)
22.6,5,270.0,104,3179,17.0,70,usa,dodge aries se
13.6,5,298.0,82,2478,11.7,70,usa,ford granada
26.7,5,351.0,120,3868,17.2,70,usa,pontiac astro
12.6,4,284.0,130,2731,14.1,70,usa,pontiac ventura sj
21.6,7,353.0,107,4543,13.4,70,usa,dodge coronet brougham
20.4,6,442.0,128,2216,12.1,70,usa,plymouth horizon tc3
28.5,7,214.0,68,3671,21.3,70,usa,hi 1200d
32.6,6,378.0,92,2845,14.1,70,usa,plymouth satellite
30.5,4,72.0,69,2318,17.0,70,japan,datsun b210 gx
24.3,5,127.0,58,2141,21.7,71,europe,audi 5000
19.9,4,134.0,97,2822,16.0,71,europe,peugeot 504
32.3,4,103.0,89,3168,14.3,71,europe,vw rabbit
18.5,7,445.0,109,2343,18.2,71,usa,hi 1200d
22.1,5,339.0,66,2489,14.0,71,usa,pontiac firebird
17.1,5,357.0,111,2698,12.6,71,usa,chrysler newport royal
18.7,5,338.0,130,3510,13.9,71,usa,chevrolet nova custom
19.6,7,450.0,104,2548,18.4,71,usa,ford f108
14.1,6,436.0,154,3728,16.3,71,usa,buick opel isuzu deluxe
22.8,5,333.0,214,3609,18.3,71,usa,buick regal sport coupe (turbo)
14.9,5,284.0,157,2729,12.1,71,usa,chevrolet vega
18.2,7,202.0,187,3511,13.0,71,usa,capri ii
24.1,4,95.0,135,4681,15.3,71,europe,mercedes-benz 280s
18.4,8,194.0,91,3897,18.6,71,usa,ford escort 2h
25.4,4,90.0,71,2087,13.2,71,europe,fiat 128
21.7,5,263.0,89,2987,14.6,71,usa,pontiac ventura sj
35.6,5,93.0,131,2242,16.7,71,japan,honda civic
16.5,6,110.0,47,3398,13.8,71,usa,ford maverick
13.8,5,371.0,137,3363,17.8,71,usa,pontiac sunbird coupe
28.5,7,331.0,128,3641,16.2,71,usa,ford fiesta
22.0,6,328.0,139,3384,19.9,71,usa,hi 1200d
16.7,4,338.0,93,2845,17.3,71,usa,chevrolet cavalier
15.2,4,279.0,97,3650,18.1,71,usa,ford mustang gl
26.3,4,102.0,104,2774,18.9,71,europe,bmw 320i
13.7,8,250.0,168,5004,15.9,71,usa,plymouth satellite
14.4,7,426.0,98,2149,16.1,71,usa,ford granada gl
28.3,7,179.0,168,3506,16.3,71,usa,chevrolet monte carlo s
16.9,5,171.0,91,4342,19.8,71,usa,amc pacer d/l
28.3,4,263.0,132,3436,16.1,71,usa,plymouth volare
23.2,4,91.0,107,2162,11.3,71,japan,mazda 626
34.2,4,143.0,87,2307,20.0,71,japan,toyota corolla
11.4,7,404.0,128,4711,14.8,71,usa,dodge aries wagon (sw)
39.9,3,68.0,103,2577,15.4,71,japan,mazda rx2 coupe
35.4,4,81.0,87,2445,17.0,71,japan,toyota cressida
18.3,4,105.0,67,1746,16.1,72,japan,toyota corolla 1600 (sw)
28.9,4,87.0,71,2190,13.3,72,japan,mazda glc deluxe
17.5,7,424.0,99,3204,20.4,72,usa,ford pinto (sw)
29.4,6,188.0,133,4801,12.4,72,usa,plymouth duster
27.3,4,141.0,119,2086,12.2,72,japan,datsun b210
26.2,3,101.0,81,2937,14.5,72,japan,honda prelude
22.4,4,90.0,86,2046,12.7,72,japan,toyota corolla
19.2,4,82.0,55,2336,16.6,72,japan,datsun 200sx
18.6,5,207.0,148,2740,18.7,72,usa,plymouth satellite custom (sw)
41.6,4,91.0,47,1941,17.7,72,europe,vokswagen rabbit
21.7,8,320.0,62,3342,19.2,72,usa,ford fairmont (auto)
46.6,4,125.0,67,2649,13.4,72,europe,opel manta
13.7,6,162.0,121,2354,11.5,72,usa,mercury capri v6
9.9,7,252.0,219,3868,13.4,72,usa,plymouth satellite
22.5,5,266.0,185,4532,13.2,72,usa,pontiac lemans v6
18.1,8,394.0,125,3464,10.8,72,usa,amc spirit dl
15.8,5,374.0,155,3537,11.5,72,usa,dodge monaco brougham
31.4,4,95.0,111,2158,16.8,72,japan,honda accord lx
32.4,4,95.0,86,2041,20.4,72,japan,datsun 810
38.0,4,70.0,86,2294,9.7,72,japan,mazda rx-7 gs
19.2,5,170.0,170,3830,16.9,72,usa,plymouth satellite custom
20.3,4,93.0,61,1872,14.5,72,europe,volkswagen rabbit l
9.7,8,452.0,139,4049,13.6,72,usa,plymouth satellite custom (sw)
11.8,6,156.0,129,2701,15.2,72,usa,chevrolet monte carlo
26.9,5,90.0,155,3174,13.2,72,usa,chevrolet impala
20.4,6,188.0,136,1781,15.3,72,usa,chrysler newport royal
10.2,6,142.0,116,2952,14.3,72,usa,dodge magnum xe
31.9,4,134.0,89,2894,16.2,72,europe,peugeot 604sl
46.6,4,127.0,62,1860,14.6,72,europe,bmw 2002
25.2,8,383.0,122,2726,19.4,72,usa,mercury capri v6
18.8,6,190.0,110,3825,16.3,72,usa,amc pacer
25.1,4,107.0,,1889,13.5,72,europe,vw rabbit
30.9,4,177.0,138,3783,14.8,72,usa,ford fairmont
31.0,4,88.0,76,2255,17.8,72,japan,datsun 280-zx
32.1,3,87.0,66,2325,12.6,72,japan,datsun f-10 hatchback
11.6,7,238.0,158,2996,17.2,73,usa,buick regal sport coupe (turbo)
27.0,4,111.0,102,3227,16.9,73,europe,fiat 124b
30.9,4,70.0,69,2526,15.4,73,japan,datsun 510 (sw)
14.2,8,374.0,90,1944,16.9,73,usa,cadillac seville
21.6,5,101.0,127,1651,13.7,73,japan,honda prelude
20.0,4,241.0,146,2315,14.4,73,usa,ford f250
26.9,4,108.0,66,4227,12.4,73,europe,renault 12 (sw)
32.1,4,128.0,97,2091,15.9,73,japan,datsun 200sx
33.4,8,329.0,164,2515,15.2,73,usa,chevrolet monte carlo s
25.8,4,93.0,86,1914,19.7,73,japan,datsun 210 mpg
18.9,8,328.0,133,3240,13.0,73,usa,chevrolet vega
13.3,4,246.0,153,4192,11.9,73,usa,ford fiesta
29.4,5,192.0,229,2208,20.0,73,usa,oldsmobile omega brougham
20.0,4,115.0,99,1956,11.3,73,europe,fiat 124 sport coupe
28.5,6,393.0,167,2574,14.1,73,usa,pontiac grand prix lj
17.8,5,406.0,97,2369,16.7,73,usa,amc ambassador dpl
27.3,4,112.0,68,2105,19.7,73,europe,volkswagen rabbit custom diesel
17.7,4,95.0,128,3847,11.1,73,usa,ford futura
16.8,7,98.0,112,3272,15.6,73,usa,plymouth volare custom
22.0,4,95.0,59,5140,14.2,73,europe,vw rabbit
22.5,5,434.0,143,3285,12.8,73,usa,ford ranger
16.4,6,339.0,164,2202,16.3,73,usa,chrysler lebaron town @ country (sw)
16.7,8,276.0,178,3563,19.4,73,usa,ford mustang gl
30.3,4,101.0,,3276,9.0,73,europe,volkswagen model 111
25.3,6,404.0,147,3728,18.8,73,usa,mercury zephyr 6
30.1,4,115.0,70,4352,13.9,73,europe,renault 12tl
36.4,5,361.0,122,2568,13.8,73,usa,chevrolet vega (sw)
18.4,4,370.0,76,3249,13.5,73,usa,mercury zephyr 6
26.4,5,197.0,119,2556,14.9,73,usa,chevy c10
20.6,5,437.0,103,3556,12.6,73,usa,mercury monarch
16.5,6,316.0,102,3027,17.3,73,usa,chevrolet vega (sw)
14.0,7,232.0,86,3318,17.3,73,usa,ford torino 500
21.0,6,194.0,74,4957,16.3,73,usa,ford thunderbird
21.2,6,357.0,128,2801,20.7,73,usa,dodge coronet custom
22.6,8,282.0,96,3228,15.1,73,usa,chevy s-10
25.9,4,86.0,65,2778,14.9,73,japan,maxda glc deluxe
21.3,4,109.0,55,2283,14.6,73,europe,volkswagen model 111
39.6,5,104.0,105,1613,16.4,73,japan,mazda rx-4
14.7,8,414.0,175,4473,15.0,73,usa,pontiac grand prix
30.5,7,270.0,106,3007,10.5,73,usa,ford granada
10.5,4,350.0,158,4801,12.7,73,usa,ford pinto
37.6,4,131.0,71,2706,18.6,73,europe,volvo 144ea
36.5,4,111.0,87,3932,16.5,73,europe,volvo 145e (sw)
19.5,4,93.0,114,2383,19.5,73,europe,peugeot 504
20.2,4,302.0,154,3769,21.6,73,usa,dodge challenger se
21.0,5,209.0,94,3325,15.9,73,usa,buick regal sport coupe (turbo)
33.4,7,353.0,124,3083,14.0,73,usa,oldsmobile omega brougham
24.6,4,126.0,105,2118,12.6,74,europe,volvo 245
37.4,4,91.0,81,2769,17.6,74,europe,fiat 124 tc
31.6,4,418.0,154,4624,10.4,74,usa,ford ltd
