u,v
0.060908328682725,-0.045700362497503
0.179715664274195,0.055372430909487
-0.032395755511198,0.088379667273511
-0.317466248566798,-0.283181674623151
0.221792898369179,0.000372638969248
0.292293838128376,-0.068556134910762
-0.066789800795623,0.148093193329946
-0.095184752433077,0.117435296400832
-0.097119951706483,0.071607157312184
-0.016284022294113,0.157790253026494
-0.136137202661676,-0.233802871206462
-0.384768610502356,-0.088428805654153
-0.010447020689261,-0.145884068947921
-0.205195811763518,-0.160161169470012
0.145475158582031,0.434778706672827
0.176379367745342,-0.157844270200932
-0.042729184582245,-0.122337285286526
0.102957066175668,-0.161436077344313
-0.080890943572808,0.075292451626757
0.27301192083206,-0.133479756970328
-0.116004098603196,0.214364730431843
0.493622803634332,0.105767482333119
-0.056306622786181,0.026821651383892
-0.047550144678638,0.202023331739983
-0.046602020346612,0.241207577064754
0.107688888968228,-0.381882386046906
-0.164383093964254,-0.09499625301062
0.017232715676883,0.357230509256312
-0.253920658045467,0.009457175725327
-0.325395419401519,0.045802907754039
0.051637302785873,-0.241041988123404
0.075549728846595,0.02521988955546
0.205877416744047,0.28130888294221
0.143809818201378,0.328143120187199
0.356532347666804,-0.06060427127615
-0.177832254186693,-0.058077116169247
0.169719678420199,0.145762404703512
-0.10075779501616,0.155403795899094
0.056061024764408,-0.231300054038263
-0.022536867753309,-0.223306052344009
-0.101998018016649,0.090530597070562
-0.03041941504765,-0.148180645260075
-0.203637589917132,0.238215140882025
-0.044528077441035,0.014332968797423
-0.333758034047446,0.15154270048609
0.143568505966968,0.287627799540101
0.242137600184547,-0.114084144913782
-0.145044269985931,0.009109027410851
-0.196443036336636,-0.014268432413558
0.186832315757911,-0.009555239417273
0.05043130385226,0.074816223363559
0.226915680254528,0.268498241028722
0.17424404680272,-0.270831701787725
0.146788016861338,0.090298875098897
0.19257542322797,-0.193369829070289
-0.00534686037883,-0.080668316846993
-0.077828826557723,-0.528828631707437
0.410558243675913,-0.112268243583041
0.226394919317738,-0.395346993766455
0.043552291185979,-0.12128809482704
0.080683250786297,0.170982724240336
0.125722243787692,0.10747462399027
0.101540568157824,-0.127554396487615
-0.003620682917036,-0.310820202633084
-0.06907583628256,0.169266118398866
-0.239604428042272,-0.177512598755068
-0.063162739058077,0.050665417604055
-0.065637167489544,-0.176352908863804
-0.37564601644042,-0.008056574869467
-0.022541729416948,0.309194794608054
-0.090713098240079,-0.219686259369819
-0.002873823383033,0.169442748306352
-0.112598697870063,-0.359473885060341
0.024494402962731,-0.210577268059144
0.209250112823809,0.287876374552387
0.12727865998151,0.082297128758425
-0.222403796106903,0.186967826621335
0.224732107098749,0.157111361333653
0.47262794440747,0.048217369123507
-0.186438344502901,-0.04322494528627
-0.334664830181681,0.166870898654851
-0.196424968923044,0.194689566275954
-0.141042260136772,0.358728020658528
0.194553515221705,-0.113748367174277
0.006653430892497,-0.500395560250049
0.00895420944524,0.112968559522417
0.374710189092739,0.249340310947717
-0.012201892121254,-0.302889840433132
-0.095670157511904,-0.176997624629272
-0.111632032095941,-0.415346683176683
-0.237051024820277,0.390703713859175
-0.145401561279051,0.227886550437146
0.156590769074803,-0.287599897578376
-0.20631902297961,0.033254983736179
0.125000661225956,0.088339032420438
0.168959209504199,0.101129077095889
-0.014422062816098,-0.108450279136459
-0.051100998322925,-0.289581899479244
0.129015498172157,0.069410481682004
0.014023244575833,-0.094346940928866
-0.291450159751847,0.266081894786908
0.133935349528823,-0.004119119206655
-0.023226515545105,0.18858762924319
0.163203166733494,-0.275872807591066
-0.113969317249699,0.074891144598274
0.078009921276012,0.044122172842116
-0.173988421409958,0.315783197746059
0.206844102534507,-0.02236591333687
-0.064814289219356,-0.08702251214139
0.041507731392193,-0.069380484457887
0.065544176215748,-0.077936616571022
-0.128637189959683,0.045771709760535
-0.043988689511391,-0.080216642846176
0.129999592540026,-0.25276032828146
-0.087773386970495,-0.063875574079651
0.128518703583906,-0.302074601535311
