sentence,label,idx
"Bill didn't eat the peaches, nor Harry.",1,311
Himself is understood by Rutherford.,1,889
The dog bit the cat.,0,930
What did you ask who saw?,1,913
That girl was given my binoculars by him.,1,673
It was to John that I gave the book.,0,232
I live at the place where Route 150 crosses the Hudson River and my dad lives at it too.,1,738
The teacher handed the student.,1,507
I can't remember the name of somebody who had misgivings.,0,308
There is a programme about Euripides on a Radio 4 tonight?,1,307
John made Bill mad at himself.,0,860
She asked was Alison coming to the party.,1,844
The children are happy of ice cream.,0,988
The paper is cut by Mary.,1,802
"That the fuzz wanted him worried John, but that the fuzz wanted her didn't worry Mary.",1,1021
It would be unwise for there to be no fire exit.,1,133
I dislike the person with whom we were talking.,1,1003
"Mary likes to tour art galleries, but Bill hates to.",1,365
The needle poked the cloth.,1,394
So fast did he run that nobody could catch him.,0,325
Few dog barked.,0,519
She can run an accelerator.,1,230
There seemed to be intelligent.,1,198
Newsweek appeared on the newsstands.,1,987
Leslie told us about us.,1,774
Who has Peter talked with?,0,372
"They claimed they had settled on something, but it wasn't clear what they had settled on.",0,556
Lee saw the student with a telescope.,1,1006
People are looking through the window.,0,168
I talked to Winston about himself.,1,2
The book is boring.,1,672
The monkeys proud of their leader.,0,853
Dana walked and Leslie ran.,0,320
Tabs were kept on each agent by the other.,1,211
Drew believes I think Rosie loves magazine ads.,0,321
"They love to play golf, but I do not.",0,96
The child put the toy on the table.,1,173
Some people consider noisy dogs dangerous.,1,402
"Dave, Dan, Erin, Jaime, and Alina left.",0,725
This disease gave Leslie a fever in Rome.,0,912
Each candidate who has interest in semantics will be admitted to the department.,0,871
Burn them!,1,597
She can run an accelerator.,0,421
It mattered that the Giants had lost.,1,838
Susan devoted herself to linguistics.,0,203
Did Athena help us?,0,731
I presented it to Bill to read.,0,966
Jean persuaded Robert.,1,813
Ann bought a first edition of Richard III for $1000.,1,598
We gave ourselves to the cause.,1,852
I wonder who to place my trust in.,1,536
"Most elections are quickly forgotten, but the election of 2000, everyone will remember for a long time.",0,18
The bucket was kicked by Pat.,1,761
Jean is reluctant to dance.,1,77
I no more could have stolen that steak than Jack the diamonds.,1,638
The earth was believed to be round.,1,914
The jury believed the defendant lied.,1,15
John is near Larry.,1,449
to steal talismans from witches is dangerous,1,741
"She talked to Harry, but I don't know who else.",0,559
The Dodgers beat the Red Sox and were beaten by the Giants.,0,823
Pat was awarded the Golden Fleece Award and very upset about it.,0,389
The cat got bitten.,1,359
Fanny regretted having to talk to Aunt Norris.,0,103
That dogs bark annoys people.,1,335
The paper was written by John up.,1,114
They preferred them arrested.,0,988
The children are fond that they have ice cream.,1,454
John believes it sincerely that Bill is here.,1,146
John made Bill mad at himself.,1,703
Books were taken from each student by the other.,1,186
