page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
17161,Yukio (Earth-616),\/Yukio_(Earth-616),No Dual Identity,Neutral Characters,,Black Hair,Female Characters,,Living Characters,4043,Sep-82,1967
39256,Karolina Dean (Earth-616),\/Karolina_Dean_(Earth-616),,,Blue Eyes,Blond Hair,Female Characters,,Living Characters,4043,Jul-03,1998
7175,Yukio (Earth-616),\/Yukio_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4043,Sep-82,2001
467217,Catastrophe Jen (Earth-616),\/Catastrophe_Jen_(Earth-616),Public Identity,,,Brown Hair,Female Characters,,Living Characters,4043,May-03,1996
755278,Jennifer Kale (Earth-616),\/Jennifer_Kale_(Earth-616),,Good Characters,Blue Eyes,,Female Characters,,Deceased Characters,4043,Dec-72,1945
42618,Heather Douglas (Earth-616),\/Heather_Douglas_(Earth-616),,Good Characters,Blue Eyes,,Female Characters,,Living Characters,4043,Jan-73,
5681,Max Modell (Earth-616),\/Max_Modell_(Earth-616),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,4043,Jan-11,2002
9335,Victoria Hand (Earth-616),\/Victoria_Hand_(Earth-616),,Neutral Characters,Hazel Eyes,Black Hair,Female Characters,,Deceased Characters,4043,Feb-09,2011
179734,Val Ventura (Earth-616),\/Val_Ventura_(Earth-616),,Good Characters,Brown Eyes,,Male Characters,,Living Characters,4043,Jul-89,1956
285542,Rococo (Earth-616),\/Rococo_(Earth-616),Secret Identity,,Brown Eyes,Black Hair,Female Characters,,Living Characters,4043,May-11,1982
86510,Arnold Astrovik (Earth-616),\/Arnold_Astrovik_(Earth-616),No Dual Identity,Neutral Characters,,Brown Hair,Male Characters,,Deceased Characters,4043,Jul-75,1960
1025,Timothy Cababa (Earth-616),\/Timothy_Cababa_(Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,4043,Sep-10,2004
178352,Akihiro (Earth-616),\/Akihiro_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,4043,Oct-06,1969
15197,Sinclair Abbott (Earth-616),\/Sinclair_Abbott_(Earth-616),,Bad Characters,,,,,Deceased Characters,4043,Feb-06,1966
41618,Luna DePaula (Earth-616),\/Luna_DePaula_(Earth-616),,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,4043,Jan-04,1939
294427,Deadpool (Wade Wilson),\/Deadpool_(Wade_Wilson),Secret Identity,Neutral Characters,,Bald,Male Characters,,Living Characters,4043,Feb-91,1993
7040,Victor Borkowski (Earth-616),\/Victor_Borkowski_(Earth-616),Secret Identity,,,Black Hair,Male Characters,,Living Characters,4043,Aug-03,2003
65259,Donald Meland (Earth-616),\/Donald_Meland_(Earth-616),No Dual Identity,Good Characters,,Reddish Blond Hair,Male Characters,,Living Characters,4043,Mar-12,1999
37397,Renata Da Lima (Earth-616),\/Renata_Da_Lima_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,4043,Jul-02,1975
31212,Benjamin Deeds (Earth-616),\/Benjamin_Deeds_(Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,4043,Feb-13,1947
69469,William Kaplan (Earth-616),\/William_Kaplan_(Earth-616),Secret Identity,,,Black Hair,Male Characters,,Living Characters,4043,Apr-05,2010
202308,Victoria Hand (Earth-616),\/Victoria_Hand_(Earth-616),No Dual Identity,Neutral Characters,,Black Hair,Female Characters,,Deceased Characters,4043,Feb-09,1968
548544,Timothy Cababa (Earth-616),\/Timothy_Cababa_(Earth-616),,Good Characters,,Black Hair,Male Characters,,Living Characters,4043,Sep-10,1948
14195,Timothy Cababa (Earth-616),\/Timothy_Cababa_(Earth-616),Secret Identity,Good Characters,,Black Hair,,,Living Characters,4043,Sep-10,1941
171127,Kyle Jinadu (Earth-616),\/Kyle_Jinadu_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4043,,1988
2859,Loki Laufeyson (Earth-616),\/Loki_Laufeyson_(Earth-616),No Dual Identity,Neutral Characters,Green Eyes,Black Hair,Genderfluid Characters,,Living Characters,4043,Aug-49,2000
63846,Arnold Astrovik (Earth-616),\/Arnold_Astrovik_(Earth-616),,Neutral Characters,,Brown Hair,Male Characters,,Deceased Characters,4043,Jul-75,1946
78513,Xavin (Earth-616),\/Xavin_(Earth-616),,,Brown Eyes,Brown Hair,Genderfluid Characters,,Living Characters,4043,Oct-05,1952
4179,David Alleyne (Earth-616),\/David_Alleyne_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Bisexual Characters,Living Characters,4043,Oct-03,1967
5952,Hercules (Earth-616),\/Hercules_(Earth-616),,Good Characters,,Brown Hair,Male Characters,,Living Characters,4043,Oct-65,1986
358171,Sinclair Abbott (Earth-616),\/Sinclair_Abbott_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,,Male Characters,,Deceased Characters,4043,Feb-06,1978
755278,William Kaplan (Earth-616),\/William_Kaplan_(Earth-616),Secret Identity,Good Characters,Brown Eyes,,Male Characters,,Living Characters,4043,Apr-05,2004
3692,Wally Layton (Earth-616),\/Wally_Layton_(Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,4043,Mar-12,1940
17616,Max Modell (Earth-616),\/Max_Modell_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,4043,Jan-11,1978
7050,Hercules (Earth-616),\/Hercules_(Earth-616),,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,4043,Oct-65,1952
234163,Deadpool (Wade Wilson),\/Deadpool_(Wade_Wilson),,Neutral Characters,Brown Eyes,,Male Characters,,Living Characters,4043,Feb-91,1953
2345,Catastrophe Jen (Earth-616),\/Catastrophe_Jen_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,4043,May-03,2011
755278,Arnold Astrovik (Earth-616),\/Arnold_Astrovik_(Earth-616),No Dual Identity,Neutral Characters,,Brown Hair,Male Characters,,Deceased Characters,4043,Jul-75,1939
755278,Brandon Sharpe (Earth-616),\/Brandon_Sharpe_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,4043,Aug-10,
15540,Karolina Dean (Earth-616),\/Karolina_Dean_(Earth-616),,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,4043,Jul-03,1975
10085,Jean-Paul Beaubier (Earth-616),\/Jean-Paul_Beaubier_(Earth-616),,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,4043,Apr-79,1944
73711,Loki Laufeyson (Earth-616),\/Loki_Laufeyson_(Earth-616),No Dual Identity,Neutral Characters,Green Eyes,Black Hair,Genderfluid Characters,,Living Characters,4043,,2003
755278,Wally Layton (Earth-616),\/Wally_Layton_(Earth-616),,Good Characters,Grey Eyes,Brown Hair,Male Characters,,Living Characters,4043,Mar-12,1969
48827,Sybil Dvorak (Earth-616),\/Sybil_Dvorak_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,4043,Jan-79,1976
755278,Jazinda Kl'rt-Spawn (Earth-616),\/Jazinda_Kl%27rt-Spawn_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,4043,Dec-07,1946
755278,Renata Da Lima (Earth-616),\/Renata_Da_Lima_(Earth-616),,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,4043,Jul-02,1963
3713,Jazinda Kl'rt-Spawn (Earth-616),\/Jazinda_Kl%27rt-Spawn_(Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,4043,,1981
755278,Sybil Dvorak (Earth-616),\/Sybil_Dvorak_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,,Female Characters,,Living Characters,4043,Jan-79,1956
18849,Akihiro (Earth-616),\/Akihiro_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,4043,,1986
755278,Victoria Hand (Earth-616),\/Victoria_Hand_(Earth-616),No Dual Identity,Neutral Characters,,Black Hair,Female Characters,,Deceased Characters,4043,Feb-09,1966
755278,Heather Douglas (Earth-616),\/Heather_Douglas_(Earth-616),Secret Identity,,Blue Eyes,,Female Characters,,Living Characters,4043,Jan-73,1983
9297,Arnold Astrovik (Earth-616),\/Arnold_Astrovik_(Earth-616),,Neutral Characters,Hazel Eyes,,Male Characters,,Deceased Characters,4043,Jul-75,1944
12112,Phyla-Vell (Earth-616),\/Phyla-Vell_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Deceased Characters,4043,,1946
755278,Catastrophe Jen (Earth-616),\/Catastrophe_Jen_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,4043,May-03,1967
1025,Marlo Chandler (Earth-616),\/Marlo_Chandler_(Earth-616),,Good Characters,,Red Hair,Female Characters,,Living Characters,4043,Sep-88,1972
755278,Hercules (Earth-616),\/Hercules_(Earth-616),No Dual Identity,,,Brown Hair,Male Characters,,Living Characters,4043,Oct-65,1977
2164,Jean-Paul Beaubier (Earth-616),\/Jean-Paul_Beaubier_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,4043,Apr-79,1989
6515,David Alleyne (Earth-616),\/David_Alleyne_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4043,Oct-03,1946
3024,Wally Layton (Earth-616),\/Wally_Layton_(Earth-616),No Dual Identity,Good Characters,Grey Eyes,Brown Hair,Male Characters,,Living Characters,4043,Mar-12,1953
454735,Victor Borkowski (Earth-616),\/Victor_Borkowski_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4043,Aug-03,1956
142710,Miranda Leevald (Earth-616),\/Miranda_Leevald_(Earth-616),,Neutral Characters,,Black Hair,Female Characters,,Living Characters,4043,Dec-01,1968
21818,Jazinda Kl'rt-Spawn (Earth-616),\/Jazinda_Kl%27rt-Spawn_(Earth-616),Secret Identity,,,Black Hair,Female Characters,,Living Characters,4043,Dec-07,1947
10134,Max Modell (Earth-616),\/Max_Modell_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,4043,Jan-11,1954
139339,Timothy Cababa (Earth-616),\/Timothy_Cababa_(Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,4043,Sep-10,1950
272447,Loki Laufeyson (Earth-616),\/Loki_Laufeyson_(Earth-616),No Dual Identity,Neutral Characters,,Black Hair,Genderfluid Characters,,Living Characters,4043,Aug-49,2010
30748,Julie Power (Earth-616),\/Julie_Power_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,,,Living Characters,4043,Aug-84,1995
95151,Natalia Romanova (Earth-616),\/Natalia_Romanova_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,4043,Apr-64,1991
17472,Max Modell (Earth-616),\/Max_Modell_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,4043,Jan-11,1954
15351,Hector Baez (Earth-616),\/Hector_Baez_(Earth-616),No Dual Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,4043,Mar-12,1948
188480,Jennifer Kale (Earth-616),\/Jennifer_Kale_(Earth-616),,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,4043,Dec-72,1944
47044,Charlie Cluster-7 (Cluster) (Earth-616),\/Charlie_Cluster-7_(Cluster)_(Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,4043,Feb-13,1994
104971,Christian Frost (Earth-616),\/Christian_Frost_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,4043,Jun-03,1994
218379,Phyla-Vell (Earth-616),\/Phyla-Vell_(Earth-616),Public Identity,Good Characters,,White Hair,Female Characters,,Deceased Characters,4043,Jan-04,1942
12307,Victoria Hand (Earth-616),\/Victoria_Hand_(Earth-616),No Dual Identity,,,Black Hair,Female Characters,,Deceased Characters,4043,Feb-09,1987
83994,Renata Da Lima (Earth-616),\/Renata_Da_Lima_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,4043,Jul-02,2010
31508,Jonas Graymalkin (Earth-616),\/Jonas_Graymalkin_(Earth-616),,,White Eyes,No Hair,Male Characters,,Living Characters,4043,Jun-08,1992
108659,Julie Power (Earth-616),\/Julie_Power_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,4043,Aug-84,1952
9919,Brandon Sharpe (Earth-616),\/Brandon_Sharpe_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4043,Aug-10,1992
14993,Hector Baez (Earth-616),\/Hector_Baez_(Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,4043,Mar-12,1999
71318,Victoria Hand (Earth-616),\/Victoria_Hand_(Earth-616),,Neutral Characters,Hazel Eyes,Black Hair,Female Characters,,Deceased Characters,4043,Feb-09,2004
7653,Heather Douglas (Earth-616),\/Heather_Douglas_(Earth-616),Secret Identity,Good Characters,Blue Eyes,,Female Characters,,Living Characters,4043,Jan-73,2004
32439,Victoria Hand (Earth-616),\/Victoria_Hand_(Earth-616),No Dual Identity,Neutral Characters,,Black Hair,Female Characters,,Deceased Characters,4043,Feb-09,1986
82984,Marlo Chandler (Earth-616),\/Marlo_Chandler_(Earth-616),Public Identity,Good Characters,Blue Eyes,,Female Characters,,Living Characters,4043,Sep-88,1944
