Date,Extent
1980-01-01,6.06
1980-01-02,8.231
1980-01-03,8.526
1980-01-04,6.809
1980-01-05,8.245
1980-01-06,6.676
1980-01-07,14.32
1980-01-08,6.72
1980-01-09,4.993
1980-01-10,13.571
1980-01-11,11.904
1980-01-12,9.652
1980-01-13,3.966
1980-01-14,15.413
1980-01-15,10.224
1980-01-16,12.357
1980-01-17,5.888
1980-01-18,12.657
1980-01-19,12.924
1980-01-20,13.698
1980-01-21,14.805
1980-01-22,14.614
1980-01-23,3.414
1980-01-24,15.513
1980-01-25,10.535
1980-01-26,9.747
1980-01-27,6.126
1980-01-28,8.466
1980-01-29,7.894
1980-01-30,6.892
1980-01-31,12.989
1980-02-01,13.074
1980-02-02,9.516
1980-02-03,3.824
1980-02-04,5.418
1980-02-05,9.38
1980-02-06,6.271
1980-02-07,5.176
1980-02-08,3.936
1980-02-09,12.625
1980-02-10,3.998
1980-02-11,14.294
1980-02-12,11.896
1980-02-13,12.677
1980-02-14,12.326
1980-02-15,15.418
1980-02-16,14.101
1980-02-17,13.673
1980-02-18,13.591
1980-02-19,5.239
1980-02-20,15.052
1980-02-21,12.385
1980-02-22,12.437
1980-02-23,13.528
1980-02-24,14.348
1980-02-25,15.028
1980-02-26,6.176
1980-02-27,13.204
1980-02-28,12.713
1980-02-29,15.391
1980-03-01,6.867
1980-03-02,9.368
1980-03-03,6.711
1980-03-04,14.498
1980-03-05,15.015
1980-03-06,14.203
1980-03-07,11.391
1980-03-08,10.76
1980-03-09,8.962
1980-03-10,11.645
1980-03-11,11.74
1980-03-12,11.88
1980-03-13,15.943
1980-03-14,7.434
1980-03-15,9.086
1980-03-16,16.307
1980-03-17,12.555
1980-03-18,13.173
1980-03-19,7.196
1980-03-20,7.888
1980-03-21,12.15
1980-03-22,14.311
1980-03-23,6.686
1980-03-24,12.003
1980-03-25,4.247
1980-03-26,13.296
1980-03-27,4.265
1980-03-28,12.977
1980-03-29,3.637
1980-03-30,12.37
1980-03-31,15.559
1980-04-01,11.165
1980-04-02,8.407
1980-04-03,12.006
1980-04-04,6.918
1980-04-05,15.224
1980-04-06,13.078
1980-04-07,14.661
1980-04-08,3.714
1980-04-09,5.89
1980-04-10,9.011
1980-04-11,15.716
1980-04-12,11.254
1980-04-13,5.019
1980-04-14,5.718
1980-04-15,14.271
1980-04-16,3.508
1980-04-17,13.087
1980-04-18,7.024
1980-04-19,13.213
1980-04-20,10.938
1980-04-21,5.881
1980-04-22,5.234
1980-04-23,4.641
1980-04-24,12.647
1980-04-25,10.601
1980-04-26,7.432
1980-04-27,9.706
1980-04-28,16.06
1980-04-29,13.206
1980-04-30,11.726
1980-05-01,5.928
1980-05-02,4.023
1980-05-03,9.083
1980-05-04,4.676
1980-05-05,4.843
1980-05-06,6.553
1980-05-07,6.23
1980-05-08,13.962
1980-05-09,16.322
1980-05-10,8.996
1980-05-11,4.378
1980-05-12,11.125
1980-05-13,6.056
1980-05-14,6.596
1980-05-15,8.881
1980-05-16,13.265
1980-05-17,6.057
1980-05-18,14.829
1980-05-19,3.901
1980-05-20,10.044
1980-05-21,4.642
1980-05-22,10.669
1980-05-23,7.788
1980-05-24,9.934
1980-05-25,13.361
1980-05-26,4.966
1980-05-27,4.212
1980-05-28,4.347
1980-05-29,9.15
1980-05-30,15.232
1980-05-31,3.956
1980-06-01,5.503
1980-06-02,11.898
1980-06-03,7.009
1980-06-04,9.875
1980-06-05,15.387
1980-06-06,6.029
1980-06-07,12.417
1980-06-08,10.396
1980-06-09,14.268
1980-06-10,4.181
1980-06-11,13.581
1980-06-12,11.52
1980-06-13,5.251
1980-06-14,4.811
1980-06-15,4.092
1980-06-16,4.404
1980-06-17,15.782
1980-06-18,15.173
1980-06-19,11.836
1980-06-20,10.805
1980-06-21,4.657
1980-06-22,13.031
1980-06-23,7.518
1980-06-24,5.925
1980-06-25,6.744
1980-06-26,11.734
1980-06-27,8.057
1980-06-28,13.596
1980-06-29,13.637
1980-06-30,6.732
1980-07-01,10.905
1980-07-02,12.011
1980-07-03,15.24
1980-07-04,6.685
1980-07-05,9.999
1980-07-06,9.603
1980-07-07,9.049
1980-07-08,9.47
1980-07-09,10.814
1980-07-10,11.851
1980-07-11,4.875
1980-07-12,12.335
1980-07-13,5.809
1980-07-14,15.79
1980-07-15,10.37
1980-07-16,6.53
1980-07-17,4.36
1980-07-18,16.218
1980-07-19,8.285
1980-07-20,5.767
1980-07-21,11.6
1980-07-22,16.369
1980-07-23,11.383
1980-07-24,15.777
1980-07-25,12.133
1980-07-26,4.506
1980-07-27,11.601
1980-07-28,7.339
1980-07-29,14.758
1980-07-30,8.413
1980-07-31,8.356
1980-08-01,5.574
1980-08-02,5.739
1980-08-03,7.837
1980-08-04,10.547
1980-08-05,10.255
1980-08-06,11.084
1980-08-07,8.43
1980-08-08,11.622
1980-08-09,13.494
1980-08-10,15.159
1980-08-11,4.48
1980-08-12,4.084
1980-08-13,9.805
1980-08-14,7.747
1980-08-15,7.712
1980-08-16,10.368
1980-08-17,4.506
1980-08-18,14.51
1980-08-19,7.825
1980-08-20,5.953
1980-08-21,8.256
1980-08-22,14.216
1980-08-23,3.624
1980-08-24,15.04
