Date,Extent
1980-01-01,14.453
1980-01-02,15.584
1980-01-03,7.107
1980-01-04,14.806
1980-01-05,15.144
1980-01-06,13.592
1980-01-07,8.653
1980-01-08,4.045
1980-01-09,15.334
1980-01-10,12.244
1980-01-11,5.217
1980-01-12,9.237
1980-01-13,14.291
1980-01-14,11.396
1980-01-15,14.364
1980-01-16,9.611
1980-01-17,5.979
1980-01-18,13.592
1980-01-19,12.574
1980-01-20,8.09
1980-01-21,6.599
1980-01-22,3.613
1980-01-23,8.429
1980-01-24,6.575
1980-01-25,5.031
1980-01-26,12.908
1980-01-27,13.214
1980-01-28,15.516
1980-01-29,4.81
1980-01-30,15.549
1980-01-31,12.89
1980-02-01,13.93
1980-02-02,14.851
1980-02-03,13.808
1980-02-04,13.545
1980-02-05,5.76
1980-02-06,7.242
1980-02-07,15.292
1980-02-08,7.244
1980-02-09,13.787
1980-02-10,7.119
1980-02-11,9.202
1980-02-12,13.227
1980-02-13,11.472
1980-02-14,7.086
1980-02-15,10.157
1980-02-16,15.522
1980-02-17,7.824
1980-02-18,14.779
1980-02-19,5.715
1980-02-20,12.245
1980-02-21,8.078
1980-02-22,4.893
1980-02-23,5.908
1980-02-24,5.245
1980-02-25,5.051
1980-02-26,6.169
1980-02-27,7.786
1980-02-28,15.839
1980-02-29,11.799
1980-03-01,8.585
1980-03-02,14.284
1980-03-03,13.911
1980-03-04,13.615
1980-03-05,9.897
1980-03-06,4.544
1980-03-07,4.218
1980-03-08,10.209
1980-03-09,12.998
1980-03-10,6.559
1980-03-11,9.556
1980-03-12,4.035
1980-03-13,13.738
1980-03-14,9.803
1980-03-15,12.7
1980-03-16,11.881
1980-03-17,8.166
1980-03-18,13.624
1980-03-19,12.644
1980-03-20,16.127
1980-03-21,4.634
1980-03-22,13.695
1980-03-23,11.96
1980-03-24,10.894
1980-03-25,15.152
1980-03-26,3.449
1980-03-27,15.563
1980-03-28,12.469
1980-03-29,9.09
1980-03-30,6.03
1980-03-31,7.363
1980-04-01,8.952
1980-04-02,14.491
1980-04-03,8.894
1980-04-04,9.335
1980-04-05,8.511
1980-04-06,5.287
1980-04-07,13.157
1980-04-08,3.882
1980-04-09,4.402
1980-04-10,14.695
1980-04-11,6.758
1980-04-12,12.136
1980-04-13,3.629
1980-04-14,15.744
1980-04-15,15.934
1980-04-16,6.22
1980-04-17,6.546
1980-04-18,15.054
1980-04-19,6.02
1980-04-20,10.326
1980-04-21,12.306
1980-04-22,8.07
1980-04-23,14.507
1980-04-24,3.716
1980-04-25,13.388
1980-04-26,13.249
1980-04-27,14.233
1980-04-28,8.388
1980-04-29,15.177
1980-04-30,12.789
1980-05-01,15.506
1980-05-02,3.763
1980-05-03,8.994
1980-05-04,11.125
1980-05-05,10.11
1980-05-06,7.323
1980-05-07,9.856
1980-05-08,11.351
1980-05-09,8.01
1980-05-10,14.373
1980-05-11,11.006
1980-05-12,4.919
1980-05-13,10.612
1980-05-14,10.943
1980-05-15,4.317
1980-05-16,8.475
1980-05-17,11.905
1980-05-18,6.688
1980-05-19,6.019
1980-05-20,9.932
1980-05-21,15.785
1980-05-22,8.513
1980-05-23,7.04
1980-05-24,9.975
1980-05-25,3.451
1980-05-26,9.28
1980-05-27,12.808
1980-05-28,11.068
1980-05-29,12.256
1980-05-30,8.758
1980-05-31,10.634
1980-06-01,10.832
