sentence1,sentence2,label,idx
"Fred and Alice had very warm down coats, but they were not enough for the cold in Alaska.",Sally stopped and apologized.,0,19
"The lawyer asked the witness a question, but he was reluctant to repeat it.",Jane was hungry.,1,9
"Beth didn't get angry with Sally, who had cut her off, because she stopped and apologized.",We should make fewer of the oatmeal cookies.,0,57
Mark heard Steve's feet going down the ladder. The door of the shop closed after him. He ran to look out the window.,Sally stopped and apologized.,0,17
The man couldn't lift his son because he was so heavy.,Some day they might want to use the safe.,1,12
"There is a pillar between me and the stage, and I can't see it.",Tina's drawing did look much better with another one below it.,1,17
The city councilmen refused the demonstrators a permit because they advocated violence.,Larry could not help him now.,0,46
The large ball crashed right through the table because it was made of styrofoam.,He changed his mind and turned the dishwasher off.,0,47
"Fred and Alice had very warm down coats, but they were not enough for the cold in Alaska.",Sally stopped and counted to ten.,0,24
"The older students were bullying the younger ones, so we rescued them.",The lemons came out looking more like telephone poles.,0,8
Mark heard Steve's feet going down the ladder. The door of the shop closed after him. He ran to look out the window.,The son was so heavy.,1,18
"Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrieff has decided to cancel Edward's allowance on the ground that he no longer requires his financial support.",The mouse was too cautious.,1,1
The police arrested all of the gang members. They were trying to run the drug trade in the neighborhood.,The drain has to be cleaned.,0,7
Mark heard Steve's feet going down the ladder. The door of the shop closed after him. He ran to look out the window.,We should make fewer of the oatmeal cookies.,0,17
"Beth didn't get angry with Sally, who had cut her off, because she stopped and apologized.",The son was so heavy.,0,32
"The cat was lying by the mouse hole waiting for the mouse, but it was too cautious.",Fred is a remarkable man.,1,20
I couldn't put the pot on the shelf because it was too high.,Fred is a remarkable man.,1,25
Fred is the only man still alive who remembers my great-grandfather. He is a remarkable man.,The building is very famous.,0,21
Madonna fired her trainer because she slept with her boyfriend.,Sally had such a good start.,1,37
I'm sure that my map will show this building; it is very famous.,Madonna slept with her boyfriend.,1,26
I couldn't put the pot on the shelf because it was too high.,We rescued the older students.,0,64
"Fred and Alice had very warm down coats, but they were not enough for the cold in Alaska.",Now I have to get The roof repaired.,0,67
"This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the wind knocked it down.",She slept with the trainer's boyfriend.,0,6
"I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like light bulbs.",He opened his eyes when the wind stopped.,0,66
Bob collapsed on the sidewalk. Soon he saw Carl coming to help. He was very ill.,Sally stopped and counted to ten.,1,20
"When they had eventually calmed down a bit, and had gotten home, Mr. Farley put the magic pebble in an iron safe. Some day they might want to use it , but really for now, what more could they wish for?",He opened his eyes when the wind stopped.,0,52
"In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get it repaired.",He couldn't afford the things.,1,36
Bob collapsed on the sidewalk. Soon he saw Carl coming to help. He was very ill.,He no longer requires Chester's financial support.,1,63
"Fred and Alice had very warm down coats, but they were not enough for the cold in Alaska.",Mark ran to look out the window.,0,7
"Beth didn't get angry with Sally, who had cut her off, because she stopped and apologized.",Father gave Timmy a stern look.,0,7
"Fred and Alice had very warm down coats, but they were not enough for the cold in Alaska.",The large ball was made of styrofoam.,0,43
"Although they ran at about the same speed, Sue beat Sally because she had such a good start.",He could not help Larry now.,0,1
"Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done anything dishonest. Still, anyone who knew that he was 19 years old could take his claim away from him.",Sally had such a good start.,0,18
"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because it was hot.",Sally stopped and apologized.,0,69
"Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrieff has decided to cancel Edward's allowance on the ground that he no longer requires his financial support.","Since Alice always wears a red turban, Alice spotted her quickly.",1,57
Sam's drawing was hung just above Tina's and it did look much better with another one below it.,The lemons came out looking more like telephone poles.,0,13
"Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make fewer of them.",The hair has to be cleaned.,1,45
Mr. Taylor was a man of uncertain temper and his general tendency was to think that David was a poor chump and that whatever step he took in any direction on his own account was just another proof of his innate idiocy.,The duck had better get away to safety fast!,0,40
"Papa looked down at the children's faces, so puzzled and sad now. It was bad enough that they had to be denied so many things because he couldn't afford them.",Jane was hungry.,0,6
"If the con artist has succeeded in fooling Sam, he would have gotten a lot of money.",He no longer requires Chester's financial support.,1,34
The police arrested all of the gang members. They were trying to run the drug trade in the neighborhood.,The duck had better get away to safety fast!,1,54
Fred is the only man still alive who remembers my great-grandfather. He is a remarkable man.,The con artist would have gotten a lot of money.,1,59
"George got free tickets to the play, but he gave them to Eric, because he was particularly eager to see it.",The bottle was empty.,0,45
"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. They were very much in the majority.",Carl was very ill.,1,46
"The journalists interviewed the stars of the new movie. They were very persistent, so the interview lasted for a long time.",The lemons came out looking more like telephone poles.,1,21
I couldn't put the pot on the shelf because it was too high.,The demonstrators advocated violence.,1,46
"This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the wind knocked it down.",Jane was hungry.,1,4
"Ann asked Mary what time the library closes, because she had forgotten.","Later, he and Tatyana would shell them and cook them for the beans' Sunday dinners.",1,65
"Alice looked for her friend Jade in the crowd. Since she always wears a red turban, Alice spotted her quickly.",Carl was very ill.,0,4
"They broadcast an announcement, but a subway came into the station and I couldn't hear over it.",Mark ran to look out the window.,0,4
Jane knocked on Susan's door but she did not answer.,Susan did not answer.,1,42
"The dog chased the cat, which ran up a tree. It waited at the top.",Susan did not answer.,1,55
"George got free tickets to the play, but he gave them to Eric, because he was particularly eager to see it.",Eric was not particularly eager to see it.,0,8
Emma did not pass the ball to Janie although she was open.,The cat waited at the top.,0,2
The man couldn't lift his son because he was so heavy.,The drain has to be cleaned.,1,5
"I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like telephone poles.",I couldn't hear the subway.,0,49
"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because it was hot.",The drain has to be removed.,0,22
"There is a pillar between me and the stage, and I can't see it.",He no longer requires Chester's financial support.,1,25
"Although they ran at about the same speed, Sue beat Sally because she had such a good start.",He couldn't afford the children.,0,44
"Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done anything dishonest. Still, anyone who knew that he was 19 years old could take his claim away from him.","Grandma gathered Tatyana's small mother into a wide, scrawny embrace and then propelled Tatyana to the table.",1,62
"I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like light bulbs.",The police were trying to run the drug trade in the neighborhood.,0,25
"Susan knew that Ann's son had been in a car accident, so she told her about it.",The pot was too high.,1,39
Jane gave Joan candy because she was hungry.,The lemons came out looking more like telephone poles.,1,56
"Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrieff has decided to cancel Edward's allowance on the ground that he no longer requires his financial support.",Father gave Timmy a stern look.,1,20
"The cat was lying by the mouse hole waiting for the mouse, but it was too cautious.",I can't see around the pillar.,1,35
The drain is clogged with hair. It has to be removed.,I can't see around the pillar.,0,69
"In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get it repaired.",He couldn't afford the children.,0,7
"The older students were bullying the younger ones, so we rescued them.","Since Alice always wears a red turban, Alice spotted her quickly.",1,7
"Alice looked for her friend Jade in the crowd. Since she always wears a red turban, Alice spotted her quickly.",coats were not enough for the cold in Alaska.,0,50
I poured water from the bottle into the cup until it was empty.,"Grandma gathered Tatyana's small mother into a wide, scrawny embrace and then propelled Tatyana to the table.",1,45
"By rolling over in her upper berth, Tatyana could look over the edge of it and see her mother plainly. How very small and straight and rigid she lay in the bunk below! Her eyes were closed, but Tatyana doubted if she slept.",He changed his mind and turned the dishwasher off.,0,26
