date,open,high,low,close,adjclose,volume
2000-01-03,1463.450641,1495.449407,1411.237983,1425.810857,1468.127299,1500409000
2000-01-04,1454.365309,1487.401665,1436.499643,1439.869031,1442.88299,1287076983
2000-01-05,1478.118882,1495.379326,1423.866045,1430.26356,1489.458705,0
2000-01-06,1472.720916,1489.068151,1434.179618,1465.516153,1477.106322,699100253
2000-01-07,1458.447157,1479.549755,1426.470561,1438.357719,1478.727442,1979502124
2000-01-08,1441.912357,1498.232442,1438.814776,1440.537093,1467.952257,1033141054
2000-01-09,1478.519134,1482.046905,1439.530926,1440.826812,1470.37457,1467238197
2000-01-10,1474.728166,1489.705827,1444.562291,1449.356505,1467.422729,816213996
2000-01-11,1473.991794,1480.284975,1412.245878,1474.149817,1474.530408,883223951
2000-01-12,1447.906626,1475.571614,1441.648993,1459.376087,1471.289099,1611119172
2000-01-13,1471.738696,1481.168974,1446.660872,1455.374093,1465.607706,979757079
2000-01-14,1457.09205,1460.428794,1440.100495,1448.882816,1459.568146,955975030
2000-01-15,1456.455654,1485.036036,1448.664702,1479.315856,1480.867494,407519563
2000-01-16,1462.792098,1472.997126,1439.400521,1460.436408,1466.096177,1422804454
2000-01-17,1495.747061,1507.388009,1415.513085,1435.316381,1463.473741,802563552
2000-01-18,1473.576526,1491.801393,1434.479969,1468.160232,1485.512186,247068305
2000-01-19,1485.12988,1489.131982,1451.927442,1453.715836,1466.882758,301975314
2000-01-20,1457.709064,1492.820323,1424.889281,1456.39271,1481.410473,1855482073
2000-01-21,1457.760517,1502.297973,1438.486722,1454.1815,1476.349243,1471115454
2000-01-22,1478.918606,1487.312937,1441.125387,1459.553885,1460.364283,574086269
2000-01-23,1442.268297,1475.112318,1440.883386,1468.005442,1473.289896,825556771
2000-01-24,1474.545939,1485.751513,1430.558791,1471.25704,1472.747155,291633826
2000-01-25,1449.752335,1498.500695,1434.11963,1452.521067,1484.353063,717439662
2000-01-26,1500.610799,1512.336649,1442.384629,1456.569109,1503.845422,1273127660
2000-01-27,1469.025458,1484.020029,1454.678934,1458.291049,1474.362107,849336178
2000-01-28,1483.411127,1496.347309,1457.288038,1481.417695,1489.968447,482821720
2000-01-29,1467.290089,1508.294321,1444.940347,1469.472707,1474.746285,2139736490
2000-01-30,1477.208056,1486.068565,1438.010902,1462.652677,1478.305968,1542741092
2000-01-31,1460.104008,1473.469324,1428.804503,1451.573555,1452.966927,2060478799
2000-02-01,1490.694632,1498.810281,1427.988472,1432.021587,1467.704131,1699557031
2000-02-02,1493.696007,1505.529022,1433.218968,1445.34007,1458.609917,0
2000-02-03,1486.851811,1496.247826,1435.349095,1446.290328,1495.917215,1987466039
2000-02-04,1467.618588,1492.074996,1420.248805,1476.393436,1490.836423,210476531
2000-02-05,1450.54515,1474.061692,1446.463564,1455.714783,1470.966026,1805495160
2000-02-06,1486.692475,1501.543014,1438.12593,1446.108587,1471.593472,821080975
2000-02-07,1473.391311,1482.899888,1440.925509,1440.933892,1466.616498,1273995577
2000-02-08,1480.886639,1516.54596,1450.288033,1455.370619,1480.32891,1234633678
2000-02-09,1472.804188,1506.491977,1444.06631,1482.405417,1486.761628,1564481917
