sentence1,sentence2,label,idx
Two beige dogs play in the grass.,One general key to not feeling dejected is to avoid comparing yourself to others.,0.320569188926081,917
a woman watches a rap group live,"Eurozone debt crisis is over, says France's President",4.048873784704674,1456
Cardinals enter Vatican for historic vote,"wikipedia, as much as it is a supposedly self correcting medium, is not necessarily a definitive account of anything.",4.182603830072358,1232
A woman is mixing eggs in the bowl.,"The Telegraph can reveal that Sir John Stevens, the Metropolitan Police Commissioner, placed his force on its highest alert last week.",1.211448758551105,514
Two cats are close together inside and black and white furry enclosure.,A man sitting up taking a nap on a park bench with an open umbrella protecting him from the sun.,4.659481272389401,718
Both papers are being published today in the New England Journal of Medicine.,A woman is kneading tortilla dough.,0.857050079045298,1260
"An incremental step reported by researchers at the University of California, San Francisco, is the latest in a decade-long effort.","Eurozone debt crisis is over, says France's President",2.464443533409614,750
"Many people are on the beach, near a building with flags flying.",Executive recruiters say that finding a seasoned chief merchandising officer perhaps will be the trickiest of all hires.,1.738412039044954,1217
"It's true that, under one understanding of ""accessibility"" and ""determining"", your accessibility relation is determined by your axioms.",A woman driving a car is talking to the man seated beside her.,0.439876576581859,620
The dogs are chasing a cat.,US military aircraft shot at during evacuation mission in South Sudan,4.130252781212074,947
"Let me share my opinion as Ukrainian citizen, from Kharkiv, eastern Ukraine.","Later Tuesday, Graham was expected to be re-elected for a second one-year term.",2.877405972435173,1463
Here is a lexical decision task I wrote years ago using PHP and Javascript (github link).,"A federal appeals court ruled Tuesday that the U.S. government can withhold the names of people detained as part of the September 11 investigation, reversing a lower court decision.",4.559310650827233,109
Someone is mixing a liquid.,A man is using a large pole to remove letters from a sign.,2.645895621097131,261
"As others have mentioned, the iRobot Roomba is an excellent example of a household robot which does meaningful work.","Whenever I start reading the same lines over and over again, I start skimming.",2.72007110647843,583
Texas residents seek healing at church after deadly blast,A blue moped parked on the sidewalk.,4.7522405957221,530
GPS (wikipedia) is based on orbiting satellites and so is accurate worldwide.,A young girl wearing a bike helmet with a bicycle in the background.,3.8937762302823,1170
"In English, certainly the most common use of do is Do-Support.",My GTD system is effectively 100 percent electronic--as described in detail here.,2.899398187730841,1006
"Investigators uncovered a 4-inch bone fragment from beneath the concrete slab Thursday, but it turned out to be an animal bone, authorities said.",At least 78 killed in Pakistan church bombing,0.6659399351284,702
"It does sound like your cat is upset about something, and trying to communicate it to you.",Obama to meet Ukrainian prime minister at White House,4.554390938613714,1147
"The American Anglican Council, which represents Episcopalian conservatives, said it will seek authorization to create a separate group.",Research does indicate that sleeping after studying is a pretty good rule-of-thumb.,0.071434939976305,1308
"This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.",A tiger attacks a man.,2.736088781134312,876
