AAPL_x,AAPL_y
2014-01-02,77.83782085
2014-01-03,78.84894467
2014-01-04,77.55692939
2014-01-05,75.75713119
2014-01-06,79.69452918
2014-01-07,80.36944858
2014-01-08,78.05453128
2014-01-09,78.04115185
2014-01-10,78.21192786
2014-01-11,78.95877705
2014-01-12,78.30886367
2014-01-13,76.7626754
2014-01-14,79.55213562
2014-01-15,78.38096133
2014-01-16,81.00581721
2014-01-17,81.40515
2014-01-18,80.06443585
2014-01-19,81.26263242
2014-01-20,80.16732574
2014-01-21,82.81467506
2014-01-22,80.29143341
2014-01-23,84.71857919
2014-01-24,81.07540718
2014-01-25,81.32059547
2014-01-26,81.51143893
2014-01-27,82.76952248
2014-01-28,81.06019173
2014-01-29,82.50845201
2014-01-30,80.80551463
2014-01-31,80.49230693
2014-02-01,83.30063619
2014-02-02,83.65130734
2014-02-03,84.74261088
2014-02-04,84.49487546
2014-02-05,86.1596333
2014-02-06,82.62478987
2014-02-07,85.22793776
2014-02-08,83.52970453
2014-02-09,84.80538192
2014-02-10,84.44259842
2014-02-11,84.0738068
2014-02-12,84.75622656
2014-02-13,83.73490175
2014-02-14,85.02652197
2014-02-15,83.1977746
2014-02-16,86.70413202
2014-02-17,87.57440108
2014-02-18,85.0639248
2014-02-19,84.89044266
2014-02-20,87.74221957
2014-02-21,86.97713605
2014-02-22,88.38968242
2014-02-23,88.20734134
2014-02-24,88.20049665
2014-02-25,88.70341399
2014-02-26,87.51015273
2014-02-27,87.18993506
2014-02-28,90.77327192
2014-03-01,89.6757707
2014-03-02,88.58746132
2014-03-03,89.03013125
2014-03-04,89.52783976
2014-03-05,89.54378402
2014-03-06,88.996124
2014-03-07,88.72481177
2014-03-08,87.72220601
2014-03-09,89.13445528
2014-03-10,89.30147834
2014-03-11,87.32811336
2014-03-12,89.96990471
2014-03-13,89.67968808
2014-03-14,90.47527939
2014-03-15,89.89585731
2014-03-16,91.034247
2014-03-17,92.50436046
2014-03-18,92.11809755
2014-03-19,89.86861091
2014-03-20,93.16484656
2014-03-21,95.07440472
2014-03-22,90.67165844
2014-03-23,89.8242716
2014-03-24,90.97064255
2014-03-25,91.5403416
