id,question,choices,answerKey
1,The radioactive isotope content of a rock can be used to identify which property of the rock?,1,C
2,"Many common hand tools create a mechanical advantage by using the basic principles found in simple machines. For example, a screwdriver uses the principles of the wheel and axle. In order to increase gripping force, pliers use the principle demonstrated in the",2,B
3,Which characteristic property indicates that igneous rock cools slowly?,3,C
4,A pan of soup is being heated on an electric stove. A metal spoon is used to occasionally stir the soup. Which of the following is an example of heat being transferred by convection?,4,B
5,Which is the correct order of the metamorphosis of a butterfly?,5,A
6,Which of the following human traits is least likely to be inherited?,6,4
7,Which characteristic does a paramecium have in common with volvox?,7,A
8,"Limestone is a sedimentary rock and marble is a metamorphic rock. Even though limestone and marble have the same chemical makeup, they are classified as different rocks because they",8,D
9,"A child rides a wagon down a hill. Eventually, the wagon comes to a stop. Which is most responsible for causing the wagon to stop?",9,D
10,"A ""widow's peak"" hairline in humans is coded by the dominant allele W. A straight hairline is coded by the recessive allele w. A man with a homozygous dominant WW produces a zygote with a woman with a heterozygous dominant Ww for the trait. Which allele combinations could occur in the zygote?",10,B
11,"Use the information to answer the question. Over the last 150 years, the use of fossil fuels has increased, resulting in more carbon dioxide and other greenhouse gases in the atmosphere. Some scientists think that these atmospheric gases will result in global warming. Scientists have recorded data on global temperature changes and have predicted possible changes in sea level that may affect Maryland residents. Which result of global warming will most negatively affect coastal residents in Maryland?",11,A
12,Which is true about the Sun and Earth?,12,D
13,Forests have been cut and burned so that the land can be used to raise crops. Which consequence does this activity have on the atmosphere of Earth?,13,A
14,Sooj learned that whales use vocalization to navigate and to communicate with other whales. Some scientists think that noise pollution in whale habitats may harm whale populations. What would be the most likely effect of noise pollution on whales?,14,D
15,Which of these statements best describes a possible environmental consequence in constructing a large-scale wind farm to generate electricity?,15,A
16,How has burning fossil fuels most caused a decline to the quality of air that people breathe?,16,C
17,"Jennifer and Mark prepared a layer cake using oil and water. After the cake baked in the oven, they added frosting. Which property could be measured with a balance?",17,B
18,Which of these is the main function of the vomiting reflex?,18,D
19,Which animal would most likely stay where it is?,19,B
20,The ice cubes in a freezer are melting. Which change most likely is causing the ice cubes to melt?,20,B
21,A small ice cube at a temperature of 0°C is dropped into a glass of water at 28°C and melts. What is the temperature of the water in the glass just after the ice cube melts?,21,D
22,All of the following are examples of erosion EXCEPT:,22,D
23,"Compared to the amount of hereditary information in a human body cell, how much hereditary information is contained in a human sex cell?",23,D
24,Which statement best describes the motion of water molecules as the water changes state from steam to liquid?,24,A
25,How many chromosomes are in a human sperm cell?,25,A
26,"A toy car rolls at a constant speed down a straight inclined track. When the car reaches the flat surface at the base of the inclined track, the speed of the car decreases. Which statement best explains why the speed of the car decreases when it reaches the flat surface?",26,A
27,"Why are coal, oil, and natural gas called fossil fuels?",27,A
28,"When a baby shakes a rattle, it makes a noise. Which form of energy was changed to sound energy?",28,D
29,"Bees can see wavelengths of only yellow, blue, and ultraviolet light. Many plant flowers consist of yellow, blue, and ultraviolet markings that are near the center of the flower. Which sentence describes which organisms benefit from this and explains why?",29,A
30,Louis Pasteur created a process that reduced the amount of bacteria in milk. How does this process most likely benefit people?,30,C
31,"Which factor best explains how many diseases, such as cancer, are formed within the body?",31,C
32,Which of the following data would be most useful for describing the climate of a specific area?,32,C
33,"Using nonrenewable resources for energy produces waste products that can have long-term, negative effects on Earth's subsystems. Which energy source produces waste products that can have these effects for the longest amount of time?",33,B
34,Which of the following represents the process of photosynthesis?,34,D
35,Screech owls have two color variations-red and grey. What advantage does the grey screech owl have over the red screech owl in a habitat that is made up of trees with dark-colored bark?,35,C
36,Which of the following is an example of a form of energy?,36,A
37,"Agnes learned that the brain, spinal cord, and nerves work together. What do they combine to form?",37,C
38,Which characteristic of the asthenosphere helps explain the evidence of crustal-plate motion?,38,C
39,The best example of balanced forces is a,39,B
40,Biologists are studying the white-tailed deer population in Ohio. Which question could the biologists most likely answer?,40,D
41,Where is the biological magnification of pollutants most likely to be the greatest?,41,D
42,Which type of activity would most likely be included on a weather map?,42,A
43,Which comparison of ecosystems is true?,43,B
44,A student boils 100 grams of water to form water vapor (gas). What method should the student use to determine that the mass of the water vapor is equal to 100 grams?,44,D
45,Which characteristic property indicates that igneous rock cools slowly?,45,C
46,Which of the following structures is not present in animal cells?,46,B
47,Why can steam be used to cook food?,47,D
48,A combination of processes occurs when stars are forming. Which is one process most likely associated with the formation of new stars?,48,B
49,Which is a possible disadvantage of using flowing water to produce electricity?,49,B
50,Which best explains how most soils are alike?,50,D
51,Which of these is a composite material?,51,C
52,Which factor can increase the amount of sulfur dioxide in the air?,52,C
53,Some nonnative plants can adapt to their environments more quickly than some native plants or crops can. Which adaptation would least likely help a nonnative plant to survive in a new environment?,53,A
54,The Earth and the Moon have all of these common features except,54,A
55,During which activity will light most likely be refracted?,55,B
56,Which of the following substances can be separated into several elements?,56,A
57,"During most of the year, the air over Boston, Massachusetts, contains a high amount of moisture. Which of the following best explains why there is a high amount of moisture in the air?",57,C
58,A group of students are studying bean plants. All of the following traits are affected by changes in the environment except,58,A
59,A group of students are studying bean plants. All of the following traits are affected by changes in the environment except,59,B
60,A geologist conducts an investigation to determine the absolute age of a fossil. She then repeats the procedure three times. Which best explains why she repeated the procedure several times?,60,C
61,What is the primary source of energy that causes evaporation of water from the surface of bodies of water?,61,C
62,The temperature at which water freezes enables water to exist in which two forms on Earth?,62,B
63,Stout beardfish live in the deep ocean. They live so far down that there is no light. Which characteristic would best help stout beardfish to survive in the dark?,63,C
64,"Of these research projects, which is the best choice for a student who is interested in environmental issues to study?",64,D
65,A squirrel gathering nuts helps trees,65,D
66,Which event can cause a large rock to become soil over time?,66,C
67,Human bodies have complex structures that support growth and survival. What is the most basic structure of the human body that supports growth and survival?,67,C
68,"In humans, the gene for a free earlobe [E] is dominant over the gene for an attached earlobe [e]. If one parent has a free earlobe [ Ee ] and the other parent has an attached earlobe ( ee ), what is the probability that their offspring will have an attached earlobe?",68,B
69,The average rainfall in Nevada is about 7 inches per year. The most likely reason for the low amount of rainfall is the,69,D
70,Which is NOT a fossil fuel?,70,C
71,A medical research team is trying to determine whether a cream that is rubbed on the chest will help reduce the coughing associated with a particular illness. The team conducts the research using several groups of people. Which step will most likely result in producing a dependent (responding) variable that will help validate their research?,71,B
72,Which characteristic does a paramecium have in common with volvox?,72,C
73,Four students compared the total mass of the products to the total mass of the reactants after performing three trials of the same chemical reaction. Each student concluded that the total mass of the products was slightly less than the total mass of the reactants. Each student proposed a different explanation as follows. Student 1: The reaction converted some of the reactant mass to energy. Student 2: The chemical reaction produced a gas that escaped. Student 3: Some of the mass measurements were made with insufficient precision. Student 4: Heat released during the reaction caused the volume of the products to increase.Which students offered the most reasonable explanations?,73,A
74,As the molecules of water begin to slow down they go into a phase where they are no longer able to easily move past each other. The water is passing through a phase change and will,74,C
75,The attachment of methyl radicals to genes helps regulate which property?,75,A
76,What is a difference between mitosis and meiosis?,76,D
77,"According to a pH scale, which pH would be the strongest acid?",77,A
78,Which is a characteristic of a sperm cell but not of an egg cell?,78,D
79,Both hurricanes and tornadoes always ___.,79,C
80,Which type of force requires contact between two objects for one to push or pull the other?,80,B
81,Which layers of Earth are mostly made of solid material?,81,B
82,A geologist conducts an investigation to determine the absolute age of a fossil. She then repeats the procedure three times. Which best explains why she repeated the procedure several times?,82,C
83,Cindy learned that trees release gases into to the air during photosynthesis. What gas does a tree release?,83,B
84,Scientists study fossils to learn about,84,D
85,"Compared to the Sun, a red star most likely has a greater",85,C
86,Which physical characteristic of Earth is similar to a physical characteristic of the Moon?,86,B
