sentence1,sentence2,label,idx
"Fred covered his eyes with his hands, because the wind was blowing sand around. He opened them when the wind stopped.",The spot under the tree was hot.,1,11
"When Tommy dropped his ice cream, Timmy giggled, so father gave him a stern look.",He couldn't afford the things.,0,2
The large ball crashed right through the table because it was made of styrofoam.,Eric was not particularly eager to see it.,1,28
"Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like golfers.",This afternoon the wind knocked The sand castle down.,1,46
I can't cut that tree down with that axe; it is too thick.,Now I have to get The roof repaired.,1,7
The drain is clogged with hair. It has to be cleaned.,The duck had better get away to safety fast!,0,47
"Susan knew that Ann's son had been in a car accident, so she told her about it.",He couldn't afford the things.,1,35
"The older students were bullying the younger ones, so we rescued them.",The police were trying to run the drug trade in the neighborhood.,0,5
"The lawyer asked the witness a question, but he was reluctant to repeat it.",The sponsors were very much in the majority.,0,23
"Grant worked hard to harvest his beans so he and his family would have enough to eat that winter, His friend Henry let him stack them in his barn where they would dry. Later, he and Tatyana would shell them and cook them for their Sunday dinners.",Jane was hungry.,0,32
"George got free tickets to the play, but he gave them to Eric, even though he was particularly eager to see it.",He could not help Larry now.,1,64
"Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned it off.",He changed his mind and turned the dishwasher off.,0,41
No one joins Facebook to be sad and lonely. But a new study from the University of Wisconsin psychologist George Lincoln argues that that's exactly how it makes us feel.,Mark ran to look out the window.,0,4
"If the con artist has succeeded in fooling Sam, he would have gotten a lot of money.",John was very annoying.,1,6
"They broadcast an announcement, but a subway came into the station and I couldn't hear over it.",Sally stopped and counted to ten.,0,19
"George got free tickets to the play, but he gave them to Eric, even though he was particularly eager to see it.",I couldn't hear the subway.,0,43
"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because it was hot.",Mark ran to look out the window.,1,12
The police arrested all of the gang members. They were trying to run the drug trade in the neighborhood.,He couldn't afford the children.,0,56
"This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the wind knocked it down.",The spot under the tree was hot.,0,61
"By rolling over in her upper berth, Tatyana could look over the edge of it and see her mother plainly. How very small and straight and rigid she lay in the bunk below! Her eyes were closed, but Tatyana doubted if she slept.",Carl was very ill.,1,47
"Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned it off.",The mouse was too cautious.,0,22
"Beth didn't get angry with Sally, who had cut her off, because she stopped and apologized.",The mouse was too cautious.,0,19
"In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get it repaired.",The father carried the sleeping boy in the father's arms.,0,31
