sentence1,sentence2,label,idx
"Tatyana knew that Grandma always enjoyed serving an abundance of food to her guests. Now Tatyana watched as Grandma gathered Tatyana's small mother into a wide, scrawny embrace and then propelled her to the table, lifting her shawl from her shoulders, seating her in the place of honor, and saying simply: ""There's plenty.""",Carl was very ill.,0,34
"Beth didn't get angry with Sally, who had cut her off, because she stopped and apologized.",The lawyer was reluctant to repeat it.,0,15
The man couldn't lift his son because he was so heavy.,The lawyer was reluctant to repeat it.,1,61
"There is a pillar between me and the stage, and I can't see it.",He no longer requires Chester's financial support.,0,39
I poured water from the bottle into the cup until it was empty.,Sam was known to speak it fluently.,0,41
"Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrieff has decided to cancel Edward's allowance on the ground that he no longer requires his financial support.",Father gave Timmy a stern look.,0,18
No one joins Facebook to be sad and lonely. But a new study from the University of Wisconsin psychologist George Lincoln argues that that's exactly how it makes us feel.,He opened his eyes when the wind stopped.,0,31
The large ball crashed right through the table because it was made of styrofoam.,He no longer requires Chester's financial support.,0,50
"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. They were very much in the majority.",The mouse was too cautious.,0,25
"Susan knew that Ann's son had been in a car accident, so she told her about it.",This afternoon the wind knocked The sand castle down.,0,39
"The older students were bullying the younger ones, so we rescued them.",The cat waited at the top.,0,51
"Sam took French classes from Adam, because he was known to speak it fluently.",That's exactly how Facebook makes us feel.,1,51
The delivery truck zoomed by the school bus because it was going so slow.,This afternoon the wind knocked The sand castle down.,1,68
"George got free tickets to the play, but he gave them to Eric, because he was not particularly eager to see it.","Later, he and Tatyana would shell them and cook them for the beans' Sunday dinners.",1,65
The delivery truck zoomed by the school bus because it was going so slow.,He couldn't afford the children.,0,66
The delivery truck zoomed by the school bus because it was going so slow.,The bottle was empty.,0,67
The man couldn't lift his son because he was so heavy.,The police were trying to run the drug trade in the neighborhood.,0,44
The delivery truck zoomed by the school bus because it was going so slow.,Some day they might want to use the safe.,0,64
"I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like telephone poles.",Susan did not answer.,0,69
The police arrested all of the gang members. They were trying to run the drug trade in the neighborhood.,The cat was too cautious.,1,32
"In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get it repaired.",The sponsors were very much in the majority.,0,14
"The older students were bullying the younger ones, so we rescued them.",Larry could not help him now.,1,29
"Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make fewer of them.",Any direction on his own account was just another proof of David's innate idiocy.,1,57
"Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrieff has decided to cancel Edward's allowance on the ground that he no longer requires his financial support.",The lawyer was reluctant to repeat it.,1,2
"Always before, Larry had helped Dad with his work. But he could not help him now, for Dad said that his boss at the railroad company would not want anyone but him to work in the office.",Any direction on his own account was just another proof of David's innate idiocy.,0,18
"Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done anything dishonest. Still, anyone who knew that he was 19 years old could take his claim away from him.",Mark ran to look out the window.,1,17
