player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Jabari Brown,brownja01,2014,2009,840,-8.22575949487846,0.393352801387541,-7.832406693490919,-6.536635313093374,-3.388117693127821,-9.924753006221197,1.041322389679492,3.307890937911943,4.349213327591436,3.068065239954624,2.693998654030717,0.374066585923907,4.085625873699592,-5.927285603683094,-1.841659729983502,0.397864261971094
Emeka Okafor,okafoem01,2016,293,866,-5.291953582676943,-5.450950266730678,-10.742903849407622,-6.203337505297651,7.610260635367343,1.406923130069692,-10.342254492638691,4.588412001189417,-5.753842491449275,3.304365798075397,3.182498565852202,0.121867232223195,-5.518678822066897,4.947683078342058,-0.570995743724839,-0.997112628992352
Jusuf Nurkic,nurkiju01,2018,1902,110,-4.557593450724953,-0.479132531812553,-5.036725982537506,-2.187722177490033,-9.08445279390421,-11.272174971394241,6.689019930647777,3.198550053591501,9.887569984239278,-1.641757072395049,-1.616198221560069,-0.02555885083498,0.166148206171432,2.033046534300501,2.199194740471933,-2.068295051679094
Chris Smith,smithch05,2021,2066,1663,0.490669149007531,-4.436074345101809,-3.945405196094278,-13.556786333342222,-2.003100593760267,-15.55988692710249,-2.803524574373537,-2.033203611008911,-4.836728185382448,4.338464754689981,4.930234442362869,-0.591769687672888,-2.310591848679986,-4.252580124107604,-6.563171972787589,0.742452202325091
Mirza Teletovic,teletmi01,2018,565,3938,-2.041927288065603,-5.230814669349821,-7.272741957415423,3.615079095082646,-3.057617836706446,0.5574612583762,-2.379367084165875,0.322608419768499,-2.056758664397376,4.171894221847755,3.873335318657018,0.298558903190737,1.140199845196876,-3.314506769318921,-2.174306924122045,0.519664888361118
Phil Pressey,pressph01,2021,431,192,-5.105361725704641,-4.009104818601955,-9.114466544306595,-5.279659542174994,7.568639244775184,2.28897970260019,1.066955891747343,5.958435757681034,7.025391649428377,2.647894877805491,2.539520168269495,0.108374709535996,-1.689014305508652,-2.624203291334084,-4.313217596842736,0.744416387750309
Dylan Windler,windldy01,2021,6056,3449,-2.147936909707356,5.513758687989486,3.36582177828213,-12.518887097155435,-1.063035225569087,-13.581922322724521,-3.21807383082421,3.500809377802989,0.282735546978778,7.611056037661643,7.115564116555499,0.495491921106145,-2.290950154116135,-2.421374208732927,-4.712324362849062,1.316216655638344
Usman Garuba,garubus01,2015,2889,7,-4.037731286404141,2.097620739610797,-1.940110546793343,4.521105295889182,-3.229946951495868,1.291158344393315,1.114326327564808,-1.40687208535565,-0.292545757790841,2.856684072931169,4.233204150931169,-1.376520078,-5.565535433587406,2.257207809075075,-3.308327624512331,-0.939416803677955
Alex Kirk,kirkal01,2020,629,2399,-1.794435688246972,3.136154053735055,1.341718365488083,6.353329633966045,4.563784371883562,10.917114005849609,0.501961478061946,5.525281922635488,6.027243400697433,-1.066867870325085,-1.147034301186799,0.080166430861714,-1.971403569559553,4.989609836550709,3.018206266991157,0.27403615875335
Jericho Sims,simsje01,2015,2708,1076,-5.028865817817717,-2.644747990973138,-7.673613808790854,-0.156818241814459,4.484931253794318,4.328113011979858,-1.028037837673547,6.43834308793639,5.410305250262843,1.7350847401729,1.324836405973768,0.410248334199132,0.762362031452354,-1.854068682766108,-1.091706651313754,-0.187060921089583
Anthony Gill,gillan01,2021,4769,1669,-5.75523802250864,3.015788728043256,-2.739449294465384,-13.758094341925007,4.962102722183774,-8.795991619741233,9.022963143687186,-4.91436696924336,4.108596174443825,3.31813362852118,3.294396122887205,0.023737505633974,3.593488124768957,-0.906677739990946,2.686810384778011,-0.364941747775322
Erik McCree,mccreer01,2015,4181,59,6.743413553377871,-2.312694085270497,4.430719468107374,-4.730529568331188,-2.454234247410542,-7.18476381574173,0.645116536744971,5.713464784652977,6.358581321397949,1.029599226498466,0.858389534291252,0.171209692207214,3.626980229349797,1.125415252159731,4.752395481509527,0.691827763251369
