sentence1,sentence2,label,idx
The legal ruling follows three days of intense speculation Hewlett-Packard Co. may be bidding for the company .,""" I had one bad stretch of holes that put me out of contention , "" Woods said , referring to his 42 on the front nine Saturday .",0,945
""" He may not have been there , "" the defence official said on Thursday .",""" As long as we don 't march on Tehran , I think we are going to be in pretty good shape , "" he said .",1,876
We 'll be listening carefully to the [ IAEA ] director general 's report at the next board meeting .,Goodrem spent yesterday resting in her family home in Sydney and will have more tests today to determine her exact treatment .,1,3329
"Metro , bus and local rail services in France 's four largest towns -- Paris , Lyon , Lille and Marseille -- were severely disrupted , Europe 1 radio reported .","Her father , Roma King Florin Cioaba , had her brought back and she was promptly married against her will .",0,3428
Kelly killed himself after being exposed as the source for a BBC report which claimed the government had embellished evidence of Iraq 's banned weapons to justify the war .,"NCSD 's chief will be Robert Liscouski , the assistant secretary of Homeland Security for Infrastructure Protection .",0,2317
""" Allison just proves you don 't need to wait until August or September to have a disaster , "" said Josh Lichter , a meteorologist with the Houston-Galveston weather office .",U.S. Secretary of State Colin Powell on Friday designated Chechen rebel leader Shamil Basayev a threat to the security of the United States and to U.S. citizens .,1,2887
"Ratliff 's daughters , Margaret and Martha Ratliff , were adopted by Peterson after their mother 's death .",The euro was steady versus the Swiss franc after hitting its highest since mid-2001 of 1.5261 earlier in the session .,0,2216
The legal ruling follows three days of intense speculation Hewlett-Packard Co. may be bidding for the company .,"One of the FBI 's key operatives , who has had a falling-out with the bureau , provided an account of the operation at a friend 's closed immigration court proceeding .",1,366
""" It was never our intention to sell the product , "" said Health Minister Anne McClellan , a skeptic of medical marijuana use .",The parents of a Briton being held hostage by Colombian rebels spoke yesterday of their optimism that he would be freed in time for his birthday next month .,1,1350
"The association said 28.2 million DVDs were rented in the week that ended June 15 , compared with 27.3 million VHS cassettes .",Goodrem spent yesterday resting in her family home in Sydney and will have more tests today to determine her exact treatment .,1,350
"However , Lapidus expects foreign brands ' sales to be up 4 percent , driven by strong truck sales at Honda Motor Co .",About 20 family members of the victims were invited to the news conference .,1,3220
At least 27 US troops have been killed in hostile fire since Bush 's statement .,"On the week , the Dow Jones industrial average rose 11.56 points , while the Nasdaq Stock Market gained 39.42 points .",1,467
Iran has until the end of the month to satisfy the agency it has no plans for nuclear weapons .,""" Instead of pursuing the most imminent and real threats - international terrorists , "" Graham said , "" this Bush administration chose to settle old scores . """,1,1832
"Intel was disappointed and assessing its "" options in the event Mr. Hamidi resumes his spamming activity against Intel , "" spokesman Chuck Mulloy said .","It 's happened five times in the last decade : A disaster puts this tourist town in the headlines during summer , its busiest season .",1,2147
