date,open,high,low,close,adjclose,volume
2000-01-03,1440.899831,1476.969371,1432.493707,1440.595753,1442.354866,986556338
2000-01-04,1457.370568,1492.935394,1442.977516,1479.656837,1490.681275,821705785
2000-01-05,1462.953234,1474.2938,1427.421624,1432.792549,1470.454505,376913746
2000-01-06,1461.539705,1483.898823,1443.31889,1454.7122,1465.747184,1606546604
2000-01-07,1465.257817,1466.546697,1433.499063,1445.183961,1462.945835,273128306
2000-01-08,1456.540089,1499.432515,1441.527085,1477.498274,1489.70469,29589385
2000-01-09,1483.44842,1517.019997,1438.018985,1442.626519,1457.377063,85445496
2000-01-10,1464.687197,1476.822395,1438.462001,1443.548964,1444.436858,735177886
2000-01-11,1455.683465,1488.297172,1450.283467,1459.68183,1464.438681,1384941841
2000-01-12,1486.052475,1501.455994,1451.325319,1454.815244,1487.895092,434180246
2000-01-13,1481.606054,1496.616057,1437.334015,1458.948421,1477.094324,1107177965
2000-01-14,1472.454182,1497.38086,1451.374695,1453.982309,1480.903734,1005770201
2000-01-15,1457.581828,1469.130637,1441.213095,1454.59098,1468.443856,957803777
2000-01-16,1487.960198,1488.960013,1443.299446,1449.10742,1472.302128,349335499
2000-01-17,1464.215231,1474.830787,1423.261587,1455.932979,1465.411161,1285570871
2000-01-18,1480.46634,1481.629431,1442.035304,1463.941947,1466.942396,0
2000-01-19,1458.764251,1499.635869,1419.23357,1465.526431,1489.412129,1207228042
2000-01-20,1456.314288,1501.746478,1453.222509,1471.146046,1481.296472,1139869391
2000-01-21,1471.954999,1489.718136,1409.519686,1450.018257,1474.597557,0
2000-01-22,1473.569845,1501.946885,1439.200802,1442.334608,1461.064279,610585268
2000-01-23,1491.184308,1493.562231,1440.881443,1442.854813,1458.598607,537806958
2000-01-24,1493.030897,1504.235202,1460.463311,1475.918608,1484.587091,561872779
2000-01-25,1455.042371,1488.545575,1434.870756,1448.129435,1473.909423,910958254
2000-01-26,1484.460749,1496.827853,1432.951734,1457.30455,1485.343222,553879029
2000-01-27,1482.53973,1502.069857,1438.209152,1462.489117,1497.742108,0
2000-01-28,1491.813775,1498.88307,1442.611863,1477.37904,1498.51838,2326893180
2000-01-29,1473.733343,1512.158265,1438.740497,1456.341782,1489.810089,1200718753
2000-01-30,1479.843655,1490.76198,1437.386815,1469.147047,1470.583189,516048790
2000-01-31,1473.247316,1501.088838,1456.531459,1458.024537,1475.14702,1075373568
2000-02-01,1462.705444,1532.975366,1439.392545,1497.884841,1515.198403,810213689
2000-02-02,1469.627429,1500.799256,1468.571424,1469.993004,1479.789513,1255635561
2000-02-03,1491.028337,1501.320604,1421.617397,1434.503105,1452.755834,1161060174
2000-02-04,1478.000778,1516.43708,1451.398011,1458.912861,1466.068452,1045342373
2000-02-05,1467.956267,1498.031423,1428.356678,1472.413731,1476.111167,369051021
2000-02-06,1472.803241,1487.374721,1448.341863,1471.705417,1485.940629,502944383
2000-02-07,1466.82556,1478.728391,1450.084412,1465.744532,1466.597881,1286645631
2000-02-08,1491.120485,1510.53362,1465.417271,1468.39464,1487.273071,1328528475
2000-02-09,1466.281654,1472.958888,1422.635593,1439.745213,1464.789493,399362973
2000-02-10,1464.175454,1503.656826,1458.528476,1489.294378,1493.602264,1270923902
2000-02-11,1495.664866,1503.128217,1442.189868,1458.954193,1479.767272,944924608
2000-02-12,1465.727546,1503.207721,1448.207424,1461.825952,1471.508403,655065295
2000-02-13,1489.912542,1500.590026,1443.014982,1454.867476,1476.655386,203013669
2000-02-14,1488.493683,1506.072821,1441.199673,1462.862258,1470.589919,1235158044
2000-02-15,1471.03889,1500.747248,1452.376399,1463.323031,1495.457571,1012500687
2000-02-16,1480.836453,1494.801203,1435.589456,1446.080051,1460.881134,1622778713
2000-02-17,1527.843182,1532.914707,1450.580516,1475.556834,1486.011292,916834243
2000-02-18,1498.188234,1513.259495,1453.548099,1485.909365,1508.558507,395138949
2000-02-19,1496.015013,1511.041789,1446.024417,1474.385596,1475.535699,0
2000-02-20,1512.4948,1524.664102,1418.023419,1445.207009,1461.631499,1525060701
2000-02-21,1458.986986,1498.155404,1446.127182,1447.551642,1466.906459,1564365772
2000-02-22,1465.200528,1501.311436,1454.802628,1455.537331,1466.1942,1562821790
2000-02-23,1500.68285,1503.684271,1429.654625,1448.374786,1487.586486,541550795
2000-02-24,1504.451633,1508.794669,1456.935935,1460.552071,1469.964684,1052157106
2000-02-25,1497.069774,1513.726425,1480.023077,1494.730879,1510.36191,899870188
2000-02-26,1484.48178,1507.316417,1446.903828,1463.70243,1498.246192,0
2000-02-27,1494.478325,1502.47949,1466.04048,1485.202811,1490.406121,828120181
2000-02-28,1478.524855,1517.376795,1458.523694,1469.430916,1496.051656,1174939609
2000-02-29,1491.486965,1501.874908,1464.09083,1465.312617,1482.406976,1806609738
2000-03-01,1497.923578,1498.895747,1461.576838,1465.752624,1471.233923,1078961331
2000-03-02,1472.279378,1503.187671,1460.877156,1466.153198,1469.208477,976726381
2000-03-03,1476.0212,1517.516719,1448.897689,1455.009019,1483.024484,1126786779
2000-03-04,1487.855829,1523.124442,1429.259227,1456.934771,1498.466295,1850351170
2000-03-05,1485.664987,1505.191533,1452.745853,1456.026077,1457.114194,487163013
2000-03-06,1503.072935,1526.663105,1474.051238,1483.67461,1487.420401,1223503842
2000-03-07,1492.744765,1507.392743,1442.447831,1461.25323,1496.432843,1028722294
2000-03-08,1506.258221,1509.047611,1454.227766,1455.97822,1504.206372,509360270
2000-03-09,1498.843346,1508.671494,1455.091469,1480.078203,1498.439175,1563099527
2000-03-10,1496.038056,1503.616059,1472.868596,1484.715219,1499.654151,2186086482
2000-03-11,1483.827513,1520.28322,1472.734208,1488.032597,1505.658748,1062772721
2000-03-12,1504.764693,1510.382269,1444.802669,1482.685985,1487.550102,1293426670
2000-03-13,1495.895555,1504.840317,1463.711524,1477.667218,1477.832754,604531296
