Date,Extent
1980-01-01,4.7
1980-01-02,7.792
1980-01-03,5.227
1980-01-04,7.501
1980-01-05,8.545
1980-01-06,8.934
1980-01-07,13.739
1980-01-08,3.619
1980-01-09,11.403
1980-01-10,3.735
1980-01-11,15.612
1980-01-12,8.983
1980-01-13,10.06
1980-01-14,4.947
1980-01-15,14.165
1980-01-16,12.956
1980-01-17,5.604
1980-01-18,9.644
1980-01-19,10.926
1980-01-20,6.603
1980-01-21,12.796
1980-01-22,5.936
1980-01-23,15.392
1980-01-24,5.564
1980-01-25,13.163
1980-01-26,15.678
1980-01-27,7.892
1980-01-28,15.187
1980-01-29,9.108
1980-01-30,12.838
1980-01-31,9.28
1980-02-01,4.382
1980-02-02,9.644
1980-02-03,14.565
1980-02-04,15.3
1980-02-05,4.438
1980-02-06,16.048
1980-02-07,4.437
1980-02-08,13.398
1980-02-09,15.945
1980-02-10,5.787
1980-02-11,10.667
1980-02-12,6.541
1980-02-13,9.639
1980-02-14,15.283
1980-02-15,14.734
1980-02-16,11.464
1980-02-17,12.544
1980-02-18,12.517
1980-02-19,11.012
1980-02-20,13.414
1980-02-21,12.88
1980-02-22,5.204
1980-02-23,14.476
1980-02-24,16.407
1980-02-25,4.554
1980-02-26,13.203
1980-02-27,15.768
1980-02-28,10.43
1980-02-29,4.277
1980-03-01,4.219
1980-03-02,14.755
1980-03-03,13.821
1980-03-04,9.14
1980-03-05,14.337
1980-03-06,10.226
1980-03-07,9.471
1980-03-08,15.863
1980-03-09,4.294
1980-03-10,8.833
1980-03-11,10.197
1980-03-12,6.554
1980-03-13,15.149
1980-03-14,5.569
1980-03-15,8.232
1980-03-16,13.504
1980-03-17,9.447
1980-03-18,4.255
1980-03-19,7.87
1980-03-20,14.446
1980-03-21,6.74
1980-03-22,7.832
1980-03-23,13.47
1980-03-24,15.983
1980-03-25,9.59
1980-03-26,7.727
1980-03-27,9.388
1980-03-28,12.392
1980-03-29,9.498
1980-03-30,9.686
1980-03-31,8.092
1980-04-01,13.771
1980-04-02,16.333
1980-04-03,15.667
1980-04-04,13.556
1980-04-05,12.51
