AAPL_x,AAPL_y
2014-01-02,76.99541486
2014-01-03,75.55752141
2014-01-04,78.44949801
2014-01-05,78.52890964
2014-01-06,78.812672
2014-01-07,76.11411886
2014-01-08,79.38618855
2014-01-09,78.97629552
2014-01-10,79.08939822
2014-01-11,77.21113216
2014-01-12,79.21827125
2014-01-13,78.23979632
2014-01-14,78.34839504
2014-01-15,78.99802558
2014-01-16,82.61625831
2014-01-17,81.07686205
2014-01-18,81.20517601
2014-01-19,79.23553642
2014-01-20,79.3975063
2014-01-21,81.19716767
2014-01-22,78.51139972
2014-01-23,81.17384179
2014-01-24,79.4080511
2014-01-25,83.51220345
2014-01-26,81.219433
2014-01-27,82.33894047
2014-01-28,81.40073849
2014-01-29,83.01576262
2014-01-30,82.19614856
2014-01-31,83.69066026
2014-02-01,84.08151846
2014-02-02,83.70844584
2014-02-03,82.37409239
2014-02-04,81.2073195
2014-02-05,84.17001531
2014-02-06,84.03372108
2014-02-07,84.03548797
2014-02-08,83.56633752
2014-02-09,86.31405689
2014-02-10,83.77645236
2014-02-11,85.113541
2014-02-12,85.81911985
2014-02-13,84.3493264
2014-02-14,84.88889011
2014-02-15,84.55629112
2014-02-16,85.96025043
2014-02-17,85.11129269
2014-02-18,84.99025375
2014-02-19,86.37803085
2014-02-20,84.6313066
2014-02-21,87.51998679
2014-02-22,85.65020611
2014-02-23,87.99652884
2014-02-24,84.04932779
2014-02-25,86.96307181
2014-02-26,86.57845131
2014-02-27,87.51100421
2014-02-28,89.41760223
2014-03-01,85.97301536
2014-03-02,89.61831065
2014-03-03,88.82918374
2014-03-04,88.09651651
2014-03-05,89.22822879
2014-03-06,88.93913685
2014-03-07,90.09885199
2014-03-08,89.51426733
2014-03-09,87.52971187
2014-03-10,88.85719518
2014-03-11,90.93198357
2014-03-12,89.79770109
2014-03-13,90.5312568
2014-03-14,90.88354078
2014-03-15,89.88643624
2014-03-16,90.88074676
2014-03-17,92.72149888
2014-03-18,92.17308267
2014-03-19,92.0717907
2014-03-20,90.89995745
2014-03-21,91.68015506
2014-03-22,90.92791076
2014-03-23,93.11296334
2014-03-24,91.15341102
2014-03-25,92.59302837
2014-03-26,93.76593396
2014-03-27,91.71460191
2014-03-28,93.22997129
2014-03-29,91.15943461
2014-03-30,91.56084282
2014-03-31,94.64466502
2014-04-01,95.77922394
2014-04-02,95.16149529
2014-04-03,93.79304301
2014-04-04,94.06812074
2014-04-05,95.01368273
2014-04-06,95.09013536
2014-04-07,94.08962633
2014-04-08,95.15346957
2014-04-09,92.02323306
2014-04-10,96.42798895
2014-04-11,95.36196132
2014-04-12,96.2893962
2014-04-13,96.49780238
2014-04-14,95.75731796
2014-04-15,97.50310135
2014-04-16,96.43328615
2014-04-17,98.23581836
2014-04-18,98.76723165
2014-04-19,97.75642581
2014-04-20,96.31606185
2014-04-21,95.11826891
2014-04-22,98.52405292
2014-04-23,96.58021049
2014-04-24,97.39912003
2014-04-25,98.48019506
2014-04-26,96.76673382
2014-04-27,99.35845093
2014-04-28,100.06245612
2014-04-29,97.60531036
2014-04-30,98.1833194
2014-05-01,97.54593139
2014-05-02,99.09428459
2014-05-03,97.6426677
2014-05-04,97.89598542
2014-05-05,100.32602944
2014-05-06,100.16805592
2014-05-07,103.34393326
2014-05-08,97.64745415
2014-05-09,100.10544999
2014-05-10,101.18897507
2014-05-11,101.50263903
2014-05-12,101.93852949
2014-05-13,102.59397027
2014-05-14,102.2984709
2014-05-15,101.33740877
2014-05-16,101.38019581
2014-05-17,104.24380376
2014-05-18,103.79512466
2014-05-19,102.17362486
2014-05-20,101.79872735
2014-05-21,104.0245529
2014-05-22,102.75534146
2014-05-23,101.11510768
2014-05-24,101.7673403
2014-05-25,103.96056235
2014-05-26,103.39126026
2014-05-27,103.74086805
2014-05-28,104.76088562
2014-05-29,105.79178129
2014-05-30,103.70516553
2014-05-31,106.77530471
2014-06-01,104.33639673
2014-06-02,105.08972815
2014-06-03,107.32067471
2014-06-04,104.39385026
2014-06-05,106.76349408
2014-06-06,106.14706811
2014-06-07,106.84184868
2014-06-08,108.62840067
2014-06-09,108.44722371
2014-06-10,103.25225724
2014-06-11,107.36548537
2014-06-12,105.48581237
2014-06-13,108.5143616
2014-06-14,108.42266661
2014-06-15,105.655735
2014-06-16,108.76087816
2014-06-17,108.23653858
2014-06-18,109.51394892
2014-06-19,107.93905565
2014-06-20,109.11960007
2014-06-21,108.59919856
2014-06-22,109.10378786
2014-06-23,108.80047711
2014-06-24,109.65821874
2014-06-25,111.77796088
2014-06-26,111.69658344
2014-06-27,108.92999211
2014-06-28,113.68071059
2014-06-29,110.72006705
2014-06-30,111.21370772
2014-07-01,110.12867638
2014-07-02,110.29299553
2014-07-03,110.84072664
2014-07-04,110.29277876
2014-07-05,111.56114676
2014-07-06,111.58654865
2014-07-07,110.36230121
2014-07-08,113.0800873
2014-07-09,113.68679769
2014-07-10,112.48657736
2014-07-11,113.69266864
2014-07-12,112.63738772
2014-07-13,114.12887448
2014-07-14,114.38146961
2014-07-15,112.07885741
2014-07-16,115.50540293
2014-07-17,112.09405865
2014-07-18,113.9467186
2014-07-19,113.52768743
2014-07-20,115.0147101
2014-07-21,115.11251004
2014-07-22,114.24056282
2014-07-23,114.31773971
2014-07-24,115.91190736
2014-07-25,113.59772023
2014-07-26,116.71085182
2014-07-27,115.7806518
2014-07-28,115.55914852
2014-07-29,118.77109567
2014-07-30,117.25173678
2014-07-31,117.63635382
2014-08-01,115.2935508
2014-08-02,116.60717104
2014-08-03,115.36907009
2014-08-04,114.02634769
2014-08-05,117.11694254
2014-08-06,114.91526669
2014-08-07,114.77781421
2014-08-08,117.26647632
2014-08-09,117.98441619
2014-08-10,117.23661223
2014-08-11,119.98701125
2014-08-12,120.14256372
2014-08-13,119.83052997
2014-08-14,117.66407635
2014-08-15,117.6409816
2014-08-16,119.84429266
2014-08-17,117.28583348
2014-08-18,116.73653739
2014-08-19,118.94842553
2014-08-20,121.04147397
2014-08-21,120.00858345
2014-08-22,121.3377725
2014-08-23,118.505909
2014-08-24,122.6790678
2014-08-25,121.37118221
2014-08-26,121.00295932
2014-08-27,121.00211427
2014-08-28,121.10255079
2014-08-29,122.20010387
