_comment,year,fertility,life_expect,n_fertility,n_life_expect,country,p_fertility,p_life_expect
,1995,6.17,61.23,2.96,63.04,Afghanistan,1.61,
,1955,2.69,76.08,4.3,79.18,Afghanistan,8.18,51.46
,1980,7.34,50.76,1.06,67.19,Afghanistan,4.58,54.11
,1965,6.98,72.36,,66.77,Afghanistan,5.39,
,1990,4.05,68.35,2.3,62.47,Afghanistan,3.71,73.54
,1985,4.24,60.39,7.0,55.63,Afghanistan,6.93,66.88
,1985,2.2,61.99,1.5,58.32,Afghanistan,6.06,70.93
,1985,1.96,49.81,1.25,65.51,Afghanistan,6.11,52.82
,1965,3.0,67.42,2.25,76.28,Afghanistan,6.34,78.78
,1980,1.3,69.81,2.35,69.41,Afghanistan,,68.9
,1985,1.57,68.82,7.6,59.13,Afghanistan,6.61,69.41
,1970,7.94,62.35,2.1,63.31,Afghanistan,3.83,65.34
,1965,6.12,40.98,4.36,56.83,Afghanistan,6.92,70.08
,1985,7.72,64.39,1.62,,Afghanistan,4.44,62.87
,1985,3.99,68.7,4.96,57.3,Afghanistan,5.19,64.57
,1960,2.04,74.06,4.45,,Afghanistan,7.68,70.76
,1985,7.63,68.01,4.75,62.72,Afghanistan,1.92,53.75
,1970,7.88,71.47,2.33,73.79,Argentina,5.88,69.83
,1990,5.95,71.22,3.15,56.44,Argentina,5.89,59.68
,1990,1.52,46.39,,53.48,Argentina,7.1,63.35
,1960,2.23,81.57,3.32,65.24,Argentina,1.6,67.39
,1995,6.46,57.69,7.89,68.69,Argentina,2.13,50.77
,1960,6.63,51.88,5.38,67.75,Argentina,1.47,
,1955,3.57,57.01,2.36,76.62,Argentina,5.85,64.76
,1955,6.5,62.7,2.07,68.53,Argentina,5.04,70.62
,1990,2.38,67.85,6.1,62.08,Argentina,7.99,80.24
,2000,2.63,62.0,3.34,71.7,Australia,2.7,59.38
,1955,4.38,68.28,2.95,72.92,Australia,4.0,55.33
,1985,3.33,50.62,5.35,62.57,Australia,3.48,64.77
,1975,5.45,67.8,2.88,,Australia,7.12,80.24
,2000,5.18,65.68,1.93,77.85,Australia,4.49,60.91
,1965,3.88,62.08,1.99,56.65,Australia,4.01,49.24
,1960,3.45,63.95,3.58,81.57,Australia,,80.24
,1975,2.0,64.72,2.23,,Australia,5.46,63.93
,2000,4.25,74.05,5.12,64.59,Australia,,58.24
,1985,1.81,81.57,5.26,73.29,Australia,2.05,71.05
,1985,1.8,70.14,3.28,75.07,Australia,2.55,80.24
,1975,7.29,61.18,4.5,51.52,Austria,1.38,56.81
,1985,4.66,64.48,1.46,77.56,Austria,5.01,68.52
,2000,1.54,53.49,5.59,70.74,Austria,4.95,55.59
,1990,5.36,56.7,2.01,61.93,Austria,3.57,73.29
,1995,7.22,81.57,3.49,,Austria,3.72,72.99
,2000,5.38,81.57,2.11,59.91,Austria,2.18,59.85
,1965,7.79,55.79,4.49,66.21,Austria,1.36,53.48
,1980,1.71,76.83,8.13,61.99,Austria,,65.27
,1960,7.17,53.18,8.23,57.29,Austria,3.05,62.71
,1980,5.14,75.57,1.28,,Bahamas,2.9,65.74
,2000,5.93,72.49,5.39,71.64,Bahamas,5.0,74.59
,1970,1.07,69.56,1.12,71.03,Bahamas,4.15,64.86
,1960,1.83,81.57,2.74,65.75,Bahamas,4.13,75.52
,1995,6.71,81.44,2.6,64.82,Bahamas,1.87,63.17
,1975,3.9,62.89,4.9,69.51,Bahamas,7.23,74.73
,1980,1.35,54.85,4.32,62.63,Bahamas,5.35,70.42
,1985,1.34,73.62,8.23,63.56,Bangladesh,4.21,80.24
,1985,4.38,78.25,4.78,,Bangladesh,,75.96
,1985,4.68,67.79,7.83,62.61,Bangladesh,,72.27
,1955,6.5,68.35,2.94,61.89,Bangladesh,,66.54
,1980,4.19,48.32,8.23,73.65,Bangladesh,6.5,74.23
,1985,3.59,54.43,1.21,66.57,Bangladesh,6.8,61.11
,2000,2.36,72.1,3.86,63.79,Bangladesh,5.97,50.21
,1960,6.93,81.57,2.2,69.41,Bangladesh,6.52,67.37
,1975,3.57,77.43,3.73,68.41,Bangladesh,5.95,64.99
,1960,6.1,67.27,5.63,67.88,Barbados,6.93,66.2
,1975,4.51,61.18,2.35,74.11,Barbados,3.08,54.33
,1985,3.49,76.19,6.42,75.92,Barbados,,61.53
,1990,5.18,60.98,1.52,63.67,Barbados,5.61,60.38
,1960,4.68,71.74,2.69,,Barbados,,66.8
,1995,7.43,78.19,6.85,74.04,Barbados,3.48,54.69
,1990,3.99,51.48,2.52,61.6,Barbados,2.26,80.24
,1975,7.71,78.53,2.54,65.56,Barbados,7.17,
,2000,2.82,79.26,2.37,66.79,Barbados,4.11,50.54
,1980,4.43,54.53,3.4,71.62,Barbados,3.51,64.69
,1985,6.79,61.63,1.71,,Barbados,2.45,75.74
,2000,7.88,56.92,3.84,64.14,Barbados,4.62,68.13
,1960,2.24,70.82,3.14,70.22,Barbados,4.03,58.06
,1990,5.92,64.78,2.78,73.53,Barbados,3.85,55.82
,1975,5.89,72.45,2.6,56.14,Belgium,5.8,80.24
,2000,2.34,75.85,6.81,60.78,Belgium,4.66,48.09
,1980,7.7,62.44,3.84,55.61,Belgium,1.61,57.84
,1960,7.97,64.35,2.97,68.0,Belgium,,51.91
,1980,2.83,74.59,2.79,69.5,Belgium,7.51,66.11
,1975,8.08,74.02,4.36,81.57,Belgium,7.48,59.76
,1955,2.28,81.57,3.86,72.83,Belgium,3.57,49.76
,1985,2.26,70.48,,66.07,Belgium,,
,1955,3.4,71.16,2.2,61.63,Belgium,3.3,80.24
,1970,1.76,62.66,1.03,70.96,Bolivia,3.0,56.58
,1975,3.24,67.84,3.05,,Bolivia,3.66,69.39
,1990,3.19,51.37,1.03,54.01,Bolivia,1.6,57.78
,1970,1.51,73.49,4.34,68.07,Brazil,8.09,70.92
,1990,3.88,65.48,1.89,81.57,Brazil,2.09,70.05
,2000,3.1,69.63,5.49,69.16,Brazil,5.74,58.41
,1985,6.09,71.06,,69.31,Brazil,5.6,54.37
,1970,1.28,48.88,1.95,65.65,Brazil,7.25,61.4
,1965,3.48,73.91,5.76,78.94,Brazil,2.78,59.04
,1970,6.39,61.08,2.14,68.68,Brazil,7.12,
,2000,8.14,61.33,1.54,,Brazil,6.95,60.81
,1955,3.77,63.87,,62.71,Brazil,7.37,65.82
,1985,5.88,73.78,4.88,63.57,Brazil,5.36,72.92
,1995,2.92,52.22,,,Canada,3.35,69.28
,1990,1.11,75.68,6.61,65.83,Canada,8.02,68.08
,1970,4.24,59.13,2.74,81.57,Canada,5.29,65.88
,1965,6.92,67.24,3.64,79.13,Canada,2.1,57.84
,2000,6.36,64.14,,70.83,Canada,,63.31
,1955,5.25,61.88,4.19,52.78,Canada,1.48,65.04
,1990,6.97,78.97,3.23,62.73,Canada,5.94,61.91
,1980,2.95,47.06,2.69,67.12,Canada,4.46,60.53
,1995,8.01,50.65,,75.75,Canada,7.37,74.18
,1980,1.71,67.77,2.57,66.76,Canada,4.43,62.89
,1995,5.79,75.76,3.38,73.13,Canada,,70.49
,1955,7.77,46.31,2.33,64.05,Canada,3.05,66.5
,1985,2.53,62.73,2.68,,Canada,7.97,73.15
,1970,1.86,63.56,7.6,58.96,Chile,6.04,77.64
,1980,6.97,66.81,3.1,71.6,Chile,4.31,76.21
,1990,8.18,67.95,2.28,65.39,Chile,4.08,68.35
,1975,6.04,42.97,,69.81,Chile,3.21,55.34
,1965,5.99,77.39,4.71,57.73,Chile,,80.24
,1960,5.6,48.0,1.29,64.36,Chile,2.19,74.0
,1990,4.46,50.61,1.03,67.4,Chile,5.33,62.85
,1995,3.12,74.79,,74.03,Chile,2.78,61.96
,1970,5.6,56.3,2.39,60.74,Chile,3.9,66.62
,1955,6.21,52.99,3.66,,Chile,3.58,54.14
,1980,2.16,69.86,2.82,70.33,Chile,5.21,72.4
,1965,8.2,57.96,1.82,57.26,Chile,7.15,75.41
,1970,2.97,77.84,3.46,65.68,Chile,5.08,66.34
,2000,5.72,62.54,2.18,64.21,Chile,2.42,68.53
,1955,6.9,55.99,6.1,,Chile,4.78,56.05
,1955,6.12,76.9,5.79,54.51,Chile,1.92,72.45
,1955,5.87,79.67,4.84,77.1,Chile,7.11,57.17
,2000,6.92,63.36,8.23,68.48,China,5.6,80.24
,1960,5.85,62.2,2.43,60.77,China,5.93,63.0
,1985,2.98,64.25,3.89,81.57,China,3.57,66.03
,1960,8.19,70.77,1.59,,China,7.84,57.98
,1980,5.79,72.82,,,China,1.45,60.46
,1970,1.12,45.33,2.15,70.08,China,5.78,80.24
,2000,7.25,58.16,2.84,62.56,China,3.35,74.79
,1995,6.32,59.78,4.28,80.42,China,3.53,57.9
,1965,6.66,69.7,1.35,69.84,China,7.17,
,1990,6.4,81.57,3.5,72.95,China,2.03,64.51
,1965,7.04,57.64,,81.57,China,2.43,
,1970,7.04,68.22,4.8,62.37,China,3.19,71.52
,1955,3.59,57.43,7.56,55.71,China,6.13,80.24
,1985,6.62,65.2,2.01,71.26,China,1.58,
,1995,3.01,71.32,2.21,70.7,China,,53.79
,1955,7.38,53.54,3.07,62.86,Colombia,3.22,57.4
,1975,7.96,56.98,3.62,71.46,Colombia,5.75,74.47
,1990,5.53,67.65,3.03,79.96,Colombia,3.95,63.8
,1985,5.28,69.5,2.67,73.26,Colombia,4.49,
,1995,7.74,81.57,6.52,80.24,Colombia,1.79,
,1985,8.21,53.01,7.21,66.96,Costa Rica,5.6,76.56
,1995,1.71,68.88,6.33,73.35,Costa Rica,2.75,67.96
,1960,6.37,49.25,3.51,59.87,Costa Rica,4.05,50.63
