sentence1,sentence2,label,idx
"However , Lapidus expects foreign brands ' sales to be up 4 percent , driven by strong truck sales at Honda Motor Co .","Twenty-seven people were believed to have been spending Christmas Day with the caretaker of Saint Sophia Camp , a Greek Orthodox facility , when the mudslide roared through .",1,2937
"Terri Schiavo , 39 , underwent the procedure at the Tampa Bay area hospice where she has been living for several years , said her father , Bob Schindler .","As he sat down to hear the indictment , Samudra looked over to his nine lawyers and shouted "" Takbir ! "" , or "" Proclaim ! "" , a religious rallying cry .",1,2717
"The steel tariffs , which the U.S. president imposed in March 2002 , will officially end at midnight , instead of March 2005 as initially planned .","Ross Garber , Rowland 's legal counsel , said the governor would have no comment on the condo deal .",1,31
"On the stand Wednesday , she said she was referring only to the kissing .","The Dow Jones industrial average fell 10.89 points , or 0.11 percent , to 9,837.94 .",0,3663
Twenty percent of Latino students and 23 percent of black students performed at proficient or higher .,"The quick conviction followed a 2 1 / 2 week trial , during which the Venango County man represented himself .",1,1401
Shares of Salix have rocketed 64 percent since Axcan made its first offer on April 10 .,""" From now onwards we will embark on rolling mass action at strategic times of our choice and without any warning to the dictatorship , "" he said .",1,276
"Wal-Mart , the nation 's largest private employer , has expanded its antidiscrimination policy to protect gay and lesbian employees , company officials said Tuesday .",Prosecutors said PW Marketing violated the 1998 anti-spam law because these unsolicited e-mails were sent without a free call number for recipients to phone to stop additional mailings .,1,3543
Another $ 100-million in savings will come from management layoffs and pay cuts .,"After 18 months , the atorvastatin patients had no change in the plaque in their arteries .",1,2978
Kelly killed himself after being exposed as the source for a BBC report which claimed the government had embellished evidence of Iraq 's banned weapons to justify the war .,"Symptoms of the E. coli infection include bloody diarrhea , nausea , vomiting and abdominal cramping .",1,2389
"Sales for the quarter beat expectations , rising 37 percent year-on-year to 1.76 billion euros .",""" Sebastian did his best to confess convincingly to a crime he didn 't do in order to survive , "" Ms. Richardson declared .",1,2991
They were among about 40 people attending the traditional Jewish ceremony colored by some non-traditional touches .,"He also said Shockey is "" living the dream life of a New York athlete .",1,1287
"Morrill 's wife , Ellie , sobbed and hugged Bondeson 's sister-in-law during the service .",Kerkorian and Tracinda had also tried to take over Chrysler in 1995 .,1,967
Sources who knew of the bidding said last week that cable TV company Comcast Corp. was also looking at VUE .,"Twenty-seven people were believed to have been spending Christmas Day with the caretaker of Saint Sophia Camp , a Greek Orthodox facility , when the mudslide roared through .",0,1065
"Spansion products are to be available from both AMD and Fujitsu , AMD said .","He also said Shockey is "" living the dream life of a New York athlete .",0,2932
""" This decision is clearly incorrect , "" FTC Chairman Timothy Muris said in a written statement .","There was no immediate evidence that the two incidents were connected , police said .",0,1313
""" I stand 100 percent by it , and I think our intelligence services gave us the correct information at the time . ""","But waiting crowds filling the streets rushed the bridges soon after daylight , overrunning razor-wire barricades .",1,2071
"Gregory Parseghian , a former investment banker , was appointed chief executive .","Prosecutors allege that Nichols and coconspirator Timothy McVeigh worked together to prepare a 4,000-pound fuel-and-fertilizer bomb that destroyed the Murrah building .",1,1340
Carlson on Tuesday said he would not recuse himself from the case .,"In Soviet times the Beatles ' music "" was considered propaganda of an alien ideology .",1,3230
Mr. Rowland attended a party in South Windsor for the families of Connecticut National Guard soldiers called to active duty .,"After Alabama voters rejected his $ 1.2 billion tax plan Sept . 9 , Riley forecast significant cuts in state programs .",1,1858
""" I had one bad stretch of holes that put me out of contention to win , "" Woods said .","The chain , which has been under new management since late 1999 , has more than 3,400 stores and $ 15.8 billion in annual revenue .",1,2421
Sun Microsystems Inc. on Thursday said it had added 100 new third-party systems and 100 new components to its Hardware Compatibility List for the Solaris x86 operating system Platform Edition .,"Bethany , who remained in stable condition after the attack Friday morning , talked of the attack Saturday .",1,4039
"Thus far , Stewart 's company appears ready to stand behind her .","Drax ’ s troubles began late last year when it lost its most lucrative sales contract , with the insolvent utility TXU Europe .",1,3532
"Today in the US , the book - kept under wraps by its publishers , G. P. Putnam 's Sons , since its inception - will appear in bookstores .","Two Democrats , Sen. Charles Robb of Virginia and Wendell Ford of Kentucky , voted with the 40 Republicans .",0,2358
"Gilead had earnings of $ 73.1 million , or 33 cents a share , compared with $ 20.8 million , or 10 cents , in the year-ago quarter .","SARS has killed about 800 people and sickened more than 8,400 worldwide , mostly in Asia .",1,2843
Sony claimed that the reader 's capacitance sensing technology cannot be fooled by paper copies and does not require cleaning .,"The airline has the option to buy 380 more , split evenly between the two manufacturers .",1,2400
"Costa 's semifinal opponent is Spaniard Juan Carlos Ferrero , whom he beat in last year 's final .","Around 1,500 police are to be deployed at Niigata for the ferry 's visit .",1,1404
Its closest living relatives are a family frogs called sooglossidae that are found only in the Seychelles in the Indian Ocean .,"His wife said he was "" 100 percent behind George Bush "" and looked forward to using his years of training in the war .",1,2208
"The player 's eyes were bloodshot and a blood-alcohol test produced a reading of 0.18 - well above Tennessee 's level of presumed intoxication of 0.10 , the report said .","The film is the second of a trilogy , which will wrap up in November with "" The Matrix Revolutions . """,1,714
Kansas Department of Health and Environment records show there were 88 abortions performed on girls age 14 and younger last year .,"Annan warned that the dangers of extremism after September 11 should not be used as an excuse to suppress "" long-cherished "" freedoms .",0,2901
"Wal-Mart Stores Inc . , Kohl 's Corp. , Family Dollar Stores Inc. and Big Lots Inc. were among the merchants posting May sales that fell below Wall Street 's modest expectations .",He was arrested again Friday night at an Alpharetta restaurant where he was having dinner with his wife .,1,3950
Cortisol levels in the saliva of day care children were highest and rose most steeply in those judged by day care center personnel to be the shyest .,"Peterson helped raise Ratliff 's two daughters , Margaret and Martha Ratliff , who supported him throughout the trial .",0,763
""" APEC leaders are painfully aware that security and prosperity are inseparable , "" Thai Prime Minister Thaksin Shinawatra told business leaders .","The Dow Jones industrial average fell 10.89 points , or 0.11 percent , to 9,837.94 .",0,2847
Franklin County Judge-Executive Teresa Barton said a firefighter was struck by lightning and was taken to the Frankfort Regional Medical Center .,"It was still not known exactly how many people were on the plane , which could carry 141 passengers and crew .",1,122
"The study , published Monday in the journal Molecular Brain Research , is likely to also apply to humans , its authors said .",U.S. Secretary of State Colin Powell on Friday designated Chechen rebel leader Shamil Basayev a threat to the security of the United States and to U.S. citizens .,0,493
""" More than 70,000 men and women from bases in Southern California were deployed in Iraq .","At least 40 of the outlets will be in California , and analysts expect four or more to be in San Diego County .",1,1436
Ex-KGB agent Putin added that the Beatles were considered ' propaganda of an alien ideology ' .,"At the accident scene , the driver was "" covered in blood "" but helped to remove children , Wood said .",1,2036
