sentence,label,idx
a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar .,1,787
hilariously inept and ridiculous .,1,764
"even in its most tedious scenes , russian ark is mesmerizing .",1,697
vera 's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them .,1,751
"... mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . '",1,860
a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love .,1,326
"the humor is forced and heavy-handed , and occasionally simply unpleasant .",1,532
"it is amusing , and that 's all it needs to be .",0,578
"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video .",1,180
a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason-dixon line .,0,319
"you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear .",0,262
a by-the-numbers patient/doctor pic that covers all the usual ground,1,402
"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine .",1,450
the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work .,0,775
the problem with this film is that it lacks focus .,1,627
the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life .,0,466
"dull , lifeless , and amateurishly assembled .",0,170
reggio 's continual visual barrage is absorbing as well as thought-provoking .,1,578
a sequel that 's much too big for its britches .,0,764
"complete lack of originality , cleverness or even visible effort",0,335
plays like a volatile and overlong w magazine fashion spread .,1,119
a coarse and stupid gross-out .,1,732
"movie fans , get ready to take off ... the other direction .",1,113
"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut .",0,777
the draw ( for `` big bad love '' ) is a solid performance by arliss howard .,1,860
"oscar wilde 's masterpiece , the importance of being earnest , may be the best play of the 19th century .",0,233
"despite its title , punch-drunk love is never heavy-handed .",0,39
"portentous and pretentious , the weight of water is appropriately titled , given the heavy-handedness of it drama .",1,456
funny but perilously slight .,0,212
"try as i may , i ca n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank you ! '",0,122
"manages to transcend the sex , drugs and show-tunes plot into something far richer .",0,82
"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama .",0,382
indifferently implausible popcorn programmer of a movie .,1,392
"further proof that the epicenter of cool , beautiful , thought-provoking foreign cinema is smack-dab in the middle of dubya 's axis of evil .",1,327
... turns so unforgivably trite in its last 10 minutes that anyone without a fortified sweet tooth will likely go into sugar shock .,0,174
reggio 's continual visual barrage is absorbing as well as thought-provoking .,0,480
"maud and roland 's search for an unknowable past makes for a haunting literary detective story , but labute pulls off a neater trick in possession : he makes language sexy .",0,240
it 's fascinating to see how bettany and mcdowell play off each other .,0,40
"a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard 's finest work .",0,605
"whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie .",0,123
almost gags on its own gore .,1,436
"dazzling in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation .",1,276
"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one .",1,479
or emptying rat traps .,1,783
unflinchingly bleak and desperate,0,421
"the very definition of the ` small ' movie , but it is a good stepping stone for director sprecher .",0,62
not since freddy got fingered has a major release been so painful to sit through .,1,144
"( e ) ventually , every idea in this film is flushed down the latrine of heroism .",0,557
it made me want to wrench my eyes out of my head and toss them at the screen .,1,98
"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves .",1,805
"beautifully observed , miraculously unsentimental comedy-drama .",1,402
"very special effects , brilliantly bold colors and heightened reality ca n't hide the giant achilles ' heel in `` stuart little 2 `` : there 's just no story , folks .",0,189
... the movie is just a plain old monster .,1,521
"it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) .",0,717
the mesmerizing performances of the leads keep the film grounded and keep the audience riveted .,1,72
plays like a volatile and overlong w magazine fashion spread .,0,105
no way i can believe this load of junk .,0,70
the draw ( for `` big bad love '' ) is a solid performance by arliss howard .,1,149
an infectious cultural fable with a tasty balance of family drama and frenetic comedy .,1,604
"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that .",1,675
"for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it 's an eye-opener .",1,700
"it 's a demented kitsch mess ( although the smeary digital video does match the muddled narrative ) , but it 's savvy about celebrity and has more guts and energy than much of what will open this year .",0,86
but it still jingles in the pocket .,1,764
"a better title , for all concerned , might be swept under the rug .",0,229
late marriage 's stiffness is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet .,0,825
overall the film feels like a low-budget tv pilot that could not find a buyer to play it on the tube .,0,867
binoche makes it interesting trying to find out .,1,457
a strangely compelling and brilliantly acted psychological drama .,0,633
"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath .",1,635
"so unassuming and pure of heart , you ca n't help but warmly extend your arms and yell ` safe ! '",1,507
... a boring parade of talking heads and technical gibberish that will do little to advance the linux cause .,0,563
the film 's tone and pacing are off almost from the get-go .,0,140
but this films lacks the passion required to sell the material .,0,693
"... plot holes so large and obvious a marching band might as well be stomping through them in clown clothes , playing a college football fight song on untuned instruments .",0,285
the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation .,0,288
"dull , lifeless , and amateurishly assembled .",1,335
`` the time machine '' is a movie that has no interest in itself .,1,508
it has all the excitement of eating oatmeal .,0,707
"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie .",1,291
"this film seems thirsty for reflection , itself taking on adolescent qualities .",0,531
few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands .,0,636
"although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women .",0,534
my wife is an actress is an utterly charming french comedy that feels so american in sensibility and style it 's virtually its own hollywood remake .,0,230
"there is a fabric of complex ideas here , and feelings that profoundly deepen them .",1,446
"even in its most tedious scenes , russian ark is mesmerizing .",1,51
"nelson 's brutally unsentimental approach ... sucks the humanity from the film , leaving behind an horrific but weirdly unemotional spectacle .",1,142
"smart , provocative and blisteringly funny .",0,112
"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam .",0,407
"a moody , multi-dimensional love story and sci-fi mystery , solaris is a thought-provoking , haunting film that allows the seeds of the imagination to germinate .",1,838
"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid .",1,194
"utterly lacking in charm , wit and invention , roberto benigni 's pinocchio is an astonishingly bad film .",1,262
corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in .,1,242
"a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion .",0,777
"given how heavy-handed and portent-heavy it is , this could be the worst thing soderbergh has ever done .",0,293
"whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as seductive as it is haunting .",1,803
"while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving .",1,859
the movie does a good job of laying out some of the major issues that we encounter as we journey through life .,1,290
worth watching for dong jie 's performance -- and for the way it documents a culture in the throes of rapid change .,0,209
"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters",0,781
"the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance .",1,751
"as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with little of the nervy originality of its groundbreaking small-screen progenitor .",0,760
funny but perilously slight .,0,499
my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor .,0,180
"a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction .",0,449
"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class .",0,456
"samira makhmalbaf 's new film blackboards is much like the ethos of a stream of consciousness , although , it 's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal",0,47
"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video .",1,682
i got a headache watching this meaningless downer .,1,623
"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest .",1,366
"slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ?",1,102
"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books .",1,610
"a very well-made , funny and entertaining picture .",1,823
"some of their jokes work , but most fail miserably and in the end , pumpkin is far more offensive than it is funny .",1,193
a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar .,1,516
a subject like this should inspire reaction in its audience ; the pianist does not .,1,732
"nonsensical , dull `` cyber-horror '' flick is a grim , hollow exercise in flat scares and bad acting .",0,396
"it gets onto the screen just about as much of the novella as one could reasonably expect , and is engrossing and moving in its own right .",1,781
"the film is powerful , accessible and funny .",0,230
bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid .,0,268
