duration,waiting,kind
4.323572491806806,81,long
2.015151076694426,67,short
2.131590326045182,46,short
4.13030147000403,77,long
4.490211724337307,76,long
4.638086365506404,72,long
3.449918287455963,83,long
4.769147270128149,78,long
4.047980657785753,74,long
4.333464551194041,73,long
1.872881624840367,60,short
4.505792699981721,83,long
2.87645570954464,47,short
2.330291490097973,61,short
4.499748599711459,80,long
2.194311084941278,58,short
4.331358769047089,76,long
3.969111198481752,86,long
2.152472206665319,64,short
3.366989168669447,83,long
3.783140797915733,86,long
4.787038686825458,81,long
2.465749910160371,47,short
4.483825116210392,80,long
3.990295824551851,81,long
4.361789987693799,82,long
3.434326464965178,85,long
4.206624394381324,73,long
2.076322933875578,62,short
3.36239685086624,81,long
4.078703261885054,87,long
3.982937133856492,80,long
3.889126497539368,80,long
4.611264457827537,87,long
2.497667822853705,54,short
4.791665357856214,72,long
2.132905787554566,63,short
4.0630294388192,76,long
2.930954542172309,48,short
2.257132933264037,59,short
4.985664082290509,73,long
4.302138546478583,80,long
1.793316300610707,48,short
4.178329354887317,85,long
4.020084912554778,82,long
4.224236225785596,77,long
4.765376547111301,79,long
4.505185168474885,77,long
4.223218200506814,85,long
1.882052428185925,47,short
4.506353631516645,65,long
4.3928673996436,82,long
3.532578896212764,74,long
2.058540917443684,63,short
4.30919735302315,78,long
2.20307503585647,47,short
2.214445777099953,60,short
2.201304151809923,44,short
1.866080469882709,49,short
4.645256039966622,76,long
4.19280969921709,82,long
4.139943867661909,79,long
4.300499715265269,75,long
1.6,60,short
3.606361318839572,80,long
4.582634352911482,80,long
4.626210564255588,78,long
4.149214469259776,83,long
4.614365248290864,82,long
1.774045115673253,61,short
1.749379854258506,59,short
4.44813937536475,73,long
3.604598593817877,78,long
2.731686491833652,61,short
4.321923015132221,76,long
3.678425766544252,84,long
2.538565308221838,67,short
2.207050090662262,49,short
1.770009504484599,67,short
2.178479753288807,59,short
3.969032970589735,81,long
2.175755022016126,64,short
2.115184815200982,58,short
4.624027045685232,95,long
1.878892273974541,58,short
4.398069351228022,79,long
1.971616877640371,57,short
4.330395017980381,72,long
4.042294202908783,76,long
3.910964561237466,74,long
2.266433982579385,51,short
2.06689734952497,48,short
1.814603390596681,52,short
4.850187428175683,84,long
