sentence1,sentence2,label,idx
"Papa looked down at the children's faces, so puzzled and sad now. It was bad enough that they had to be denied so many things because he couldn't afford them.",Sally had such a good start.,0,18
The man couldn't lift his son because he was so heavy.,He couldn't afford the things.,0,15
"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. They were very much in the majority.",Some day they might want to use the safe.,1,11
The drain is clogged with hair. It has to be cleaned.,Bernard was less than 21 when he filed for a homestead claim.,1,25
"By rolling over in her upper berth, Tatyana could look over the edge of it and see her mother plainly. How very small and straight and rigid she lay in the bunk below! Her eyes were closed, but Tatyana doubted if she slept.",The cat waited at the top.,1,10
"Susan knew that Ann's son had been in a car accident, so she told her about it.",He changed his mind and turned the dishwasher off.,1,17
"The lawyer asked the witness a question, but he was reluctant to repeat it.",The pot was too high.,0,65
"There is a pillar between me and the stage, and I can't see it.",The lemons came out looking more like telephone poles.,0,28
I can't cut that tree down with that axe; it is too thick.,Tina's drawing did look much better with another one below it.,1,14
"There is a pillar between me and the stage, and I can't see it.",Anyone who knew that he was 19 years old could take his claim away from anyone.,0,51
I poured water from the bottle into the cup until it was empty.,The son was so heavy.,0,50
"They broadcast an announcement, but a subway came into the station and I couldn't hear over it.",Jane was hungry.,0,40
"Beth didn't get angry with Sally, who had cut her off, because she stopped and apologized.",Ann told her about it.,0,5
"By rolling over in her upper berth, Tatyana could look over the edge of it and see her mother plainly. How very small and straight and rigid she lay in the bunk below! Her eyes were closed, but Tatyana doubted if she slept.",Sally stopped and apologized.,1,59
"Although they ran at about the same speed, Sue beat Sally because she had such a good start.",Sally stopped and counted to ten.,0,25
"By rolling over in her upper berth, Tatyana could look over the edge of it and see her mother plainly. How very small and straight and rigid she lay in the bunk below! Her eyes were closed, but Tatyana doubted if she slept.",Madonna slept with her boyfriend.,0,48
"Although they ran at about the same speed, Sue beat Sally because she had such a good start.",The bottle was empty.,0,50
"Although they ran at about the same speed, Sue beat Sally because she had such a good start.",Now I have to get The roof repaired.,1,19
"Fred covered his eyes with his hands, because the wind was blowing sand around. He opened them when the wind stopped.",The lemons came out looking more like telephone poles.,0,44
Sam's drawing was hung just above Tina's and it did look much better with another one below it.,The lemon trees came out looking more like light bulbs.,0,8
I can't cut that tree down with that axe; it is too thick.,The large ball was made of styrofoam.,1,47
"Fred and Alice had very warm down coats, but they were not enough for the cold in Alaska.",He opened his eyes when the wind stopped.,1,29
"Ann asked Mary what time the library closes, because she had forgotten.",The mouse was too cautious.,1,29
Mr. Taylor was a man of uncertain temper and his general tendency was to think that David was a poor chump and that whatever step he took in any direction on his own account was just another proof of his innate idiocy.,The police were trying to run the drug trade in the neighborhood.,1,70
"They broadcast an announcement, but a subway came into the station and I couldn't hear over it.","Since Alice always wears a red turban, Alice spotted her quickly.",1,53
"I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like telephone poles.",The father carried the sleeping boy in the father's arms.,1,8
"Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done anything dishonest. Still, anyone who knew that he was 19 years old could take his claim away from him.",The duck had better get away to safety fast!,0,14
