sentence,label,idx
We need another run to win.,0,256
It is easy to play sonatas on this violin.,0,758
Susan whispered at Rachel.,1,423
He attributed to a short circuit which was caused by an overloaded transducer the fire which destroyed most of my factory.,0,800
Paperback books lift onto the table easily.,1,634
John asked.,1,958
All who lost money in the scam are eligible for the program.,1,617
John was spoke by Mary to.,1,366
Which article did Terry file papers without reading?,1,661
How fierce the battle?,0,704
I ate a salad that was filled with lima beans.,0,572
It is obvious that Pat is lying.,1,536
The problem we are discussing is George.,1,663
I presented it to Bill to read.,1,61
Maxwell is quite a doctor.,1,891
No one can forgive that comment to you.,1,872
John arranged for himself to get the prize.,1,582
He danced.,0,953
"Arizona elected Goldwater Senator, and Massachusetts, McCormack.",0,302
Ellen said about the present conditions.,1,839
I wonder who to place my trust in.,0,235
I am both expecting to get the job and of the opinion that it is a desirable one.,0,613
The police sprayed water on the protesters.,0,278
"Every senator seems to become more corrupt, as he talks to more lobbyists.",1,297
It would be unwise for there to be no fire exit.,0,814
John told Mary that it was important to Fred to leave early.,1,632
John considers Bill to be silly.,1,885
This girl in the red coat will put a picture of Bill in the mailbox and on your desk before tomorrow.,0,531
She asked was Alison coming to the party.,1,933
You should sit before there.,1,387
Sue gave to Bill a book.,1,375
Chocolate eggs were hidden from each other by the children.,1,704
Max is on the phone now.,1,894
Who achieved the best result was Angela.,0,868
We believed John to be a fountain in the park.,0,144
Ricky can be relied on.,1,662
Jack is the person with whom Jenny fell in love with.,1,699
The dog stole the turkey.,0,672
Dana walked and Leslie ran.,0,498
We appeared to them to vote for themselves.,1,980
Jackie accompanied Rose.,1,255
They may grow as high as bamboo.,0,198
John was lots more obnoxious than Fred.,1,935
I thought that you were sick.,1,1022
Nobody likes us.,1,942
It was believed by the students that they would have an exam.,1,990
The bird sing.,0,546
Jean is reluctant to dance.,1,398
The children amused.,1,194
I kicked myself,0,657
Jessica loaded boxes on the wagon.,0,389
"Mary listens to the Grateful Dead, she gets depressed.",1,280
I read some of the book.,0,822
Bill ate the peaches and Harry did the grapes.,1,212
"Several firefighters were injured, but it's not known.",0,509
Amanda carried the package to Pamela.,1,154
how silly is Bill considered?,1,847
A magazine about crime appeared on the newsstands.,1,118
John bought a dog for himself to play with.,1,910
Each author whose contribution is written in any language other than English will provide a summary in English.,0,546
John offers many advice.,1,929
To leave would be a pleasure.,1,654
Bother you that Kim left!,0,949
Either Sam plays the bassoon or Jekyll the oboe.,1,895
I ate a salad that was filled with lima beans.,0,401
John made Bill mad at himself.,1,1005
John is likely to leave.,0,1030
"Mary listens to the Grateful Dead, she gets depressed.",1,973
He let the cats which were whining out.,1,671
Newsweek about crime appeared on the newsstands.,1,899
Some people yell at dogs.,0,711
