mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,name
30.7,4,95.0,62,1838,13.8,70,japan,honda civic 1500 gl
35.2,4,104.0,88,2207,13.0,70,europe,peugeot 504 (sw)
38.0,4,78.0,74,2552,20.2,70,japan,honda civic 1300
23.2,7,406.0,94,2665,11.4,70,usa,ford f250
18.5,7,424.0,135,2521,15.8,70,usa,amc matador (sw)
19.8,4,126.0,56,3819,13.6,70,europe,volkswagen model 111
28.9,4,97.0,71,2273,17.3,70,japan,honda civic 1300
14.8,8,106.0,221,3002,13.8,70,usa,buick century
21.2,6,433.0,156,2595,14.1,70,usa,chevrolet malibu
29.7,6,332.0,125,4118,13.4,70,usa,buick skylark limited
23.7,4,100.0,78,2027,18.5,70,europe,renault 18i
34.3,4,142.0,60,2025,13.0,70,europe,renault 12 (sw)
28.9,4,120.0,87,2104,12.3,70,europe,renault 12tl
19.3,6,247.0,98,3568,13.8,70,usa,chevrolet malibu classic (sw)
32.3,4,100.0,62,2014,19.6,70,europe,saab 99gle
27.9,4,114.0,74,2297,18.1,70,japan,datsun 310 gx
26.6,6,421.0,151,2985,14.6,70,usa,ford pinto (sw)
19.0,5,170.0,140,1925,15.5,70,usa,dodge coronet brougham
24.0,4,106.0,82,1966,15.3,70,japan,datsun 610
19.4,6,183.0,91,3581,15.8,70,usa,chevrolet vega
16.3,6,406.0,152,2906,14.0,70,usa,amc ambassador brougham
24.9,7,334.0,137,3118,18.1,70,usa,plymouth duster
16.2,7,186.0,94,2431,13.7,70,usa,ford ltd landau
17.8,4,414.0,94,3881,14.4,70,usa,hi 1200d
24.9,4,111.0,112,1871,18.6,70,europe,opel 1900
14.4,5,365.0,111,5140,15.7,70,usa,pontiac phoenix lj
35.8,4,115.0,114,2303,17.6,70,europe,volkswagen rabbit custom diesel
19.8,4,297.0,86,3271,12.3,70,usa,plymouth duster
16.2,4,112.0,115,3398,16.1,71,usa,ford thunderbird
16.0,6,140.0,227,2327,16.1,71,usa,amc concord dl
23.3,7,435.0,168,3050,13.4,71,usa,plymouth champ
14.8,4,150.0,112,3101,15.4,71,usa,amc matador (sw)
16.2,5,91.0,103,2789,17.9,71,usa,chevrolet vega 2300
24.2,4,100.0,75,2041,15.9,71,japan,datsun 810
30.3,4,134.0,85,2022,22.2,71,europe,audi 5000s (diesel)
24.0,5,101.0,230,3652,14.6,71,usa,ford fairmont
29.8,7,372.0,87,3501,12.8,71,usa,oldsmobile starfire sx
18.2,7,137.0,148,4024,16.6,71,usa,ford granada gl
12.7,8,271.0,167,3514,13.8,71,usa,plymouth satellite custom (sw)
19.2,7,392.0,113,3260,19.9,71,usa,ford fairmont
26.2,5,423.0,60,2816,16.2,71,usa,buick century limited
27.6,4,68.0,68,4081,14.0,71,europe,volvo 144ea
33.1,4,95.0,46,2495,15.3,71,japan,mazda glc 4
17.3,6,433.0,203,3760,15.8,71,usa,pontiac catalina brougham
21.2,4,436.0,89,3084,14.4,71,usa,ford mustang cobra
21.0,6,444.0,68,2576,18.2,71,usa,chrysler lebaron town @ country (sw)
42.4,8,99.0,141,2199,12.0,71,usa,plymouth fury
16.4,4,385.0,143,4552,13.3,71,usa,buick century 350
14.1,7,132.0,72,3814,18.0,71,usa,ford granada l
28.8,4,144.0,100,1969,17.8,71,europe,fiat 124 tc
20.2,8,241.0,131,4990,18.5,71,usa,plymouth volare
26.2,4,85.0,95,1952,12.1,71,europe,volkswagen super beetle
32.1,4,126.0,86,2638,15.1,71,japan,toyota corolla 1200
13.3,5,276.0,190,2263,11.7,71,usa,oldsmobile delta 88 royale
33.1,4,128.0,46,2463,14.1,71,japan,honda accord
17.2,6,272.0,124,3570,12.7,72,usa,buick century special
26.4,6,186.0,101,4658,14.6,72,usa,ford fairmont
26.2,4,111.0,71,2799,21.0,72,japan,datsun 510 (sw)
19.9,7,287.0,68,3527,16.4,72,usa,pontiac sunbird coupe
12.7,7,137.0,146,3711,16.8,72,usa,ford fairmont (man)
15.1,4,89.0,70,1975,12.7,72,europe,renault 18i
16.2,6,257.0,100,2833,15.0,72,usa,chevrolet monte carlo landau
25.0,3,161.0,69,2176,15.5,72,japan,honda accord
19.3,6,242.0,106,3130,16.0,72,usa,chevrolet malibu classic (sw)
17.6,4,168.0,59,3651,14.3,72,europe,saab 99gle
38.8,5,127.0,50,2319,16.8,72,japan,toyota corolla 1200
16.6,7,122.0,110,3805,13.8,72,usa,ford torino
21.9,7,390.0,114,3174,15.6,72,usa,dodge aspen se
33.9,4,149.0,108,2817,20.7,72,europe,volvo 244dl
31.4,4,141.0,74,2251,14.2,72,europe,renault 18i
26.7,4,118.0,75,2029,12.1,72,japan,datsun 280-zx
18.7,5,438.0,125,2578,16.2,72,usa,ford fairmont 4
16.4,6,363.0,98,1908,14.0,72,usa,pontiac safari (sw)
28.9,6,207.0,90,4957,13.3,72,usa,oldsmobile cutlass salon brougham
18.5,4,359.0,134,4446,12.9,72,usa,chevrolet camaro
19.0,6,155.0,172,2601,12.7,72,usa,plymouth volare premier v8
14.7,7,301.0,117,3548,15.3,72,usa,ford gran torino (sw)
38.1,4,81.0,123,1910,10.9,72,europe,vw dasher (diesel)
15.6,4,106.0,69,4133,14.3,72,usa,ford pinto runabout
32.5,4,92.0,46,2099,8.0,72,europe,triumph tr7 coupe
18.1,7,311.0,112,2856,16.9,72,usa,ford mustang gl
22.1,4,85.0,73,2877,11.6,72,japan,datsun 200-sx
33.0,4,100.0,58,2361,15.7,72,europe,peugeot 304
11.0,7,170.0,230,4024,17.5,72,usa,pontiac lemans v6
32.9,4,93.0,85,2002,18.0,72,japan,honda accord
20.0,4,160.0,106,4003,12.8,72,usa,dodge st. regis
17.3,7,107.0,129,5133,19.6,72,usa,plymouth fury iii
14.9,4,118.0,83,2246,16.0,72,japan,toyota cressida
25.1,6,245.0,157,3988,14.1,72,usa,chevrolet camaro
17.4,4,292.0,78,3244,15.9,72,usa,chrysler lebaron salon
18.0,5,122.0,63,2336,11.7,73,japan,datsun b210 gx
18.5,6,188.0,116,3386,14.7,73,usa,oldsmobile cutlass salon brougham
22.4,4,83.0,105,2748,12.2,73,japan,honda civic (auto)
30.1,4,68.0,73,1901,15.7,73,japan,datsun 810 maxima
23.5,4,240.0,86,3637,14.9,73,usa,ford mustang cobra
26.2,6,100.0,153,2426,15.1,73,usa,oldsmobile delta 88 royale
32.3,4,105.0,94,2567,10.6,73,europe,renault 5 gtl
15.9,7,194.0,76,3370,17.2,73,usa,cadillac seville
16.8,6,407.0,67,4793,18.2,73,usa,plymouth volare
37.5,4,92.0,52,2263,16.7,73,europe,fiat x1.9
16.8,8,108.0,93,2436,14.8,73,usa,chevy s-10
22.9,4,90.0,99,2279,11.3,73,japan,datsun pl510
19.3,6,406.0,72,2824,14.9,73,usa,dodge rampage
17.5,5,185.0,186,2764,15.6,73,usa,plymouth champ
16.8,8,219.0,110,3566,14.5,73,usa,dodge monaco (sw)
37.8,4,91.0,72,2268,16.8,73,europe,volkswagen 1131 deluxe sedan
16.7,7,295.0,138,3314,15.1,73,usa,amc gremlin
32.3,4,79.0,79,2030,17.6,73,europe,peugeot 604sl
28.4,6,100.0,84,2079,17.6,73,japan,toyota carina
32.3,4,108.0,88,2346,16.1,73,europe,mercedes-benz 280s
13.5,8,439.0,142,3978,14.5,73,usa,plymouth arrow gs
17.9,6,189.0,84,3748,20.1,73,usa,mercury capri v6
35.0,4,112.0,85,2352,17.0,73,europe,volvo 144ea
22.2,6,218.0,118,3013,20.9,73,usa,mercury lynx l
19.9,4,210.0,132,2082,17.2,73,usa,mercury capri v6
15.3,7,88.0,90,3446,12.9,73,usa,buick century special
25.6,4,118.0,74,1924,12.0,73,europe,volkswagen 411 (sw)
30.4,4,141.0,121,2127,16.6,73,europe,fiat 124 tc
19.4,6,343.0,88,4116,16.6,73,usa,pontiac j2000 se hatchback
