sentence1,sentence2,label,idx
"In New York, Nymex light crude oil for July delivery hit $42.38 per barrel on Tuesday",Camilla Parker Bowles is engaged to Britain's heir.,0,192
"Prince Charles, Britain's heir to the throne, has announced that he is to wed his lover of 34 years, Camilla Parker Bowles. In a press statement, the Prince of Wales said ""Mrs Parker Bowles and I are absolutely delighted. It will be a very special day for us and our families."" Mrs Parker Bowles will use the title ""HRH The Duchess of Cornwall"" after their marriage, and it is intended that following the Prince's accession to the throne, Mrs Parker Bowles will use the title ""HRH The Princess Consort"". The pair are to marry on 8th April 2005 at a private civil ceremony in Windsor Castle, which will be an occasion primarily for friends and family. There will then be a service of prayer and dedication in St. George's Chapel, to be conducted by the Archbishop of Canterbury, Dr. Rowan Williams.",About 33.5 miilion people live in Tokyo.,0,142
"The trial began today for a Pennsylvania state trooper accused of killing his girlfriend's estranged husband. Kevin Foley, 43, is accused of cutting the throat of John Yelenic, a dentist who was in the final stages of finalizing a divorce from his wife, Michele. According to prosecutors, Foley ""loathed Dr. Yelenic"" so much that he asked another fellow trooper to help him commit the alleged murder, which occurred in Yelenic's Blairsville home.",In the event of a disaster you could use Texas Data Recovery and you will have the capability to restore lost data.,1,113
"Hodler claimed there were also irregularities in the campaigns organized by Atlanta for the 1996 Summer Games, Sydney for the Summer Olympics in 2000 and Salt Lake City for the 2002 Winter Games.",New Portuguese prime minister is elected.,0,250
"It is hoped that women, who constitute more than half of the population, will vote for other women and ensure that their issues are represented in parliament.",Hossam Zaki is the new Foreign Minister of Israel.,1,177
"Hodler claimed there were also irregularities in the campaigns organized by Atlanta for the 1996 Summer Games, Sydney for the Summer Olympics in 2000 and Salt Lake City for the 2002 Winter Games.",Pippa Bacca was an Italian peace activist.,0,89
"Kevin Whitaker, who heads the Cuban affairs office at the Department of State, spoke with Lazo on two occasions about the effort to give his sons visas.",Haque wants to include English in some exams.,0,182
"Despite Bjork making her first live performance in two years, the crowd of 10,000 people was only half of what the hall in the Tokyo suburb of Makuhari could hold.",A robotic arm has been used for scientific discoveries.,0,133
"A powerful typhoon battered the northern and central Philippines with rains and winds Thursday, killing at least three people and cutting off roads. Authorities canceled flights and ferry service and shut down schools. Typhoon Xangsane, packing winds of 81 mph made landfall overnight in the Bicol central region and was forecast to pass through the capital Manila, the Philippine weather bureau said.",Christopher Yavelow is the queen of Holland.,1,197
"Moscow believes that the waters of the Sea of Azov should remain in common use, but Kiev insists on a clear division.",Christopher Reeve had an accident.,1,40
"Giuliana Sgrena was freed from captivity in Iraq today. The Italian journalist was abducted in Baghdad exactly a month ago while  she had been reporting for Il Manifesto. The Islamic Jihad Organisation had taken her hostage on the 4th February with the demand that Italy withdraw all of its troops from Iraq. On February 16, a video was released with a clearly distraught Mrs Sgrena begging for Italy to withdraw from Iraq. However despite the video, the Italian Senate voted to extend its miltary forces' stay in Iraq.",Alice Cooper is a Christian.,0,0
"We learn that Claretta Petacci, Mussolini's last mistress, had a tendency to whine and to lie all day in bed, eating chocolate.",Panasonic brand products are produced by Samsung Electronics Co. Ltd.,0,197
"Aeschylus was born in 525 BC, and spent his youth as a soldier in the Athenian army. He wrote The Persians when he was 53 years old, but it is his earliest surviving work.",The city hall is a museum now.,0,37
The official visit of the Argentine minister marks a further step in the normalisation of UK-Argentine relations.,CSN produces 28 million tons of steel per year.,0,68
"The U.S. handed power on June 30 to Iraqâs interim government chosen by the United Nations and Paul Bremer, former governor of Iraq.",A civilian policeman was killed.,1,1
"U.S. forces have been engaged in intense fighting after insurgents launched simultaneous attacks in several Iraqi cities, including Fallujah and Baqubah.","Cyrillic is an alphabet used for certain Slavic languages, such as Russian.",1,155
"The west has preferred to focus on endangered animals, rather than endangered humans. African elephants are hunted down and stripped of tusks and hidden by poachers. Their numbers in Africa slumped from 1.2m to 600,000 in a decade until CITES - the Convention on International Trade in Endangered Species - banned the trade in ivory.",A Houston multimillionaire buys the Pope's Ford Escort.,1,30
"Two Indian diplomats met the Indian prisoner facing death in Pakistan, Sarabjit Singh, on Tuesday at Kot Lakhpat jail in the eastern Pakistani city of Lahore.",Jerry Reinsdorf has won 7 championships.,0,18
The girl was found in Drummondville.,Phobia is a an extreme fear of a particular thing or situation.,1,217
"An American journalist of Russian descent, Klebnikov was shot four times by at least one assassin in a passing car as he stepped outside his office that evening in Moscow.",Hossam Zaki is the new Foreign Minister of Israel.,0,6
"It has been observed that in those countries of the world where capital punishment is still in operation, the crime rate, especially murder, is distinctively low in comparison to countries where capital punishment has been discarded.",Lin Piao was the Chinese Communist Party leader.,0,107
"Hands Across the Divide was formed in March 2001, and one of its immediate aims was to press for more freedom of contact and communication right away between the two parts of Cyprus, and for early progress towards a solution to 'the Cyprus problem'.",Panasonic brand products are produced by Samsung Electronics Co. Ltd.,1,20
"Eric Harris and Dylan Klebold, seniors at the suburban Denver school, detonated homemade bombs and opened fire with shotguns, a rifle and a semiautomatic handgun on April 20, 1999. They killed a teacher and 12 students and wounded 23 others before committing suicide. The massacre shocked the country like no other. It was the worst school assault in American history at that time, and it came in the wake of a half-dozen others. It played out on live television, watched by millions. And it represented the violent destruction of a cherished American idea: that schools in the suburbs and the countryside were havens of peace and safety.",Maglev is commercially used.,0,204
The Croatian intent is even more problematic because the border between Slovenian and Croatian territorial waters has not yet been established. The dispute about this border began in 1991 when both countries became independent.,Dietary intake of potassium prevents osteoporosis.,1,234
"The provincial veterinarian with the Department of Forest Resources and Agrifoods, Dr. Hugh Whitney, confirmed today another case of rabies in Labrador, bringing the total number of confirmed rabies cases to nine in Labrador since November 2000.",Mike Tyson bit Holyfield's ear in 1964.,1,263
"About 33.5 million people live in this massive conurbation. I would guess that 95% of the 5,000 officially foreign-capital firms in Japan are based in Tokyo.",The mining industry uses a method known as heap leaching.,0,243
Steve Jobs was attacked by Sculley and other Apple executives for not delivering enough hot new products and resigned from the company a few weeks later.,Trade secrets were stolen.,0,191
"A smaller proportion of Yugoslavia's Italians were settled in Slovenia (at the 1991 national census, some 3000 inhabitants of Slovenia declared themselves as ethnic Italians).",Kevin Whitaker is a manager of the Department of State.,0,147
The drugs that slow down or halt Alzheimer's disease work best the earlier you administer them.,Jesse Jackson was born in South Carolina.,1,34
Amazon shares fell nearly 4 percent following the results as the company said operating income would drop as much as 42 percent in the second quarter.,France participates in Euro 2004.,0,80
"One of the dead was a child, passing by with his parents, said Iqrar Abbasi, a doctor at Civil Hospital Karachi.",The mining industry uses a method known as heap leaching.,0,229
"He also referred to the ""illegal"" arrest on 31 May of Mexican Professor Maria Eugenia Ochoa Garcia, whom the Salvadoran government accused of having connections with the Salvadoran guerrillas.",The Ted Stevens Anchorage International Airport is the employer of Jeremy Lindseth.,0,26
Phoenix is searching for evidence of water and microbial life on Mars. Its mission is to determine Mars's ability or inability to host life and hold   water. The Phoenix lander uses a robotic arm to dig through the protective top soil layer to the alleged water ice below and ultimately bring both soil   and water ice to the lander platform for sophisticated scientific analysis.,A robotic arm has been used for scientific discoveries.,0,40
"Bangladesh, one of the world's poorest countries, suffered a devastating drought and famine in 1974, which killed 1.5 million people. While trying to help starving villagers, he met a 21-year-old woman named Sufia Begum, who was burdened by a tiny yet crushing debt, Yunus recalled in his autobiography, ""Banker to the Poor.""",California Assembly Bills 1792 & 1793 are laws against ultraviolent video games.,0,168
"The abode of the Greek gods was on the summit of Mount Olympus, in Thessaly.",In 1996 Mike Tyson bit Holyfield's ear.,0,204
Hepburn's family will receive the proceeds from the sale.,Claretta Petacci was Mussolini's last mistress.,1,236
"The biggest newspaper in Norway, Verdens Gang, prints a letter to the editor written by Joe Harrington and myself.",Romani Prodi is the US President.,0,164
Grieving father Christopher Yavelow hopes to deliver one million letters to the queen of Holland to bring his children home.,The Gurkhas come from Nepal.,0,126
"CAMDEN, N.J. (Reuters) — Three Muslim brothers from Albania were sentenced to life in prison on Tuesday for a plot to kill American soldiers at the Fort Dix military base, which prosecutors said was inspired by the idea of holy war against the United States. The men, Dritan Duka, 30, Shain Duka, 28, and Eljvir Duka, 25, all illegal immigrants, were each sentenced to life without the possibility of parole. The three, who operated a roofing business in Cherry Hill, N.J., were among five foreign-born Muslims convicted in December of planning an attack at the base, about 40 miles east of Philadelphia. The attack was never carried out.",100 or more people lost their lives in a ferry sinking.,1,43
"In the history of art, prehistoric art is all art produced in preliterate cultures (prehistory), beginning somewhere in very late geological history.",The actress Angela Lansbury is 86 years old.,1,172
