duration,waiting,kind
4.372681862420662,82,long
1.930665546820581,61,short
4.482154959222726,75,long
1.800356872572964,44,short
1.949583120041469,59,short
4.034146775419565,75,long
4.090232490281682,85,long
2.045305935408512,63,short
2.214699082079429,55,short
1.691657537433022,44,short
4.441234536417288,81,long
4.367042910529143,83,long
4.797819392061579,94,long
4.886047220952262,83,long
1.655399132047862,60,short
1.6,54,short
4.272833767091379,86,long
4.623112295194192,84,long
1.940565958262155,43,short
3.646916517938175,91,long
3.884928234615007,77,long
1.979652240404568,48,short
4.126024444708971,79,long
1.742707180067697,48,short
4.210580102017222,77,long
4.857433667588776,89,long
4.396493254159982,76,long
4.70678549632995,73,long
4.170288742817104,81,long
2.142912258703439,60,short
4.588423322972192,80,long
2.015854363753586,44,short
2.28814176657989,64,short
4.215000127081638,82,long
2.176679906572885,62,short
4.665370338627419,77,long
4.00536919879636,85,long
4.730217201641398,91,long
4.019161775461656,70,long
1.722657523851788,52,short
2.158762621696237,62,short
4.322798467428185,80,long
4.142172074549659,85,long
1.6,52,short
3.596407258936638,84,long
3.923341167061475,84,long
2.179773145760471,47,short
4.711897924403723,80,long
4.541660108572658,78,long
2.035544143480077,48,short
2.202006490993477,44,short
2.220629514903007,61,short
3.79669438295473,75,long
1.951712294511439,56,short
4.42882780988811,83,long
4.545502171181029,77,long
4.07878326253289,83,long
4.643567040451648,80,long
1.841148788065113,62,short
4.387940458100513,92,long
1.6,53,short
4.698387973921117,71,long
3.498318274007789,86,long
2.192228524466164,56,short
2.663645162764745,64,short
4.68276431009567,74,long
4.75085548366087,76,long
2.528687868084729,65,short
3.696823483228634,74,long
1.782157074852522,43,short
4.932437472596827,77,long
4.525479411583144,80,long
2.051264312714602,44,short
4.334694025166759,80,long
4.938563218614269,84,long
3.967809330833818,81,long
2.13915814384213,66,short
4.893124226117844,75,long
2.077589676089656,50,short
4.045980426435544,79,long
1.6,45,short
4.59251106777868,80,long
1.894780179010678,51,short
1.6,47,short
2.011235475916076,56,short
3.890406748680811,81,long
1.6,65,short
2.079461631074259,54,short
2.265783200999157,56,short
4.202983147132854,79,long
4.158120205796227,67,long
4.101268192237743,76,long
3.961506571709314,70,long
2.39115846792604,66,short
2.242370617365793,58,short
4.613654933987647,68,long
2.047624941989978,62,short
1.630070789558248,59,short
5.1,73,long
3.712635640968277,80,long
2.439334893331157,49,short
2.177438818198658,53,short
2.234597457958056,51,short
1.746631385186622,45,short
3.741617011423872,84,long
4.409738559198632,83,long
2.18534443474239,55,short
3.741154975186634,78,long
4.945118767238226,74,long
4.430938016041587,81,long
1.820761978376206,47,short
4.393092700053718,77,long
4.415101194032035,79,long
1.848632489450223,65,short
4.276076852605721,77,long
1.970663191584808,46,short
1.809775324474311,50,short
4.76242310302734,79,long
4.574616143930707,86,long
4.141569716527714,85,long
4.494174078093102,82,long
4.105450921416932,82,long
4.732245103065398,77,long
2.128802539176363,49,short
1.88921437069102,48,short
4.344324496901774,81,long
4.776487757564523,96,long
4.005826084357843,88,long
3.715594269768169,83,long
2.367922572454648,63,short
4.654765694100941,77,long
2.824098936491321,49,short
4.053523412768145,80,long
2.23439232909928,62,short
1.84529892922635,57,short
1.894306164105307,52,short
4.416197653472253,80,long
2.143271164566413,49,short
1.81942593664754,50,short
2.172651893726435,52,short
4.766469760989431,79,long
3.943597339739064,83,long
3.486342983252234,80,long
4.572541519243937,73,long
4.480384163961406,74,long
2.710614904198805,53,short
3.958813378224831,88,long
4.376754993578516,77,long
4.45268007531136,80,long
3.699306286511315,82,long
1.902878323130995,59,short
3.823991890167237,74,long
2.134611586374836,67,short
3.945717927018585,71,long
2.283569355492324,53,short
4.52163639412487,81,long
4.680108301091373,89,long
4.447506273603258,84,long
4.497836224183291,81,long
2.486759556159199,51,short
4.625145026500138,77,long
1.6,64,short
5.1,83,long
2.146701879656102,53,short
4.292004885934305,77,long
3.874222822304377,79,long
5.1,83,long
4.5622314015213,85,long
1.6,50,short
4.19820290777033,90,long
4.385334301610886,77,long
4.132713769435046,87,long
1.6,55,short
4.365007187231775,82,long
2.324858113053452,61,short
4.475681854997226,79,long
2.042001304018912,59,short
2.40297394958189,45,short
1.692731907569793,50,short
4.007719667983695,81,long
1.762664604616573,55,short
4.478876742976007,83,long
4.278416669656939,84,long
4.103352462170551,82,long
4.745797740566785,74,long
2.31652889629136,62,short
5.0887418812239,78,long
2.000520207833925,67,short
2.314424001963994,55,short
3.516802282662659,85,long
2.095479862978078,61,short
4.108965933002007,79,long
2.372775089562241,54,short
3.338522104121719,72,long
1.629222154315375,47,short
3.986832936601773,75,long
3.7893517179323,70,long
4.468346886737938,82,long
3.256793786857198,44,short
4.433045861359695,84,long
4.073360893863925,78,long
2.074460118439995,64,short
1.830346613062256,57,short
1.6,67,short
2.220693293458608,46,short
4.543051758483526,83,long
3.864794598734187,76,long
4.534991326791868,80,long
4.387368426513862,76,long
2.13887216175163,51,short
3.939391176036524,89,long
3.765293352816993,76,long
4.251427796743769,76,long
1.793416496895866,49,short
4.701526836807013,78,long
3.251461030018429,73,long
4.469207492506492,92,long
2.270165346081759,65,short
4.444890892919518,91,long
1.913711240536544,51,short
4.148897742010371,86,long
4.632101574554092,86,long
1.99779590130503,63,short
2.183417886473443,63,short
4.747860416771342,89,long
4.099597927796171,76,long
2.382531706891265,56,short
4.652027472351796,84,long
2.048614043428341,61,short
4.475809431815136,85,long
4.102588066586865,76,long
1.948480136292935,50,short
3.875959458844347,79,long
4.123240872521475,87,long
3.841990490977742,80,long
2.139451115440744,51,short
4.012205423648794,85,long
1.825451613997345,64,short
5.004232014991078,80,long
4.279093213991562,75,long
2.413029086889605,55,short
2.065877458991064,48,short
4.135411644424116,78,long
3.800687656650247,86,long
3.716821998291543,91,long
3.873125534539164,79,long
4.119590013298459,76,long
4.124605734199241,84,long
2.127822611683531,54,short
4.057781023247148,76,long
4.384750761667148,83,long
2.639684978887547,54,short
1.75410480593253,67,short
4.046988728397617,82,long
2.258708437027872,66,short
4.734557478750503,81,long
3.846501176250315,72,long
3.80554608718364,87,long
4.742428021849102,79,long
4.118571890009193,84,long
4.883403619466674,73,long
3.569860155634233,78,long
5.1,71,long
4.513206137101568,74,long
1.983858397699236,45,short
2.0036575473161,50,short
4.050815216604104,79,long
3.331399892138817,82,long
4.073765140968635,89,long
1.988258912283418,63,short
3.955454050971641,81,long
4.30849665618964,85,long
