page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
224297,Josiah Power (New Earth),\/wiki\/Josiah_Power_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,3093,"2002, February",1956
30582,Ramsey Robinson (New Earth),\/wiki\/Ramsey_Robinson_(New_Earth),,,,,Male Characters,,Living Characters,3093,"2004, November",1981
120081,Mallory Kimball (New Earth),\/wiki\/Mallory_Kimball_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,3093,"2006, July",1948
120584,Henry Cannon (New Earth),\/wiki\/Henry_Cannon_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,3093,"1984, April",2004
273270,Mallory Kimball (New Earth),\/wiki\/Mallory_Kimball_(New_Earth),,Good Characters,Brown Eyes,,Female Characters,,Living Characters,3093,"2006, July",1959
122184,Todd Rice (New Earth),\/wiki\/Todd_Rice_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3093,"1983, September",1991
404010,Todd Rice (New Earth),\/wiki\/Todd_Rice_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3093,"1983, September",1999
51063,Todd Rice (Some Years Later),\/wiki\/Todd_Rice_(Some_Years_Later),Public Identity,,,Brown Hair,Male Characters,,Living Characters,3093,"2009, February",2011
26546,Mortimer Drake (New Earth),\/wiki\/Mortimer_Drake_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,3093,"1943, November",2013
303632,Mallah (New Earth),\/wiki\/Mallah_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,3093,"1964, March",2013
332412,Mallory Kimball (New Earth),\/wiki\/Mallory_Kimball_(New_Earth),Public Identity,Good Characters,,,Female Characters,,Living Characters,3093,"2006, July",1991
404010,Mallory Kimball (New Earth),\/wiki\/Mallory_Kimball_(New_Earth),,Good Characters,,Brown Hair,Female Characters,,Living Characters,3093,"2006, July",2010
286465,Scandal Savage (New Earth),\/wiki\/Scandal_Savage_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,3093,"2005, July",1962
67600,John Constantine (New Earth),\/wiki\/John_Constantine_(New_Earth),,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,3093,"1984, June",
234774,Io (New Earth),\/wiki\/Io_(New_Earth),,Good Characters,Brown Eyes,Brown Hair,,,Living Characters,3093,"2003, November",1996
37212,Todd Rice (New Earth),\/wiki\/Todd_Rice_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,3093,"1983, September",2008
22235,Courtney Mason (New Earth),\/wiki\/Courtney_Mason_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,3093,"1993, July",1962
22553,Ramsey Robinson (New Earth),\/wiki\/Ramsey_Robinson_(New_Earth),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,3093,"2004, November",1988
153334,Mallah (New Earth),\/wiki\/Mallah_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,3093,"1964, March",2004
13105,Joshua Barbazon (New Earth),\/wiki\/Joshua_Barbazon_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,3093,1989,1976
53559,Fauna Faust (New Earth),\/wiki\/Fauna_Faust_(New_Earth),Secret Identity,Bad Characters,Black Eyes,White Hair,Female Characters,,Deceased Characters,3093,"1995, March",1970
163700,Frostbite (New Earth),\/wiki\/Frostbite_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,3093,"1997, June",1951
14146,Gerri Brauer (Dakotaverse),\/wiki\/Gerri_Brauer_(Dakotaverse),Secret Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,3093,"1994, January",1978
297959,Renee Montoya (New Earth),\/wiki\/Renee_Montoya_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,3093,"1992, March",1988
260922,Todd Rice (Some Years Later),\/wiki\/Todd_Rice_(Some_Years_Later),Public Identity,Good Characters,Brown Eyes,,Male Characters,,Living Characters,3093,"2009, February",2010
201477,Thomas Jagger (New Earth),\/wiki\/Thomas_Jagger_(New_Earth),,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3093,"2006, June",1987
33073,Fauna Faust (New Earth),\/wiki\/Fauna_Faust_(New_Earth),Secret Identity,Bad Characters,,,Female Characters,,Deceased Characters,3093,"1995, March",1998
59862,Hero Cruz (New Earth),\/wiki\/Hero_Cruz_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,3093,"1996, September",2004
12877,Fauna Faust (New Earth),\/wiki\/Fauna_Faust_(New_Earth),Secret Identity,Bad Characters,Black Eyes,,Female Characters,,Deceased Characters,3093,,1994
366692,Gerri Brauer (Dakotaverse),\/wiki\/Gerri_Brauer_(Dakotaverse),Secret Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,3093,"1994, January",1963
29023,Sigrid Nansen (New Earth),\/wiki\/Sigrid_Nansen_(New_Earth),Public Identity,Good Characters,Blue Eyes,,Female Characters,,Living Characters,3093,"1986, November",1992
7639,Henry Cannon (New Earth),\/wiki\/Henry_Cannon_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,3093,"1984, April",1990
15404,Gerri Brauer (Dakotaverse),\/wiki\/Gerri_Brauer_(Dakotaverse),,Good Characters,,,Female Characters,Homosexual Characters,Living Characters,3093,"1994, January",1994
16324,John Constantine (New Earth),\/wiki\/John_Constantine_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,3093,"1984, June",2011
21489,Sigrid Nansen (New Earth),\/wiki\/Sigrid_Nansen_(New_Earth),,Good Characters,,,Female Characters,,Living Characters,3093,"1986, November",2013
16719,Mortimer Drake (New Earth),\/wiki\/Mortimer_Drake_(New_Earth),,Bad Characters,Brown Eyes,,Male Characters,,Living Characters,3093,"1943, November",1999
79303,Hugh Dawkins (New Earth),\/wiki\/Hugh_Dawkins_(New_Earth),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,3093,"1986, November",2008
16838,Mallory Kimball (New Earth),\/wiki\/Mallory_Kimball_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,3093,"2006, July",2013
82240,Big Thunder (New Earth),\/wiki\/Big_Thunder_(New_Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,3093,"2006, April",1995
87000,Todd Rice (New Earth),\/wiki\/Todd_Rice_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,3093,"1983, September",1969
404010,Todd Rice (Some Years Later),\/wiki\/Todd_Rice_(Some_Years_Later),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3093,"2009, February",
94532,Joshua Barbazon (New Earth),\/wiki\/Joshua_Barbazon_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,3093,1989,2008
404010,Scandal Savage (New Earth),\/wiki\/Scandal_Savage_(New_Earth),Secret Identity,,Brown Eyes,Brown Hair,Female Characters,,Living Characters,3093,"2005, July",2013
3720,Twilight II (New Earth),\/wiki\/Twilight_II_(New_Earth),,,,White Hair,Female Characters,,Living Characters,3093,"1997, November",1984
