sentence1,sentence2,label,idx
"They broadcast an announcement, but a subway came into the station and I couldn't hear over it.",Tina's drawing did look much better with another one below it.,1,4
Mr. Taylor was a man of uncertain temper and his general tendency was to think that David was a poor chump and that whatever step he took in any direction on his own account was just another proof of his innate idiocy.,Fred is a remarkable man.,0,57
"Fred covered his eyes with his hands, because the wind was blowing sand around. He opened them when the wind stopped.",Ann told her about it.,1,43
"Tatyana knew that Grandma always enjoyed serving an abundance of food to her guests. Now Tatyana watched as Grandma gathered Tatyana's small mother into a wide, scrawny embrace and then propelled her to the table, lifting her shawl from her shoulders, seating her in the place of honor, and saying simply: ""There's plenty.""",She slept with the trainer's boyfriend.,1,35
"Grant worked hard to harvest his beans so he and his family would have enough to eat that winter, His friend Henry let him stack them in his barn where they would dry. Later, he and Tatyana would shell them and cook them for their Sunday dinners.",The building is very famous.,0,68
"Susan knew that Ann's son had been in a car accident, so she told her about it.",The large ball was made of styrofoam.,1,65
"The lawyer asked the witness a question, but he was reluctant to repeat it.",I couldn't hear the subway.,0,60
The father carried the sleeping boy in his arms.,The tree is too thick.,0,8
I couldn't put the pot on the shelf because it was too high.,The father carried the sleeping boy in the father's arms.,0,36
The city councilmen refused the demonstrators a permit because they advocated violence.,The lemon trees came out looking more like light bulbs.,0,10
"Tatyana knew that Grandma always enjoyed serving an abundance of food to her guests. Now Tatyana watched as Grandma gathered Tatyana's small mother into a wide, scrawny embrace and then propelled her to the table, lifting her shawl from her shoulders, seating her in the place of honor, and saying simply: ""There's plenty.""",Some day they might want to use the safe.,1,4
"When they had eventually calmed down a bit, and had gotten home, Mr. Farley put the magic pebble in an iron safe. Some day they might want to use it , but really for now, what more could they wish for?",Father gave Timmy a stern look.,0,39
Mark heard Steve's feet going down the ladder. The door of the shop closed after him. He ran to look out the window.,The sheep ended up looking more like golfers.,1,1
"I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like telephone poles.",He no longer requires Chester's financial support.,1,4
Bob collapsed on the sidewalk. Soon he saw Carl coming to help. He was very ill.,The large ball was made of styrofoam.,1,32
"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. They were very much in the majority.",The spot under the tree was hot.,1,37
The drain is clogged with hair. It has to be cleaned.,We rescued the older students.,0,24
"When Tommy dropped his ice cream, Timmy giggled, so father gave him a stern look.",Mark ran to look out the window.,0,56
The man couldn't lift his son because he was so heavy.,"Since Alice always wears a red turban, Alice spotted her quickly.",1,61
Fred is the only man still alive who remembers my great-grandfather. He is a remarkable man.,Ann told her about it.,0,64
The man couldn't lift his son because he was so heavy.,He opened his eyes when the wind stopped.,1,15
"I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like light bulbs.",Jane was hungry.,0,24
"Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like golfers.",He no longer requires Chester's financial support.,0,46
"George got free tickets to the play, but he gave them to Eric, because he was not particularly eager to see it.",Madonna slept with her boyfriend.,1,10
Look! There is a minnow swimming right below that duck! It had better get away to safety fast!,The hair has to be cleaned.,0,5
