AAPL_x,AAPL_y
2014-01-02,78.28294526
2014-01-03,78.26700429
2014-01-04,76.36220148
2014-01-05,78.26210345
2014-01-06,79.20391767
2014-01-07,79.08616146
2014-01-08,77.33787186
2014-01-09,77.55454601
2014-01-10,76.44738539
2014-01-11,77.88242525
2014-01-12,78.31756983
2014-01-13,79.55759661
2014-01-14,80.86971467
2014-01-15,79.004342
2014-01-16,80.80683799
2014-01-17,80.00372551
2014-01-18,80.47526351
2014-01-19,82.91432846
2014-01-20,80.0697503
2014-01-21,82.53658165
2014-01-22,81.88880709
2014-01-23,78.86689064
2014-01-24,81.576679
2014-01-25,80.15767207
2014-01-26,83.0407395
2014-01-27,82.15095514
2014-01-28,80.49347789
2014-01-29,81.53923451
2014-01-30,81.33101942
2014-01-31,83.80210602
2014-02-01,82.01431603
2014-02-02,83.52828509
2014-02-03,82.98114381
2014-02-04,84.85652876
2014-02-05,82.93323895
2014-02-06,82.69308439
2014-02-07,83.67226878
2014-02-08,85.74848517
2014-02-09,84.20826639
2014-02-10,85.62881411
2014-02-11,86.33355936
2014-02-12,86.10342787
2014-02-13,84.3681661
2014-02-14,87.11171673
2014-02-15,84.1519823
2014-02-16,84.54125046
2014-02-17,86.61067288
2014-02-18,86.75080468
2014-02-19,87.34625592
2014-02-20,88.13987182
2014-02-21,86.42524738
2014-02-22,88.51349066
2014-02-23,88.29946918
2014-02-24,87.77596059
2014-02-25,90.6784531
2014-02-26,88.90194809
2014-02-27,88.2419185
2014-02-28,86.70530718
2014-03-01,88.39612424
2014-03-02,87.60093024
2014-03-03,88.17673339
2014-03-04,89.82284338
2014-03-05,87.39721002
2014-03-06,88.95292167
2014-03-07,89.92703332
2014-03-08,89.68451083
2014-03-09,90.78407612
2014-03-10,89.22599628
2014-03-11,87.789227
2014-03-12,90.9699728
2014-03-13,90.71628704
2014-03-14,91.40153021
2014-03-15,93.65709902
2014-03-16,91.94117503
2014-03-17,93.31746269
2014-03-18,88.67147154
2014-03-19,89.52040899
2014-03-20,91.44612069
2014-03-21,90.95252143
2014-03-22,89.90373507
2014-03-23,90.53225194
2014-03-24,90.65328237
2014-03-25,92.62745919
2014-03-26,91.46885964
2014-03-27,92.53692554
2014-03-28,91.72902565
2014-03-29,93.28738294
2014-03-30,96.30518841
2014-03-31,91.67866593
2014-04-01,95.0580292
2014-04-02,94.12746808
2014-04-03,94.26060699
2014-04-04,93.18914811
2014-04-05,93.577102
2014-04-06,95.80621995
2014-04-07,94.4942548
2014-04-08,95.47035414
2014-04-09,94.44664206
2014-04-10,92.68704295
2014-04-11,95.45420117
2014-04-12,96.45432559
2014-04-13,96.87682495
2014-04-14,96.58824423
2014-04-15,98.41270977
2014-04-16,95.15131892
2014-04-17,97.28507916
2014-04-18,99.91504728
2014-04-19,98.17405421
2014-04-20,96.89291759
2014-04-21,97.80417398
2014-04-22,96.73013253
2014-04-23,97.3910411
2014-04-24,96.68730469
2014-04-25,99.90487324
2014-04-26,97.44299999
2014-04-27,98.52131693
2014-04-28,102.96062054
2014-04-29,98.25175408
2014-04-30,100.98729193
2014-05-01,102.20741309
2014-05-02,99.90430623
2014-05-03,99.28136209
2014-05-04,102.69759104
2014-05-05,97.21427313
2014-05-06,101.69282004
2014-05-07,100.23084847
2014-05-08,99.9182398
2014-05-09,97.71772335
2014-05-10,101.28307196
2014-05-11,100.17254629
2014-05-12,101.80656344
2014-05-13,101.51877077
2014-05-14,101.80269036
2014-05-15,101.64800031
2014-05-16,102.15748404
2014-05-17,102.81462349
2014-05-18,102.45736141
2014-05-19,102.86270119
2014-05-20,101.53111725
2014-05-21,101.70095149
2014-05-22,103.06438911
2014-05-23,103.72279161
2014-05-24,103.14663177
2014-05-25,102.05363646
2014-05-26,103.93507419
2014-05-27,105.79219629
2014-05-28,103.32656629
2014-05-29,103.37746581
2014-05-30,102.34077818
2014-05-31,107.33412971
2014-06-01,104.48918348
2014-06-02,103.67825858
2014-06-03,106.52523426
2014-06-04,104.77090033
2014-06-05,107.1135421
2014-06-06,106.42766099
2014-06-07,104.36614029
2014-06-08,105.86315793
2014-06-09,107.58409994
2014-06-10,108.32842203
2014-06-11,110.4288898
2014-06-12,107.75204853
2014-06-13,106.15218716
2014-06-14,107.05761447
2014-06-15,106.85180446
2014-06-16,107.46042621
2014-06-17,109.79245242
2014-06-18,109.32692199
2014-06-19,107.71460366
2014-06-20,109.86629508
2014-06-21,110.48834594
2014-06-22,107.98864871
2014-06-23,111.31309845
2014-06-24,107.60611008
2014-06-25,108.52804353
2014-06-26,110.88228267
2014-06-27,107.99193241
2014-06-28,107.01694243
2014-06-29,112.18483412
2014-06-30,109.80678715
2014-07-01,110.87716358
2014-07-02,110.28871422
2014-07-03,112.62914008
2014-07-04,112.70978644
2014-07-05,110.87200038
2014-07-06,112.07673745
2014-07-07,112.03972976
2014-07-08,114.066813
2014-07-09,112.58769551
2014-07-10,113.70151656
2014-07-11,113.57090239
2014-07-12,112.22735139
2014-07-13,115.33036547
2014-07-14,114.0076525
2014-07-15,112.36592131
2014-07-16,116.12567898
2014-07-17,112.64958764
2014-07-18,114.20671063
2014-07-19,112.49515837
2014-07-20,114.31758423
2014-07-21,112.24314926
