mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,name
28.7,4,140.0,88,2036,21.4,70,europe,fiat 124 sport coupe
18.0,5,144.0,150,3613,17.5,70,usa,capri ii
10.0,6,273.0,96,3751,17.2,70,usa,chevrolet chevelle malibu
31.8,5,416.0,115,3139,16.7,70,usa,chevrolet chevelle malibu classic
20.2,5,275.0,159,3150,16.3,70,usa,ford gran torino (sw)
31.8,3,123.0,,2178,13.4,70,japan,datsun 280-zx
13.1,7,220.0,57,5140,18.7,70,usa,pontiac catalina
27.9,4,88.0,85,2516,11.1,70,japan,honda civic
21.3,4,221.0,187,3638,16.2,70,usa,ford ranger
22.0,7,120.0,125,3402,17.2,70,usa,dodge colt hatchback custom
37.1,3,112.0,63,2978,16.3,70,japan,maxda rx3
16.1,7,279.0,86,3160,17.0,70,usa,oldsmobile starfire sx
19.5,7,275.0,161,3891,17.1,70,usa,pontiac sunbird coupe
19.1,7,255.0,108,2929,18.1,70,usa,amc rebel sst
15.7,4,227.0,80,3712,15.5,70,usa,buick century limited
16.1,7,214.0,193,4841,17.2,70,usa,ford pinto runabout
31.3,5,88.0,74,2030,15.0,70,japan,toyota corolla tercel
23.3,5,225.0,230,2649,13.4,70,usa,ford ltd landau
33.7,4,92.0,95,2773,13.3,70,europe,peugeot 504 (sw)
18.4,6,158.0,107,2017,15.0,70,usa,pontiac catalina brougham
21.3,4,73.0,119,2757,14.9,70,europe,peugeot 304
28.3,4,98.0,95,3111,14.2,70,europe,peugeot 504
40.7,4,118.0,89,2240,16.9,70,europe,volkswagen 411 (sw)
23.4,5,112.0,81,2720,16.3,70,usa,pontiac safari (sw)
19.1,6,122.0,100,4367,14.6,70,usa,ford fairmont (man)
27.3,4,140.0,74,1829,19.4,71,europe,volvo 145e (sw)
33.2,5,141.0,165,2329,11.9,71,usa,capri ii
13.6,4,105.0,132,2835,18.3,71,usa,dodge d200
21.5,5,81.0,85,2552,15.3,71,europe,peugeot 604sl
27.2,5,386.0,133,2509,20.3,71,usa,dodge colt m/m
26.5,5,342.0,120,2186,12.2,71,usa,pontiac catalina brougham
16.5,6,314.0,80,3899,18.9,71,usa,dodge aspen
25.7,5,254.0,213,3533,13.8,71,usa,chevrolet nova
19.9,4,100.0,78,2179,13.2,71,europe,renault 18i
18.5,4,298.0,98,2709,11.5,71,usa,amc ambassador sst
17.6,4,153.0,138,2995,14.5,71,usa,chevrolet nova custom
22.6,5,89.0,59,3151,12.7,71,japan,maxda rx3
32.7,5,131.0,68,2702,17.4,71,japan,datsun b210 gx
25.5,4,124.0,77,2145,13.8,71,europe,volkswagen rabbit l
28.2,4,92.0,68,2609,16.2,71,japan,datsun 310
36.3,4,134.0,68,2201,15.1,71,japan,toyota cressida
12.6,8,306.0,152,4324,19.4,71,usa,chevrolet nova custom
16.6,6,184.0,126,2677,15.3,71,usa,dodge colt
21.2,5,297.0,88,2899,19.4,71,usa,hi 1200d
21.1,4,76.0,53,2765,11.7,71,japan,datsun b-210
22.2,6,363.0,89,4696,16.0,71,usa,ford gran torino
17.0,4,111.0,98,1989,17.8,71,europe,volkswagen model 111
19.9,6,123.0,87,3127,11.6,71,usa,ford mustang ii
22.2,4,97.0,89,3569,18.0,71,europe,volkswagen 411 (sw)
16.8,7,234.0,120,3878,17.1,71,usa,pontiac astro
20.1,6,123.0,94,3627,13.3,71,usa,amc pacer
