date,open,high,low,close,adjclose,volume
2000-01-03,1476.491845,1503.738326,1432.892855,1442.559941,1443.753804,912736271
2000-01-04,1475.072612,1491.641163,1416.452446,1426.842346,1439.768366,1792202326
2000-01-05,1481.802223,1465.213706,1435.784747,1457.341113,1457.481456,1046961428
2000-01-06,1488.792299,1489.825356,1426.441261,1439.9739,1446.88458,1116118091
2000-01-07,1469.280905,1497.336034,1440.079733,1452.32967,1460.931928,1265917572
2000-01-08,1437.554458,1482.02363,1417.562884,1448.582634,1451.637854,1264742212
2000-01-09,1468.627699,1496.140395,1438.314897,1445.186553,1462.736778,2158986977
2000-01-10,1463.126875,1486.609767,1458.074441,1470.504724,1473.527458,1264996931
2000-01-11,1484.207536,1497.916798,1419.159928,1467.625734,1469.743639,386027309
2000-01-12,1482.682997,1484.776657,1432.451227,1444.370241,1455.565612,604014031
2000-01-13,1437.602953,1497.137731,1416.317195,1453.82353,1477.242018,1261500515
2000-01-14,1468.620833,1484.813989,1419.817646,1453.361614,1455.025435,426885087
2000-01-15,1482.741099,1493.955363,1442.313646,1475.020262,1485.459726,689110218
2000-01-16,1457.940591,1477.75923,1441.894799,1447.99609,1463.171158,332058026
2000-01-17,1472.220315,1487.455847,1448.233975,1457.598002,1478.162198,864271258
2000-01-18,1473.228514,1474.180103,1420.227937,1444.428965,1459.808323,1005694349
2000-01-19,1462.751036,1494.628397,1413.43673,1429.742502,1444.859653,752786633
2000-01-20,1486.576335,1500.734033,1430.808569,1448.174928,1461.296351,555455734
2000-01-21,1487.653857,1493.050878,1433.700927,1450.969434,1476.570885,996888346
2000-01-22,1471.313103,1508.785983,1425.687271,1448.415247,1471.489363,322014903
2000-01-23,1460.168966,1494.473854,1458.909281,1468.489999,1484.891304,1896615623
2000-01-24,1445.402227,1484.155814,1436.446499,1438.713085,1452.112818,1694793334
2000-01-25,1468.529015,1499.477087,1441.00909,1460.656967,1475.285119,2980756898
2000-01-26,1470.527969,1489.500109,1434.656138,1440.725406,1478.415855,1279826565
2000-01-27,1471.695767,1474.636343,1452.569071,1467.66063,1473.909869,845022701
2000-01-28,1486.15765,1487.936773,1431.505632,1472.771191,1481.501273,1193186843
2000-01-29,1455.841205,1497.086327,1445.667966,1447.030211,1470.408882,247150845
2000-01-30,1493.208976,1504.759832,1464.693337,1466.982144,1487.706387,1410691409
2000-01-31,1471.936994,1515.835723,1450.972423,1453.039175,1454.165327,893532046
2000-02-01,1496.091408,1506.161134,1471.804427,1478.483943,1482.613371,1753524451
2000-02-02,1492.799509,1506.788933,1438.058556,1469.013347,1485.926762,294092452
2000-02-03,1491.261008,1503.726211,1437.700258,1443.238563,1474.595548,289713913
2000-02-04,1486.320998,1492.229805,1464.238144,1475.692739,1491.504764,750603353
2000-02-05,1491.137645,1518.241129,1428.493303,1463.693621,1472.272783,938690888
2000-02-06,1498.090261,1502.230494,1450.771739,1455.957192,1500.893597,1587490387
2000-02-07,1467.307327,1494.099309,1447.699628,1448.716744,1492.467694,1215013722
2000-02-08,1469.532246,1489.175694,1446.233058,1462.340414,1482.819549,1366577364
2000-02-09,1476.928559,1515.299356,1445.358877,1457.214408,1485.643676,1564619628
2000-02-10,1485.207352,1499.388197,1470.519306,1493.734136,1495.932556,1937808054
2000-02-11,1470.843067,1506.086553,1417.436925,1424.587566,1495.206101,702828760
2000-02-12,1468.910456,1484.528339,1438.691987,1457.90836,1474.675592,1349680516
2000-02-13,1497.801056,1481.231936,1455.766511,1472.309243,1480.739675,2223443675
2000-02-14,1490.740649,1501.34809,1454.953441,1478.663941,1478.87359,1668636500
2000-02-15,1485.60279,1492.874914,1475.545754,1490.749957,1491.182426,1019461826
2000-02-16,1472.268848,1502.382392,1447.463225,1453.245322,1482.947277,1116119059
2000-02-17,1486.330056,1494.861007,1468.305875,1486.544794,1493.744464,866639661
2000-02-18,1507.978159,1518.963738,1447.270927,1471.48154,1488.356674,1248551723
2000-02-19,1478.497448,1480.197343,1448.595419,1465.66339,1477.301588,711009874
2000-02-20,1502.734144,1502.800805,1466.945285,1474.991479,1500.978992,1331295848
2000-02-21,1471.522864,1479.200585,1464.20587,1470.085784,1476.789756,2074250846
2000-02-22,1490.869299,1514.814166,1425.873399,1453.610102,1500.754574,803890202
2000-02-23,1480.297251,1494.328717,1450.144286,1460.455215,1463.931919,1339907231
2000-02-24,1454.151266,1488.035247,1439.965443,1454.017701,1477.923895,1331983151
2000-02-25,1478.373639,1508.766469,1449.171139,1468.281285,1490.468121,1307977669
2000-02-26,1465.879615,1475.337137,1428.343368,1466.121712,1474.274698,980219982
2000-02-27,1498.896326,1474.853996,1460.276994,1461.717448,1467.851675,1271287358
2000-02-28,1471.734961,1499.227408,1432.170205,1450.417543,1495.26488,185554092
2000-02-29,1478.346939,1535.341217,1473.892969,1496.323851,1499.303478,1373715016
2000-03-01,1491.544784,1518.48911,1444.441849,1487.33865,1503.399,1159752981
2000-03-02,1482.607,1497.693414,1430.629323,1463.785629,1494.943706,1599233303
2000-03-03,1482.613676,1495.914574,1444.081077,1480.782283,1495.580857,251429983
2000-03-04,1474.516315,1498.174004,1438.983097,1454.954491,1472.715756,776083347
2000-03-05,1506.438194,1512.364507,1451.506902,1472.318754,1475.445907,74182739
2000-03-06,1499.664501,1506.156884,1433.023486,1471.122241,1476.156693,1542430512
2000-03-07,1494.610593,1496.540843,1472.788681,1490.946221,1495.220099,246332513
