sentence,label,idx
I'll work on it if I can.,1,725
Vote for yourself!,1,413
We relied above Leslie.,1,363
Some people consider noisy dogs dangerous.,1,665
They found the book on the atom.,1,270
It bothers me that John coughs.,0,100
I noticed the.,1,786
I bought it to read.,1,485
Did the child be in the school?,1,998
Anybody who attended last week's huge rally signed the petition.,1,55
Wind was gotten of a plot to negotiate an honorable end to the war in Vietnam.,0,451
Anson thought that himself was happy.,0,952
There was a felon elected to the city council.,1,476
The monkeys proud of their leader.,1,144
"Mary listens to the Grateful Dead, she gets depressed.",1,669
A pound was weighed by the book.,0,340
"I know which book José didn't read for class, and which book Lilly did it for him.",0,851
It was to to amuse us that Kim was singing that they wanted.,0,216
Tabs were kept on each agent by the other.,1,697
Susan frightens her.,1,568
The cat were bitten by the dog.,1,234
"The angrier Mary got, the more she looked at pictures.",1,946
"Tom will smoke the grass, and Reuben has the hash.",0,267
Mary wonders that Bill will come.,1,792
Packages drive easily to New York.,1,626
The storm arrived while the picnic.,0,863
We offered a job to her.,1,27
I wrote to Bill.,0,182
"The higher the stakes, the lower his expectations are.",1,957
"Clearly, John probably will immediately learn French perfectly.",1,471
"They're going to serve the guests something, but it's unclear what.",1,1030
the election of John president surprised me.,1,16
Terry delighted.,0,961
I have much of the manuscript left to type.,1,446
Nobody likes us.,1,615
Sentences some go on and on and on and on.,1,435
"He announced he had eaten the asparagus, but we didn't know what.",0,636
Penny skated around the rink.,1,149
Books were taken from each student and given to Mary.,1,587
We put the pigs in a pen.,1,959
A letter was received Jones would be upset by.,1,707
That acorn will grow into an oak tree.,1,503
The child put the toy on the table.,1,894
Who always drinks milk?,1,138
John was spoken by Mary to.,0,240
"I know that Meg's attracted to Harry, but they don't know who.",1,974
John's drum will always bother me.,1,583
The bird sing.,1,99
John tried to leave.,1,869
A job offered.,1,497
Leslie told us about us.,1,425
"Bill ate the peaches, and Harry did, too.",1,717
Drew believes I think Rosie loves magazine ads.,1,375
That Chris knew the answer occurred to Pat.,1,49
The person confessed responsible.,0,632
"That the cops spoke to the janitor about it yesterday is terrible, that robbery.",1,126
Which pictures of himself does John like?,1,741
"The more pictures of him that appear in the news, the more embarrassed John becomes.",0,864
the one with a red cover takes a very long time to read.,1,393
I dislike the person with whom we were talking.,0,289
It is to give up to leave.,1,508
The horse raced past the barn fell.,1,300
Chris was handed Sandy a note by Pat.,1,610
"John likes some students, but I don't know who.",1,164
The tank leaked the fluid free.,1,427
"Each of the performers came in, but were sitting so far back that we couldn't see who.",1,88
John grudgingly accepted judgments of his incompetence as an auto mechanic.,1,867
1 gave Mary after the party a book.,0,840
Books were taken from no student and given to Mary.,0,569
The book what inspired them was very long.,1,683
She can run an accelerator.,1,320
I mixed the sugar into the butter.,0,314
"Drowning cats, which is against the law, are hard to rescue.",1,842
Which king did you ask which city invaded?,1,499
"The more people you give beer to, the more people get sick.",1,195
This is the senator to whose mother's friend's sister's I sent the letter.,0,218
Chris was handed Sandy a note.,0,168
We appeared to them to vote for themselves.,1,631
"Bill ate the peaches, but Harry the grapes.",1,136
We think that Leslie likes us.,0,891
The fugitive lay motionless in order to avoid discovery.,1,974
It was the policeman met that several young students in the park last night.,0,358
A hundred men surrounded the fort.,0,466
"Tony sent Mo a picture that he painted, but it's not clear with what.",1,9
Lou forgot the umbrella in the closet.,0,604
The bucket was kicked by Pat.,1,917
John is sick.,1,914
The idea dismayed the Prime Minister that the Dome was dull.,1,511
Any trouble is what I don't want.,0,737
Which book did each author recommend?,1,60
The Dodgers beat the Red Sox and were beaten by the Giants.,0,433
It was expected by the reporters that the principal would fire some teacher.,1,801
Kim put in the box.,1,218
I dislike the people in whose house we stayed.,1,389
"I know that Meg's attracted to Harry, but they don't know who.",0,239
John was struck by Bill's idiocy.,0,678
I know a man who Tom drives as drives.,1,25
We expect there to will rain.,1,798
Was sunk.,1,521
The horse that was raced past the barn fell.,1,538
Marianne did not leave.,0,139
Chocolate eggs were hidden from every child by his mother.,1,315
Mary came to be introduced by the bartender and I also came to be.,1,178
Somebody apparently struck the unidentified victim during the early morning hours.,1,946
She voted for herself.,1,645
The child put the toy on the table.,1,600
On whom are you counting to incriminate himself?,1,114
"The administration has issued a statement that it is willing to meet a student group, but I'm not sure which one.",1,535
The cat were bitten by the dog.,0,560
I'm sure we even got these tickets!,1,739
Jack is the person with whom Jenny fell in love with.,0,228
Some people consider the dogs dangerous.,1,347
Heidi thinks that Andy should eat salmon flavored candy bars.,1,731
She talked to John or Mary but I don't know which one.,1,93
"I never know which papers Sandy has read, but I usually know how many.",1,278
I know the person whose mother died.,0,1
It was expected by the reporters that the principal would fire some teacher.,1,63
"Sandy is wondering whether there will be students who have to drop the class for a certain reason, but she won't reveal what.",0,710
They were taking a hard look at possible FTA.,1,188
John is aware of it that Bill is here.,1,880
A pilot could be flying this plane.,1,96
Pat is hate Chris.,1,312
Anson demonized David every day,1,697
"John, told Mary that it would be appropriate to leave together.",0,930
"With my parents as supportive as they are, I'll be in fine shape.",0,465
