sentence1,sentence2,label,idx
"Thus far , Stewart 's company appears ready to stand behind her .","Two Democrats , Sen. Charles Robb of Virginia and Wendell Ford of Kentucky , voted with the 40 Republicans .",1,3925
"In February 2000 , the officers — Kenneth Boss , Sean Carroll , Edward McMellon and Richard Murphy — were acquitted of all charges in the killing .",""" If necessary , I will support a constitutional amendment which would honour marriage between a man and a woman , codify that . """,1,730
""" It is probably not the easiest time to come in and take over the shuttle program , but then again , I look forward to the challenge , "" he said .",Palestinian Prime Minister Mahmoud Abbas must defend the record of his first 100 days in office before Parliament today as the death toll in the occupied territories continues to rise .,0,1765
"It will be followed in November by a third movie , "" The Matrix Revolutions . """,The Institute said dioxin levels in the environment have fallen by as much as 76 percent since the 1970s .,1,1086
"The euro was at 1.5281 versus the Swiss franc EURCHF = , up 0.2 percent on the session , after hitting its highest since mid-2001 around 1.5292 earlier in the session .","Ross Garber , Rowland 's legal counsel , said the governor would have no comment on the condo deal .",1,3338
They will help draft a plan to attack obesity that Kraft will implement over three to four years .,"The Midwestern center will focus on diagnosis , treatment and vaccines for anthrax , botulism , tularemia , hemorrhagic fever viruses and plague .",1,263
"The Justice Department Aug. 19 gave pre-clearance for the Oct. 7 date for the election to recall Gov. Gray Davis , saying it would not affect minority voting rights .","By skirting the FDA 's oversight , Eagan said the quality of the imported drugs is "" less predictable "" than U.S. drugs .",0,565
"The additional contribution brings total U.S. food aid to North Korea this year to 100,000 tonnes .",Xerox itself previously paid a $ 10-million penalty to settle the SEC accusations .,1,1530
"In the United States , heart attacks kill about 460,000 year , in Canada about 80,000 .",Gibson said in a June statement that he and his film are not anti-Semitic .,1,3894
""" I don 't know if the person I 'm talking to now may end up being someone else at another time that may not follow the rules , "" Parrish said .","Lay had refused to turn over the papers , asserting his Fifth Amendment right against self-incrimination .",0,2778
"The broad Standard & Poor 's 500 < .SPX > eased 0.37 of a point , or 0.03 percent , at 1,121 .","McBride characterized Novell 's move as "" a desperate measure to curry favor with the Linux community . """,1,3218
Lay had contended that turning over the documents would violate his Fifth Amendment right against self-incrimination .,"His wife said he was "" 100 percent behind George Bush "" and looked forward to using his years of training in the war .",0,3015
Its closest living relatives are a family frogs called sooglossidae that are found only in the Seychelles in the Indian Ocean .,"The Queens man arrested for allegedly threatening to shoot City Councilman Hiram Monserrate was held on $ 100,000 bail Saturday , a spokesman for the Queens district attorney said .",1,3026
"Mr Russell , 46 , a coal miner from Brisbane , said : "" They are obviously hurting , so we are basically going over there to help them . """,A Stage 1 episode is declared when ozone levels reach 0.20 parts per million .,1,3418
It 's been a busy couple of days for security gurus assigned to keep their companies safe and sound .,"Senior vice president Sara Fields said the airline "" will work professionally and cooperatively with all our unions . """,1,1605
