species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
Adelie,Torgersen,40.6,17.9,205,3850,FEMALE
Adelie,Torgersen,40.6,18.6,209,3868,FEMALE
Adelie,Torgersen,40.2,18.5,175,3890,MALE
Adelie,Torgersen,40.9,20.0,225,3243,FEMALE
Adelie,Torgersen,41.1,17.6,213,3752,FEMALE
Adelie,Torgersen,39.6,15.9,207,3548,FEMALE
Adelie,Dream,39.7,17.5,190,3739,MALE
Adelie,Dream,41.6,18.6,195,3459,FEMALE
Adelie,Torgersen,40.8,18.5,213,3660,FEMALE
Adelie,Torgersen,35.7,18.1,231,3810,MALE
Adelie,Dream,40.1,18.7,207,3150,FEMALE
Adelie,Dream,38.8,18.3,201,4716,MALE
Adelie,Dream,42.9,17.0,190,4249,MALE
Adelie,Dream,36.6,19.6,193,3295,MALE
Adelie,Biscoe,37.9,18.9,189,4643,FEMALE
Adelie,Biscoe,33.5,17.0,193,3667,FEMALE
Adelie,Torgersen,38.7,17.9,208,3044,MALE
Adelie,Dream,37.7,19.1,193,3453,MALE
Adelie,Torgersen,37.7,17.0,182,3603,MALE
Adelie,Biscoe,37.0,17.2,192,3589,MALE
Adelie,Torgersen,35.6,18.5,212,3611,FEMALE
Adelie,Dream,40.6,17.1,206,3795,FEMALE
Adelie,Dream,35.7,19.4,187,3719,MALE
Adelie,Dream,40.5,21.1,172,3958,MALE
Adelie,Biscoe,45.6,19.4,186,4239,FEMALE
Adelie,Dream,41.3,19.2,200,3318,FEMALE
Adelie,Biscoe,40.6,18.4,211,3676,MALE
Adelie,Biscoe,40.2,16.5,197,3226,FEMALE
Adelie,Biscoe,37.6,17.6,202,3377,MALE
Adelie,Dream,35.0,17.0,212,3178,FEMALE
Adelie,Torgersen,42.2,17.6,204,3164,MALE
Adelie,Dream,36.6,17.8,193,2991,MALE
Adelie,Dream,34.6,17.5,203,4518,FEMALE
Adelie,Biscoe,37.8,18.9,193,3029,FEMALE
Adelie,Biscoe,39.0,18.6,223,2912,MALE
Adelie,Dream,46.0,17.3,193,3884,MALE
Adelie,Torgersen,42.3,18.1,203,3484,MALE
Adelie,Dream,34.5,17.9,173,4181,MALE
Adelie,Torgersen,36.3,19.1,201,4214,FEMALE
Adelie,Biscoe,39.7,19.0,212,3055,MALE
Adelie,Biscoe,39.6,20.6,209,2833,MALE
Adelie,Torgersen,34.4,18.6,186,4130,FEMALE
Adelie,Biscoe,37.3,18.0,184,3852,MALE
Adelie,Torgersen,39.7,17.0,216,3601,FEMALE
Adelie,Torgersen,39.2,17.8,220,2967,FEMALE
