id,question,choices,answerKey
1,Which condition is associated with most warm fronts?,1,A
2,One 7.0 kg bowling ball is lifted to a storage shelf 1.0 m above the floor. A second 7.0 kg ball is lifted to a storage shelf 2.0 m above the floor. Which of the following best explains why the measured force of gravity on each ball is nearly identical?,2,A
3,"When a blue light is shone on a yellow banana, what color does the banana appear to be?",3,B
4,Genes are unable to determine a person's,4,D
5,The average rainfall in Nevada is about 7 inches per year. The most likely reason for the low amount of rainfall is the,5,C
6,Sam was listing the differences between a euglena and a paramecium. Which characteristic should not be on Sam's list?,6,D
7,Two elements in the same group on the Periodic Table of the Elements are most similar in their,7,C
8,"Acid rain has a pH below 5.6. This rain can damage soil, lakes, crops, and buildings. Acid rain is caused by all of the following except",8,A
9,One astronomical unit is the average distance between the Earth and the Sun. This unit is most often used to describe the distance between which two objects?,9,D
10,Charisma has a goldfish she keeps in a tank. She planted several underwater plants in the bottom of the tank. How are the goldfish and the plants in the tank similar?,10,B
11,"A perpetual motion machine is a theoretical device which, once started, continues to operate without any additional input of energy. Which statement describes why a perpetual motion machine is impossible to design?",11,A
12,Which action is most likely a learned behavior?,12,C
13,Which is a characteristic of a dog that is most likely a result of its environment?,13,A
14,The gametes of human males and females have the same number of chromosomes. Which best describes what happens to the chromosomes when typical male and female gametes combine to produce offspring?,14,B
15,Which energy resource is non-renewable?,15,C
16,Which invention would a culture living above the Arctic Circle most likely develop?,16,D
17,Which feature of some young birds helps them avoid becoming prey before they learn to fly?,17,C
18,"During a sporting event, a referee uses a whistle to alert the teams to start and stop playing. What causes the sound from the referee's whistle to travel in all directions?",18,C
19,"Drew knows that Earth is tilted on its axis. He also knows this tilt is responsible for the season that a region on Earth will experience. When the South Pole is tilted toward the Sun, what season will it be in Florida?",19,B
20,An old T-shirt can be ripped into smaller pieces and used as rags. An empty milk jug can be used to water houseplants. Both of these are examples of how,20,C
21,Which pair of elements has the most similar properties?,21,A
22,A wetland habitat can continue to support the birds and fish that live there if people ___.,22,B
23,"If there is a great deal of precipitation occurring in a short time, which process in the water cycle will be affected first?",23,A
24,"What most likely happens when a cold air mass comes into contact with a warm, moist air mass?",24,D
