date,open,high,low,close,adjclose,volume
2000-01-03,1457.613774,1490.441839,1429.019513,1446.566084,1480.634272,1216433243
2000-01-04,1472.757307,1506.19453,1464.024679,1465.296789,1467.331898,82375584
2000-01-05,1432.882071,1480.963116,1415.72418,1445.103952,1468.318512,689645542
2000-01-06,1462.522696,1488.113525,1435.819477,1441.176067,1460.944107,789187630
2000-01-07,1468.194024,1481.650772,1428.282302,1437.4144,1464.264291,1286893536
2000-01-08,1467.368943,1485.505055,1433.164041,1433.290548,1459.935123,23965240
2000-01-09,1479.774674,1499.658932,1413.986837,1467.647178,1477.360766,159045376
2000-01-10,1458.12604,1489.669223,1441.549785,1446.473991,1452.724301,1370340771
2000-01-11,1474.497784,1478.958457,1414.691347,1448.940127,1475.045195,1291056552
2000-01-12,1458.648494,1489.642138,1426.844537,1475.989877,1484.148952,440149527
2000-01-13,1457.77496,1503.4999,1435.974913,1452.416733,1455.163712,1509677923
2000-01-14,1470.431638,1476.164436,1451.672329,1455.278841,1475.427737,45725476
2000-01-15,1474.022285,1488.957768,1434.792678,1462.577767,1471.389597,754708151
2000-01-16,1486.474379,1504.50385,1458.302761,1477.002386,1481.516879,194760103
2000-01-17,1478.223841,1494.770083,1418.065732,1434.513182,1439.620557,948250389
2000-01-18,1473.103571,1484.783977,1440.782498,1456.172503,1479.56948,1512930000
2000-01-19,1458.386727,1487.503727,1424.962948,1433.872549,1462.897941,586763096
2000-01-20,1474.647691,1506.163335,1435.283868,1440.626364,1447.635171,574579465
2000-01-21,1482.822299,1510.215135,1423.983001,1449.633482,1470.109734,1023798825
2000-01-22,1465.310036,1488.69897,1440.145557,1447.773105,1474.642866,487486552
2000-01-23,1472.908483,1490.086119,1427.503819,1439.987166,1444.107734,1014357789
2000-01-24,1451.967117,1504.814542,1443.444135,1447.247611,1466.483006,542650883
2000-01-25,1462.527543,1495.772317,1434.132022,1441.279652,1452.914868,1898160192
2000-01-26,1464.853253,1471.59999,1439.541622,1454.000732,1454.840288,42703616
2000-01-27,1477.238848,1500.282037,1440.937809,1471.131318,1485.090454,1651366596
2000-01-28,1483.629371,1500.95271,1439.700601,1450.690548,1468.013746,305411934
2000-01-29,1465.319407,1489.692128,1456.222989,1456.992788,1471.838525,1473291994
2000-01-30,1503.542573,1511.866988,1446.329945,1448.494885,1463.758525,1162482778
2000-01-31,1474.899318,1502.091006,1447.917428,1462.441462,1487.204691,1631167917
2000-02-01,1485.414518,1488.100611,1443.404685,1471.378497,1487.50823,1405201009
2000-02-02,1468.688472,1478.060682,1445.387608,1448.208388,1476.5936,1724884923
2000-02-03,1465.820148,1455.018162,1441.987163,1447.500434,1453.945873,1227910666
2000-02-04,1479.499565,1489.487265,1453.047817,1453.461382,1469.830753,0
2000-02-05,1494.670947,1506.433147,1443.221108,1477.307364,1498.752454,652446792
2000-02-06,1490.29371,1517.727329,1440.209591,1477.486791,1491.790012,2343585675
2000-02-07,1462.392068,1494.126105,1424.037826,1432.792754,1476.613831,0
2000-02-08,1501.008647,1515.774044,1436.058034,1455.841635,1463.95653,2212392732
2000-02-09,1459.409227,1489.170861,1423.920379,1442.476941,1483.772977,1981595291
2000-02-10,1494.604843,1509.318274,1452.278444,1476.026677,1479.743906,699404328
2000-02-11,1488.567703,1515.571892,1436.609591,1469.612533,1499.170068,1152292661
2000-02-12,1467.352005,1492.617388,1462.971416,1473.126266,1481.901032,0
2000-02-13,1481.410706,1486.690151,1445.821837,1466.93382,1481.408607,630876984
2000-02-14,1462.696388,1534.94127,1442.892931,1472.36433,1514.604175,1605561106
2000-02-15,1482.319069,1482.677826,1415.337503,1428.964308,1469.582319,1537851921
2000-02-16,1472.530826,1511.463862,1455.805174,1477.032804,1486.459161,744677773
2000-02-17,1490.716521,1511.664045,1457.006346,1473.573073,1500.29919,895321386
2000-02-18,1491.154782,1495.963954,1453.994602,1462.488325,1475.140864,1395478194
2000-02-19,1466.127664,1488.583791,1449.353876,1458.540548,1467.120253,805907885
2000-02-20,1488.706456,1503.538417,1466.399663,1468.408813,1491.886624,987638285
2000-02-21,1491.67917,1497.046272,1456.040469,1486.710067,1486.992748,1186638449
2000-02-22,1475.027124,1495.517521,1456.663875,1466.013582,1485.679391,967061119
2000-02-23,1490.811546,1502.829421,1436.465991,1467.493181,1488.52856,911332339
2000-02-24,1471.620345,1503.183679,1420.716539,1438.602614,1490.254738,1133627278
2000-02-25,1462.883167,1512.296944,1433.87452,1468.177924,1486.380306,142535463
2000-02-26,1505.60097,1517.094073,1466.570812,1476.707305,1480.475065,559534807
2000-02-27,1486.328088,1508.140236,1466.579173,1470.239469,1489.0498,441628023
2000-02-28,1489.129746,1501.819543,1450.282053,1457.801093,1460.041481,1088278068
2000-02-29,1469.483619,1498.488653,1434.805415,1483.09599,1495.570277,663892701
