sentence1,sentence2,label,idx
"If you arecomming from the non-linguistics environment, the best book is to start with Is Fromkin, Introduction to language.",A brown horse in a green field.,0.583916884774628,1163
An older Asian couple poses with a newborn baby at the dinner table.,Nigella Lawson 'took cocaine every day for a decade',4.108967151314616,1466
"The farther away, the faster the galaxies move away from us.",A brown dog and two black dogs in an overgrown grassy field.,1.953980281593759,1349
"Mr. Heatley, who suffered a broken jaw and torn knee ligaments, faces several charges.",One general key to not feeling dejected is to avoid comparing yourself to others.,0.538483300335302,905
A man doing a wheelie on a mountain bike.,"The AAVSO data seems to indicate that it might have already peaked, at around 10.5 (visual).",3.735107911767418,1134
Cats (and all animals in general) do not understand the concepts of order or tidiness.,According to a statistical estimation I know roughly 7000 words in English.,4.504391525201221,1058
Deaths confirmed after helicopter crashes into Scottish pub,A blue moped parked on the sidewalk.,3.293185089855144,120
Some cyclists stop near a sign.,There are many arguments for why this is not the case.,0.519458675173722,662
Three dogs playing in the snow.,A woman wearing a white shirt stands on the street.,4.757073111959439,161
"These are interesting studies, but the bottom line is: yes, environment affects cognitive abilities.",Egypt prepares to bury Coptic Pope Shenuda III,2.605627865477578,1490
"Two astronomers surveying the region around Jupiter have detected 20 new moons, bringing the giant planet's total to 60.",A grey cat laying on a dining table.,2.442678141731723,214
The Securities and Exchange Commission has also initiated an informal probe of Coke.,"First, let me say I've no experience doing battle with Bermuda grass.",1.891187819360751,859
"Obama, Hollande Hail Transformed US-French Relationship",Several men running down a grass field wearing numbers on the front of their shirts.,2.044471667765048,291
There are four snowboarders going off a jump and that are in the air.,A tan dog is lying on a couch and has its head on a white pillow.,0.04254417742049,467
Egypt arrests Muslim Brotherhood leader Badie,Lady in a pink Tinkerbell jacket stands next to the railing and looks out at the water.,0.659121708442203,1053
"The short answer is: we are made from the ""stuff"" contributed by many stars.",A jockey rides a horse at a gallop.,2.301998876077677,1357
The WHO experts didn't say how many cases in Hebei were in rural areas.,The woman is on her way to a date.,2.579698065185684,460
"The time was about 4 a.m. on March 18, just hours before the first pinpoint missiles rained down on the capital.",Iranians “confess” to nuclear scientist murders,3.594043497965705,985
The WHO says the latest case does not fit its profile of SARS and is not a public health concern.,US drone strike kills 8 in NW Pakistan,2.683171128125178,603
"Freeman's civil hearing may be, on the surface, about a driver's license.",It is true that bombs in World War II would make a whistling sound as they fell.,3.56282930069702,1484
The cook is kneading the flour.,The women are preparing dinner in their kitchen.,0.627861679618447,375
Pick them as soon as they are as ripe as you want them.,"Without delving into an in-depth analysis of Atlantis and Universe, I'll try and be as succinct as possible.",1.100286890637772,354
A woman puts flour on a piece of meat.,Your own theory is bad because it seems to follow from a Lamarkian interpretation of evolutionary theory.,0.391527798542756,142
"It is possible, but it will have to be a docile female betta and a bigish tank.",I am not sure if you can open a bank account in France if you are not a resident.,3.517156099206558,620
If a statement is not provable an inconsistency or self-contradiction may or will develop that invalidates the system.,Manchester United owner Malcolm Glazer dies at 85,0.240532110499829,320
"Remember, from the Fleet's point of view, the rest of the galaxy is what's moving and experiencing time dilation.",Inclusion is the act of including and exclusion is the act of excluding.,2.186114388037164,1491
David Weber's The War God's Own has some lengthy travel scenes in it which he does quite well.,A person draws on a dollar bill.,1.081014606751345,49
The room used for defecation is almost always referred to by euphemism.,I agree with others that tracking your time is fundamental to the solution.,0.503725594608475,1493
Two white dogs are walking through deep white snow.,"Breed Zebra Danios are extremely hardy fish, they are almost difficult to kill.",2.592069309650499,657
The room used for defecation is almost always referred to by euphemism.,A man is playing a trumpet.,1.336854298663756,1207
"As per FIFA's ""Equipment Regulations"", Section 22, only the goalkeeper is permitted to wear a cap.","""I'm absolutely confident we're going to have a bill,"" Frist, R-Tenn., said Thursday.",3.322492547653831,922
A black and white dog is running in a grassy garden surrounded by a white fence.,"In November, Jeffrey Brabakow, the chief executive at the time, said the company used aggressive pricing to get higher payments for the sickest Medicare patients.",2.39407922168108,1265
A group of people are at a convention waving American flags.,New York police officer critically wounded in hatchet attack,1.751003135056692,1401
Q: What is the reason for people to implicitly trust their peers in extreme (or not) situations?,Freed Pussy Riot pair stir up anti-Putin protests,0.575769125632103,1062
A man and a woman on a bench.,The gate is yellow.,3.338806547749762,821
Green Lantern to be reintroduced as gay by DC Comics,A bird is bathing in a sink.,0.185985680750262,551
"First of all, as a general matter of fact you suppose to change your workout routine in every 3-4 weeks.",Chinese president arrives in Argentina for state visit,0.173067009810067,530
"There are trains via Knin, which means a large detour inland (there just isn't a coastal line).",Two Asian men are gathering materials for their business and their child had to come with them.,0.87121213962691,821
Black domestic cat lying on brown table.,US decries Pakistan doctor's fate,0.221873559135852,1094
Nearly all countries grew quickly in the 1950s and 1960s for pretty much the same reasons.,A laptop and a PC at a workstation.,0.196289041616027,436
"Annan, UN chief call on Security Council to act on Syria",Rocket fired from Gaza damages home in Sderot; none hurt,0.246162815534902,1298
"Yes, dull dialog should be removed completely (or transformed to interesting dialog).",A man is playing a flute.,0.742641080137129,823
Syria in ceasefire observers call,"First, the turtles are eating the fish because fish are food, not friends.",2.877048867842912,599
A puppy plays with a plastic container.,A man is talking.,3.409094367998378,205
A baby is crawling happily.,Fartlek is not more effective than any proper interval training - just more fun!,2.780471933333226,1291
France cleared to impose controversial 'millionaire tax',"I noticed you said ""movie critics"" enjoy mythological references in a film, but do audiences?",1.209142476754345,1116
"The governor is going to Jackson, where 13 of the state's 16 fatalities were reported.",A woman is slicing something.,1.497119014111406,215
A dog and a red ball in the air.,Margaret Thatcher dies at 87,2.089228256013953,449
Stocking is very subjective to the specific inhabitants as well as the setup and your aquarium experience.,An older child is playing with a doll while gazing out the window.,3.04322234812114,521
A woman is slicing a big pepper.,Two dogs running along dirt path.,2.187692267361784,1347
"Barbini said the union may reach a compromise with the United States but it wants a system for labeling such foods, something the industry successfully fought here.",A brown dog and two black dogs in an overgrown grassy field.,1.774710881327663,1204
A woman peels a potato.,"In my experience, when the final production will be in sRGB, use that color profile from start to finish.",3.430320311856536,1115
A man helps a boy ride a bike.,At least 150 dead as strong quake hits southwest Balochistan,0.188615266152913,1073
There is a very full description of the various types of hormone rooting compound here.,The USSR growth rate during the 50's was not exceptionally high.,4.747434568910859,210
A woman is cooking meat.,A man is on a roof dancing.,0.375258582466357,290
As part of a restructuring Peregrine sold its Remedy help desk software unit last year to BMC Software Inc.,A black dog is running through the grass carrying something red in its mouth.,4.767564652732417,1260
Two brown horses standing in grassy field.,Two vehicles are going towards the camera.,1.241770765063203,281
"Freezing motion generally requires one, maybe two things: fast shutter speed, and flash at the right time.",Kerry Calls On UN Security Council to Act on Syria,2.87503454232158,409
"For the entire season, the average five-day forecast track error was 259 miles, Franklin said.",The big white dog is running in the grass.,4.719197156629111,1051
A slow lori walks around.,Look at this: http://www.capewrathtrail.co.uk/ You could do it in stages.,2.826452522770369,36
"Syrian forces hit mosque with barrel bomb, kill 5",A boy with an oar walks out of the surf and onto a beach.,2.394899225848709,590
The new research will be published soon in the Proceedings of the National Academy of Sciences.,A slow loris is eating.,2.751214740132413,882
The brown dog is laying down on a blue sheet.,The two women are playing a game.,0.590788593602843,1192
A man is cleaning a fish on a kitchen counter.,Two dogs running through a grassy field.,2.072286277455611,590
"Sirius carries National Public Radio, although it doesn't include popular shows such as ""All Things Considered"" and ""Morning Edition.""",Police: 19 hurt in NOLA Mother's Day shooting,2.423921325944469,157
A child is playing a computer game.,A person is burning cameras.,0.759782845452325,1341
A man dressed in black wearing a hat and glasses in front of a red wall.,A man is dancing in the rain.,0.609523186893173,1140
A kitchen with wood cabinets and dining table.,The issue is that it never becomes useful in its true meaning.,3.866459070132293,864
a skateboard performs a trick off a quarter pipe.,"Stars are rotating, but that's not the cause for their stability.",2.777847029996494,846
A person drops a camera down an escelator.,A man is speaking.,3.11910600940451,806
The child would like to swim.,"The security personnel performed ``well within standards'' and the two staff aides were ``very sorry all this happened,'' Gainer said.",3.914061461536918,1461
Blond woman in a tunnel.,A person is playing a guitar.,3.76446074820148,1318
People are playing cricket.,"Pakistani Taliban 'elect new chief', vow 'unprecedented' revenge",2.625946430221089,1294
The reason for this is that Russian is a much more tonal language than English.,US Senate Confirms Janet Yellen as New Central Bank Chief,4.852810418628076,1460
Jordan Opens First Tent Camp for Syrian Refugees,"""It got up on his personal radar screen in the past week, and I had to get my pitch.",4.954130607372584,1027
"In two weeks, he'll probably send out Peace Rules in the Preakness.",Israel blames Iran for attacks on its diplomats,2.100203788314561,1374
My experience is that a normal taxi is always cheaper.,Three people are walking a dog.,1.450081856211815,685
A player bounces a ball.,"Mr. Bush did not discuss this when he issued a brief statement yesterday thanking the commission for its work, and saying, ""Our journey into space will go on.""",3.3662470968676,237
"4 killed, 6 injured in attacks in Iraq",Romney taped at secret donor talk,1.385627981381849,993
Protesters clash with police in Caracas,A little girl is walking down a hallway.,0.069372197020776,1206
Ukrainian President Leonid Kuchma today cut short a visit to Latin America as a bitter border wrangle between Ukraine and Russia deteriorates further.,"It is fairly simple to understand, somewhat harder to referee.",0.630733298211499,163
A man plays the guitar.,"There are 2 problems with the viewpoint you presented in the question, which explain the seeming contradiction.",0.946666058124015,1201
Soggy solstice: Stonehenge gets soaking,Two boys are riding on a toy with a blonde girl running long side of them.,3.658259533199798,840
"Clinton: US, Europe must do more against tyrants",A teenager talks to a girl over a webcam.,2.867511499375324,716
"Bush turned out a statement yesterday thanking the commission for its work, and said, ""Our journey into space will go on.""","""The other guy, he's ashamed of his party, and I don't blame him.",0.687697400552048,1001
Venezuela's Chavez in Cuba for 3rd anti-cancer treatment,As others have said if you want to get to Split the best public transport offering is by bus.,3.087886956896771,1024
An embolism in a medical context refers to any large moving mass or defect in the blood stream.,A man and two boys are bouncing on a trampoline.,3.46843301874329,260
A baby rhino is walking around his pen with his mother.,Two dogs play in the snow.,4.777062245915204,613
Security tightens for Thatcher funeral,"There is a very good reason not to refer to the Queen's spouse as ""King"" - because they aren't the King.",0.740709154722515,430
A woman is slicing a potato.,From an article entitled Can You Call a 9-Year-Old a Psychopath?,2.310926045877773,402
A black dog lays in the sand.,1 Killed in Bangladesh Protest,3.051631829412175,973
A red bird and four other birds sitting in the snow.,A grey cat laying on a dining table.,0.077187676794237,1291
An elderly Asian couple pose with a yawning baby at a dinner table.,There is a young boy with the woman.,2.247824114475032,929
So it's important to have a basic understanding before you even get on skis.,two young girls holding each other on the grassy ground,0.72373745936352,1099
"Given that the amount of shedding is normal, I don't think there's anything you can do to lessen it.",Israeli lawmakers call for internal probe into case of Prisoner X,3.681668740357056,872
A small blond boy slides head first down a blue playground slide toward another blond youth.,"Trans fats are created when vegetable oil has been partially hydrogenated, solidifying it and increasing the shelf life of certain products.",0.11690470387695,890
I've never adjusted the length of time based on number of eggs.,"Early Monday, insurgents threw a homemade bomb at a U.S. convoy in northern Baghdad, killing an American soldier.",3.191441255685346,785
Chinese lunar rover lands on moon,The cat tried to eat the corn on the cob.,2.975693464107011,1034
The rollerblades are moving.,Israel press bemoans price of talks resumption,1.657704179256772,740
Scores Killed In Egyptian Protests,A man on a boat getting ready to pull in his net to see what he caught.,4.072738330645845,1170
"The last time the survey was conducted, in 1995, those numbers matched.",Israel blames Iran for attacks on its diplomats,1.67076196955515,1092
"She obviously has a legit excuse, although she could have been more responsible and ""have"" told you in advance.",FAA lifts ban on U.S. flights to Israel,3.463839398101657,990
Ukrainian Prime Minister Azarov and entire government resign,Police disperse east China chemical plant protesters,1.004164821042622,1153
The best approach is play with your cat each night in the evening before bedtime.,"The 14-year-old national spelling finalist who attends school in Belmont, N.C., got a word that sounded like ""zistee"" during competition Wednesday.",2.058443936148224,1317
A man with a hard hat is dancing.,"Stars are rotating, but that's not the cause for their stability.",2.300628872800284,1431
Rosberg emulates father with Monaco win,Israel Police Clash With Palestinians in Jerusalem,2.900122935108285,1429
"As I understand it, nothing that can be changed, or broken down into smaller parts is inherently real.","The U.S. women, who are defending champions, will play on Sept. 25 in Philadelphia and conclude group competition on Sept. 28 in Columbus, Ohio.",1.794367780989183,812
This dog is jumping through the water.,Two dogs face off of each other on the grass.,0.222828369480443,235
The blaze then spread to several surrounding structures on the property and destroyed them.,"Most style guides recommend against using the slash in phrases like “X and/or Y”, as well as  “this is hard/impossible to do”.",0.254378146373107,820
"Many people are on the beach, near a building with flags flying.",A pink bicycle is in front of a building.,0.886541618147314,451
Malawi confirms president's death,A girl dances like a man in costume,3.309783661704777,860
A little boy is drinking from a juice packet.,"Shares of BioReliance sold at $47.98 at the close of market yesterday, down 2 cents.",3.409432183741816,519
Pranab stresses need to strive for peace by nations,A dog jumps through a hoop.,3.327463494955537,1488
"As an complement to the other answers, let me address the question of why planets tend towards tidal locking.","I haven't tried storing tomato seeds myself, but I have tried to store pepper seeds (and they are closely related).",4.135110231293889,1147
Three people stand in an outdoor glass structure.,The soccer player gave the ball a high kick.,3.853486665997835,680
"Sources say agents confiscated ""several"" documents he was carrying.",The form insofar is American English; the standard form in British and other English is 'in so far'.,3.259906219662168,920
FRIENDS of Robert De Niro yesterday rallied around him after he was diagnosed with prostate cancer.,A man is beating two eggs in a bowl with a fork.,0.741273273324985,1101
New World Trade Centre tallest building in US,Residents return to Texas blast site,4.492082507301319,208
The man is aiming a gun.,The back of a sign with stickers on.,3.716289026710165,279
Iran backs proposal for meeting on Syria conflict,The back of a sign with stickers on.,0.009030267417531,1155
1 person killed in sectarian clashes in Lebanon,A man is tracking in the wood.,4.912406442859972,941
It is not recommended to use greywater on vegetables that you will eat directly.,"I understand that the first 3 days are the most important, so much so it is vital you do it then.",1.777919820902422,336
Obama is right: Africa deserves better leadership,Annan urges end to Syrian violence,4.48392999947856,863
A group of people in boats racing towards the shore.,Salvador Dali painting snatched from New York gallery,4.21171713153276,662
US senators penalize Pakistan for jailing doctor who aided CIA,"Volkswagen's ""gesture of goodwill"" to diesel owners",4.039558339185821,849
A person is mixing a pot of rice.,That is up from $1.14 billion during the same quarter last year.,2.349433738802524,1122
Both papers are being published today in the New England Journal of Medicine.,"In real-world combat, most fire is used to suppress the enemy, not kill them.",4.759532561583235,208
"4 killed, 6 injured in attacks in Iraq","Sirius recently began carrying National Public Radio, a deal pooh-poohed by XM because it doesn't include popular shows like All Things Considered and Morning Edition.",3.238800004207938,578
A person is boiling soup.,London Marathon observes silence for Boston victims,2.204546140074379,330
The part of economics that is most like physics is called microeconomics.,"On Tuesday, a Florida appeals court again refused to block removal of the tube.",0.574029447960035,579
Syria in ceasefire observers call,"For completeness, Apple's Pages has quite a few nice poster layouts.",3.830864419962846,1093
