AAPL_x,AAPL_y
2014-01-02,75.24566802
2014-01-03,76.68163156
2014-01-04,77.27277551
2014-01-05,77.32107548
2014-01-06,77.76754621
2014-01-07,77.24910372
2014-01-08,82.09979662
2014-01-09,78.19720364
2014-01-10,77.65656974
2014-01-11,80.1709186
2014-01-12,79.98389249
2014-01-13,79.43176431
2014-01-14,78.43577636
2014-01-15,81.02842841
2014-01-16,80.09010078
2014-01-17,80.775594
2014-01-18,79.15943223
2014-01-19,82.65245709
2014-01-20,81.87713981
2014-01-21,82.98396202
2014-01-22,82.30685708
2014-01-23,83.47747061
2014-01-24,78.25336983
2014-01-25,83.21867975
2014-01-26,82.26802306
2014-01-27,82.02557589
2014-01-28,81.90067902
2014-01-29,81.81423202
2014-01-30,82.1789226
2014-01-31,81.51894247
2014-02-01,84.63266885
2014-02-02,84.03250793
2014-02-03,83.17966008
2014-02-04,82.55827084
2014-02-05,83.00714988
2014-02-06,83.71004915
2014-02-07,82.83519941
2014-02-08,83.06024554
2014-02-09,83.05480031
2014-02-10,86.23517378
2014-02-11,82.13177494
2014-02-12,86.35418726
2014-02-13,85.57359371
2014-02-14,86.68234136
2014-02-15,86.37895747
2014-02-16,89.49421172
2014-02-17,87.76235982
2014-02-18,88.11301846
2014-02-19,88.38373701
2014-02-20,84.38997311
2014-02-21,87.83196018
2014-02-22,87.94116492
2014-02-23,88.39156729
2014-02-24,89.26918803
2014-02-25,88.92980471
2014-02-26,88.09165783
2014-02-27,86.30617409
2014-02-28,88.1755093
2014-03-01,88.90834397
2014-03-02,89.39933755
2014-03-03,87.44943299
2014-03-04,88.52567487
2014-03-05,88.51366211
2014-03-06,90.0223451
2014-03-07,90.51550224
2014-03-08,90.80188312
2014-03-09,90.13673822
2014-03-10,90.38898733
2014-03-11,89.64523325
2014-03-12,91.10147606
2014-03-13,90.57128555
2014-03-14,90.75149261
2014-03-15,92.36386469
2014-03-16,90.21309481
2014-03-17,90.68807665
2014-03-18,94.7217822
2014-03-19,92.54109567
2014-03-20,92.83862565
2014-03-21,91.28532844
2014-03-22,91.4673675
2014-03-23,92.95242523
2014-03-24,93.11591068
2014-03-25,91.24591342
2014-03-26,93.70359266
2014-03-27,90.68611125
2014-03-28,93.54766295
2014-03-29,90.21912484
2014-03-30,94.42142989
2014-03-31,92.93611254
2014-04-01,94.39760457
2014-04-02,95.08349814
2014-04-03,94.56468707
2014-04-04,93.93749127
2014-04-05,95.37951509
2014-04-06,93.77449289
2014-04-07,97.16100229
2014-04-08,95.4360444
2014-04-09,97.91295277
2014-04-10,93.35890116
2014-04-11,94.64928568
2014-04-12,95.68707742
2014-04-13,96.77095724
2014-04-14,96.73398945
2014-04-15,94.72655833
2014-04-16,96.23530665
2014-04-17,98.50644128
2014-04-18,94.73272441
2014-04-19,98.61000082
2014-04-20,96.07548166
2014-04-21,98.23330642
2014-04-22,98.04375093
2014-04-23,96.33062089
2014-04-24,96.72721827
2014-04-25,96.79583776
2014-04-26,99.19289811
2014-04-27,98.77713303
2014-04-28,97.87613247
2014-04-29,98.99452906
2014-04-30,100.44158206
2014-05-01,99.99766761
2014-05-02,99.09731167
2014-05-03,98.00836205
2014-05-04,99.67795471
2014-05-05,98.3069769
2014-05-06,99.47634117
2014-05-07,99.35457852
2014-05-08,99.98271958
2014-05-09,101.52397037
2014-05-10,103.97117746
2014-05-11,100.86657742
2014-05-12,100.38569678
2014-05-13,101.87605513
2014-05-14,100.7991977
2014-05-15,101.04277698
