Date,Price
1914-12-01,62.83
1914-12-31,62.09
1915-01-30,43.68
1915-03-01,60.85
1915-03-31,69.07
1915-04-30,67.37
1915-05-30,50.43
1915-06-29,51.86
1915-07-29,40.91
1915-08-28,53.74
1915-09-27,57.21
1915-10-27,68.21
1915-11-26,79.89
1915-12-26,61.85
1916-01-25,78.11
1916-02-24,70.01
1916-03-25,73.82
1916-04-24,96.04
1916-05-24,68.84
1916-06-23,91.32
1916-07-23,84.67
1916-08-22,55.81
1916-09-21,80.56
1916-10-21,66.69
1916-11-20,93.06
1916-12-20,84.14
1917-01-19,68.05
1917-02-18,77.23
1917-03-20,74.69
1917-04-19,97.21
1917-05-19,79.89
1917-06-18,93.46
1917-07-18,87.75
1917-08-17,104.69
1917-09-16,86.11
1917-10-16,83.27
1917-11-15,91.83
1917-12-15,110.66
1918-01-14,95.66
1918-02-13,108.35
1918-03-15,114.34
1918-04-14,111.6
1918-05-14,94.77
1918-06-13,119.84
1918-07-13,91.56
1918-08-12,94.61
1918-09-11,113.37
1918-10-11,114.08
1918-11-10,119.06
1918-12-10,125.89
1919-01-09,109.25
1919-02-08,128.19
1919-03-10,125.59
1919-04-09,120.1
1919-05-09,146.66
1919-06-08,129.45
1919-07-08,122.68
1919-08-07,107.71
1919-09-06,122.93
1919-10-06,114.9
1919-11-05,119.69
1919-12-05,134.49
1920-01-04,111.21
1920-02-03,125.16
1920-03-04,133.68
1920-04-03,130.82
1920-05-03,140.51
1920-06-02,125.34
1920-07-02,111.31
1920-08-01,140.46
1920-08-31,137.49
1920-09-30,143.31
1920-10-30,163.81
1920-11-29,147.17
1920-12-29,159.45
1921-01-28,115.4
1921-02-27,122.74
1921-03-29,140.16
1921-04-28,134.95
1921-05-28,124.54
1921-06-27,129.83
1921-07-27,130.36
1921-08-26,148.23
1921-09-25,136.8
1921-10-25,146.2
1921-11-24,138.05
1921-12-24,152.03
1922-01-23,179.66
1922-02-22,135.79
1922-03-24,166.8
1922-04-23,157.51
1922-05-23,158.16
1922-06-22,147.54
1922-07-22,150.57
1922-08-21,170.83
1922-09-20,157.96
1922-10-20,166.5
1922-11-19,156.33
1922-12-19,139.28
1923-01-18,164.56
1923-02-17,173.32
1923-03-19,176.68
1923-04-18,173.39
1923-05-18,189.86
1923-06-17,158.76
1923-07-17,178.12
1923-08-16,202.12
1923-09-15,185.24
1923-10-15,172.67
1923-11-14,180.6
1923-12-14,169.96
1924-01-13,175.54
1924-02-12,168.37
1924-03-13,197.86
1924-04-12,174.24
1924-05-12,183.73
1924-06-11,224.66
1924-07-11,180.02
1924-08-10,205.02
1924-09-09,215.83
1924-10-09,193.7
1924-11-08,187.28
1924-12-08,218.63
1925-01-07,166.75
1925-02-06,208.05
1925-03-08,193.78
1925-04-07,190.26
1925-05-07,169.08
1925-06-06,201.83
1925-07-06,190.85
1925-08-05,205.54
1925-09-04,202.25
1925-10-04,204.32
1925-11-03,202.27
1925-12-03,206.44
1926-01-02,212.0
1926-02-01,208.06
1926-03-03,211.26
1926-04-02,198.21
1926-05-02,199.2
1926-06-01,211.36
1926-07-01,216.92
1926-07-31,210.94
1926-08-30,200.12
1926-09-29,217.12
1926-10-29,233.9
1926-11-28,210.24
1926-12-28,210.12
1927-01-27,199.83
1927-02-26,245.94
1927-03-28,218.74
1927-04-27,210.56
1927-05-27,236.59
1927-06-26,219.59
1927-07-26,240.91
1927-08-25,233.9
1927-09-24,214.02
1927-10-24,227.43
1927-11-23,242.93
1927-12-23,249.29
1928-01-22,268.35
1928-02-21,242.71
1928-03-22,227.16
1928-04-21,235.03
1928-05-21,232.51
1928-06-20,237.61
1928-07-20,258.82
1928-08-19,253.88
1928-09-18,238.2
1928-10-18,257.73
1928-11-17,262.95
1928-12-17,238.98
1929-01-16,269.48
1929-02-15,234.21
1929-03-17,242.24
1929-04-16,263.67
1929-05-16,236.04
1929-06-15,226.32
1929-07-15,274.06
1929-08-14,251.23
1929-09-13,260.64
1929-10-13,254.55
1929-11-12,275.84
1929-12-12,276.0
1930-01-11,258.22
1930-02-10,268.89
1930-03-12,267.95
1930-04-11,286.31
1930-05-11,271.89
1930-06-10,281.71
1930-07-10,279.89
1930-08-09,266.73
1930-09-08,295.16
1930-10-08,282.19
1930-11-07,266.24
1930-12-07,300.81
1931-01-06,267.71
1931-02-05,281.68
1931-03-07,265.07
1931-04-06,281.52
1931-05-06,261.53
1931-06-05,285.09
1931-07-05,267.09
1931-08-04,270.46
1931-09-03,282.62
1931-10-03,286.05
1931-11-02,275.46
1931-12-02,290.61
1932-01-01,294.03
1932-01-31,275.52
1932-03-01,287.49
1932-03-31,300.68
1932-04-30,289.85
1932-05-30,297.29
1932-06-29,305.38
1932-07-29,305.84
1932-08-28,304.52
1932-09-27,313.3
1932-10-27,310.93
1932-11-26,319.55
1932-12-26,308.65
1933-01-25,313.71
1933-02-24,326.35
1933-03-26,303.11
1933-04-25,304.54
1933-05-25,306.69
1933-06-24,320.88
1933-07-24,271.93
1933-08-23,302.57
1933-09-22,299.62
1933-10-22,297.84
1933-11-21,331.43
1933-12-21,291.7
1934-01-20,315.23
1934-02-19,313.54
1934-03-21,319.87
1934-04-20,338.94
1934-05-20,328.29
1934-06-19,309.97
1934-07-19,322.63
1934-08-18,330.17
1934-09-17,339.77
1934-10-17,336.92
1934-11-16,328.4
1934-12-16,328.0
1935-01-15,343.67
1935-02-14,337.48
1935-03-16,342.03
1935-04-15,329.12
1935-05-15,335.72
1935-06-14,323.83
1935-07-14,344.91
1935-08-13,334.95
1935-09-12,344.37
1935-10-12,344.19
1935-11-11,348.01
1935-12-11,305.85
1936-01-10,347.84
1936-02-09,343.98
1936-03-10,368.97
1936-04-09,326.94
1936-05-09,328.02
1936-06-08,370.34
1936-07-08,362.8
1936-08-07,347.08
1936-09-06,352.56
1936-10-06,343.26
1936-11-05,329.55
1936-12-05,378.71
1937-01-04,369.54
1937-02-03,356.43
1937-03-05,389.39
1937-04-04,369.61
1937-05-04,339.77
1937-06-03,368.25
1937-07-03,374.1
1937-08-02,366.51
1937-09-01,363.07
1937-10-01,370.19
1937-10-31,376.75
1937-11-30,394.59
1937-12-30,385.53
1938-01-29,394.56
1938-02-28,375.52
1938-03-30,372.79
1938-04-29,368.08
1938-05-29,359.62
1938-06-28,393.79
1938-07-28,364.08
1938-08-27,369.83
1938-09-26,406.84
1938-10-26,379.7
1938-11-25,380.83
1938-12-25,404.73
1939-01-24,371.86
1939-02-23,385.46
1939-03-25,370.0
1939-04-24,387.46
1939-05-24,399.97
1939-06-23,371.66
1939-07-23,389.61
1939-08-22,396.16
1939-09-21,391.82
1939-10-21,408.65
1939-11-20,395.51
1939-12-20,406.06
1940-01-19,395.28
1940-02-18,400.3
1940-03-19,431.56
1940-04-18,418.84
1940-05-18,412.32
1940-06-17,371.49
1940-07-17,398.02
1940-08-16,419.95
1940-09-15,390.34
1940-10-15,426.59
1940-11-14,416.2
1940-12-14,399.52
1941-01-13,409.07
1941-02-12,412.26
1941-03-14,428.81
1941-04-13,441.45
1941-05-13,408.43
1941-06-12,427.77
1941-07-12,422.77
1941-08-11,409.25
1941-09-10,432.91
1941-10-10,426.2
1941-11-09,417.84
1941-12-09,428.16
1942-01-08,441.3
1942-02-07,429.49
1942-03-09,434.91
1942-04-08,437.05
1942-05-08,439.23
1942-06-07,429.28
1942-07-07,438.11
1942-08-06,429.45
1942-09-05,407.92
1942-10-05,425.31
1942-11-04,444.9
1942-12-04,440.6
1943-01-03,443.97
1943-02-02,432.74
1943-03-04,425.41
1943-04-03,426.86
1943-05-03,446.84
1943-06-02,437.06
1943-07-02,452.26
1943-08-01,458.81
1943-08-31,449.9
1943-09-30,469.32
1943-10-30,461.89
1943-11-29,464.73
1943-12-29,458.26
1944-01-28,457.25
1944-02-27,454.53
1944-03-28,468.67
1944-04-27,472.74
1944-05-27,451.53
1944-06-26,463.91
1944-07-26,448.81
1944-08-25,472.43
1944-09-24,459.38
1944-10-24,476.67
1944-11-23,472.51
1944-12-23,470.0
1945-01-22,463.61
1945-02-21,454.81
1945-03-23,455.43
1945-04-22,464.9
1945-05-22,491.73
1945-06-21,461.66
1945-07-21,479.31
1945-08-20,465.99
1945-09-19,478.98
1945-10-19,495.72
1945-11-18,525.0
1945-12-18,488.74
1946-01-17,493.4
1946-02-16,503.98
1946-03-18,487.93
1946-04-17,482.26
1946-05-17,462.95
1946-06-16,499.06
1946-07-16,494.63
1946-08-15,491.74
1946-09-14,465.87
1946-10-14,478.88
1946-11-13,474.89
1946-12-13,495.95
1947-01-12,508.05
1947-02-11,505.38
1947-03-13,508.73
1947-04-12,497.32
1947-05-12,504.76
1947-06-11,518.94
1947-07-11,501.21
1947-08-10,490.58
1947-09-09,505.06
1947-10-09,498.28
1947-11-08,522.28
1947-12-08,521.73
1948-01-07,508.14
1948-02-06,532.83
1948-03-07,488.87
1948-04-06,489.83
1948-05-06,503.88
1948-06-05,521.13
1948-07-05,483.44
1948-08-04,497.82
1948-09-03,518.66
1948-10-03,518.57
1948-11-02,528.31
1948-12-02,519.18
1949-01-01,533.16
1949-01-31,522.95
1949-03-02,524.12
1949-04-01,521.15
1949-05-01,519.99
1949-05-31,521.39
1949-06-30,509.92
1949-07-30,537.61
1949-08-29,560.4
1949-09-28,527.89
1949-10-28,531.77
1949-11-27,545.8
1949-12-27,537.66
1950-01-26,554.17
1950-02-25,534.78
1950-03-27,552.41
1950-04-26,516.23
1950-05-26,528.57
1950-06-25,554.42
1950-07-25,540.88
1950-08-24,548.73
1950-09-23,549.87
1950-10-23,537.05
1950-11-22,552.4
1950-12-22,551.38
1951-01-21,549.84
1951-02-20,559.23
1951-03-22,510.12
1951-04-21,543.21
1951-05-21,540.88
1951-06-20,566.54
1951-07-20,537.42
1951-08-19,548.74
1951-09-18,572.65
1951-10-18,564.6
1951-11-17,568.34
1951-12-17,562.17
1952-01-16,573.56
1952-02-15,518.6
1952-03-16,576.21
1952-04-15,564.06
1952-05-15,592.56
1952-06-14,559.36
1952-07-14,567.88
1952-08-13,581.29
1952-09-12,572.41
1952-10-12,582.34
1952-11-11,571.43
1952-12-11,547.42
1953-01-10,577.13
1953-02-09,587.71
1953-03-11,584.4
1953-04-10,576.74
1953-05-10,583.3
1953-06-09,587.68
1953-07-09,598.96
1953-08-08,597.63
1953-09-07,607.47
1953-10-07,570.01
1953-11-06,595.24
1953-12-06,578.45
1954-01-05,596.89
1954-02-04,589.27
1954-03-06,584.9
1954-04-05,592.41
1954-05-05,607.98
1954-06-04,595.88
1954-07-04,616.82
1954-08-03,609.91
