AAPL_x,AAPL_y
2014-01-02,78.00729903
2014-01-03,79.34073195
2014-01-04,77.44816844
2014-01-05,79.43563993
2014-01-06,80.2565371
2014-01-07,79.22640512
2014-01-08,78.3449748
2014-01-09,77.68411121
2014-01-10,80.93350943
2014-01-11,79.90947638
2014-01-12,76.56963418
2014-01-13,79.13432972
2014-01-14,81.25804666
2014-01-15,80.15934496
2014-01-16,81.06969572
2014-01-17,80.12375582
2014-01-18,79.46877216
2014-01-19,81.47538588
2014-01-20,82.13573163
2014-01-21,80.62072294
2014-01-22,79.90033608
2014-01-23,78.91254297
2014-01-24,80.86495827
2014-01-25,81.17803727
2014-01-26,79.94256039
2014-01-27,82.7067198
2014-01-28,83.71266766
2014-01-29,84.46604256
2014-01-30,82.077253
2014-01-31,84.10940321
2014-02-01,84.011958
2014-02-02,85.01775267
2014-02-03,84.28370893
2014-02-04,86.45993922
2014-02-05,85.3756306
2014-02-06,82.82387383
2014-02-07,83.15448571
2014-02-08,86.86359329
2014-02-09,83.5470281
2014-02-10,85.62048638
2014-02-11,84.18547486
2014-02-12,84.81397253
2014-02-13,85.74793874
2014-02-14,85.90663846
2014-02-15,84.6306425
2014-02-16,85.8796476
2014-02-17,88.56971529
2014-02-18,85.71975742
2014-02-19,87.63156726
2014-02-20,85.36264835
2014-02-21,87.78875254
2014-02-22,86.35941958
2014-02-23,84.48869586
2014-02-24,86.52611902
2014-02-25,85.71466888
2014-02-26,86.02566116
2014-02-27,86.48494794
2014-02-28,87.15595749
2014-03-01,90.42861871
2014-03-02,88.97303088
2014-03-03,87.9609518
2014-03-04,89.32627555
2014-03-05,90.58531285
2014-03-06,90.26163281
2014-03-07,89.239395
2014-03-08,87.16350309
2014-03-09,87.87071697
2014-03-10,89.87905842
2014-03-11,90.95728428
2014-03-12,89.52990633
2014-03-13,90.23996917
2014-03-14,88.46965113
2014-03-15,93.4310711
2014-03-16,90.8583754
2014-03-17,93.1872083
2014-03-18,91.95776515
2014-03-19,90.93315285
2014-03-20,93.01523143
2014-03-21,92.75059895
2014-03-22,93.98664938
2014-03-23,88.27341897
2014-03-24,93.09957362
2014-03-25,93.1697536
2014-03-26,93.23911118
