AAPL_x,AAPL_y
2014-01-02,76.71576744
2014-01-03,75.11758195
2014-01-04,78.99188738
2014-01-05,77.2517068
2014-01-06,80.31016127
2014-01-07,79.35592643
2014-01-08,80.00135227
2014-01-09,79.87051735
2014-01-10,77.77525371
2014-01-11,79.50773227
2014-01-12,77.75143598
2014-01-13,78.69916031
2014-01-14,78.27149428
2014-01-15,78.72194987
2014-01-16,80.19510544
2014-01-17,79.48022376
2014-01-18,78.88426392
2014-01-19,80.47936839
2014-01-20,82.61872747
2014-01-21,81.69316812
2014-01-22,78.3850073
2014-01-23,83.51513022
2014-01-24,81.53747564
2014-01-25,81.98122517
2014-01-26,81.60101397
2014-01-27,80.01856131
2014-01-28,82.65056367
2014-01-29,78.94754835
2014-01-30,81.57419234
2014-01-31,82.2645722
2014-02-01,84.29105534
2014-02-02,83.92602036
2014-02-03,84.09964239
2014-02-04,83.15548917
2014-02-05,81.31944321
2014-02-06,82.72673795
2014-02-07,85.19674103
2014-02-08,83.80728877
2014-02-09,84.60970566
2014-02-10,83.84200951
2014-02-11,87.23753358
2014-02-12,83.8866076
2014-02-13,85.83512357
2014-02-14,82.01456707
2014-02-15,83.72824136
2014-02-16,84.98317785
2014-02-17,86.7645076
2014-02-18,86.2207458
2014-02-19,86.54874396
2014-02-20,88.22772528
2014-02-21,86.70153261
2014-02-22,87.84441799
2014-02-23,86.50508141
2014-02-24,86.30982677
2014-02-25,88.89027888
2014-02-26,85.7709124
2014-02-27,87.131899
2014-02-28,88.40004971
2014-03-01,89.03975454
2014-03-02,85.48841039
2014-03-03,86.84372417
2014-03-04,89.81289774
2014-03-05,88.67145946
2014-03-06,89.53519883
2014-03-07,90.74298242
2014-03-08,88.02199168
2014-03-09,90.87308706
2014-03-10,87.95372229
2014-03-11,89.54521382
2014-03-12,90.65506947
2014-03-13,89.368933
2014-03-14,89.36718828
2014-03-15,91.01333889
2014-03-16,92.07352165
2014-03-17,90.99636053
2014-03-18,89.90490656
2014-03-19,89.99645305
2014-03-20,88.90857414
2014-03-21,91.53030874
2014-03-22,92.44447309
