id,question,choices,answerKey
1,"Several horses grazed in a fenced area across from a home. On rainy days, soil would wash down a slope and run toward the home. After the horses were moved a few years later, the soil no longer washed down when it rained. What could account for this change?",1,C
2,Many products are made from trees. Which is the best way to manage the use of trees?,2,B
3,Which of the following represents the process of photosynthesis?,3,B
4,Aquaculture is the raising of freshwater and marine plants and animals for food. How would a company raising fish best demonstrate good stewardship of natural resources?,4,C
5,A student boils 100 grams of water to form water vapor (gas). What method should the student use to determine that the mass of the water vapor is equal to 100 grams?,5,A
6,The weight of an object can change even when the mass stays the same. Which statement correctly identifies a relationship between mass and weight?,6,A
7,A student adds water and detergent to a cup of soil. The mixture is shaken and allowed to settle. The student observes that silt particles stay suspended long after the other particles form layers at the bottom of the jar. The most likely explanation is that the silt particles are,7,B
8,All of the following are part of an animal life cycle except,8,B
9,Which celestial object listed below has the greatest density?,9,B
10,"During a lecture, a professor was talking about the potential that hydrogen has for exploding under certain conditions. Which was most likely the topic of the professor's lecture?",10,D
11,Which is the most reliable way to get unbiased results when conducting a controlled experiment?,11,C
12,A class is studying the density of rock samples. What scientific equipment do they need to determine the density of the rock samples?,12,C
13,Which of the following best describes the purpose of the chromosomes in the nucleus of a cell?,13,C
14,"In Florida, both panthers and bobcats prey on white-tailed deer. How will their competition for food most likely be affected if white-tailed deer populations in Florida suddenly decreases?",14,D
15,A plant gets the energy it needs from the Sun. The plant uses about ten percent of the energy to carry on its life functions. The plant transfers approximately another ten percent of the energy to the consumers in a food chain. What happens to most of the remaining energy?,15,C
16,"When prehistoric animals died and their soft parts decayed, which product was formed?",16,C
17,Which is considered a nonrenewable resource?,17,A
18,Which property best indicates that soil contains nutrients?,18,D
19,A chicken is able to gain energy that came from the Sun by,19,C
20,"Whenever scientists carefully measure any quantity many times, they expect that",20,D
21,"An experiment is being conducted to determine the air quality inside a building. In order to come to a conclusion, scientists must gather data. Which of the following would be an excellent source of data from which to draw a conclusion?",21,C
22,Which change will occur in the wire of an electrical circuit that is working properly?,22,A
23,"Acid rain has a pH below 5.6. This rain can damage soil, lakes, crops, and buildings. Acid rain is caused by all of the following except",23,A
24,"Scientists know that Earth is constantly changing. They are familiar with the processes that are repeated daily, monthly, and yearly. Which of these is a natural event that can be predicted to occur monthly?",24,A
25,"When two unequal forces act in opposite directions on a moving object, the object will",25,C
26,"Limestone is a sedimentary rock and marble is a metamorphic rock. Even though limestone and marble have the same chemical makeup, they are classified as different rocks because they",26,C
27,The temperature at which water freezes enables water to exist in which two forms on Earth?,27,A
28,People use water in different ways. Which of these activities wastes water?,28,D
29,"A scientist has collected monthly population counts of three animal species in a forest for five years. To display this data, the scientist should use which of the following?",29,C
30,Tall plants are dominant to short plants. What is the outcome if two short plants are crossed?,30,A
31,"According to the fossil record, the first horses were smaller than modern species. Throughout time, horses have gradually changed",31,C
32,A plant that grows red flowers was crossed with the same kind of plant that grows white flowers. Their offspring grew pink flowers. Which best explains why the offspring grew pink flowers?,32,A
33,Which type of activity would most likely be included on a weather map?,33,B
34,Which fact is a benefit of airplanes?,34,C
35,Daffodils are plants that can perform both asexual and sexual reproduction. How does a daffodil population benefit more by reproducing sexually than asexually?,35,C
36,A change in the density of air can result in a breeze. Which diagram best shows a series of energy transfers that begins with the Sun and results in a breeze?,36,D
37,Which of these will reduce the gravitational force between two objects the most?,37,A
38,Which statement best explains why a car that is rolling on a level surface will eventually come to a stop?,38,A
