species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
Adelie,Biscoe,37.9,18.4,189,3982,FEMALE
Adelie,Dream,40.5,20.1,183,4469,FEMALE
Adelie,Torgersen,36.4,18.6,202,3252,FEMALE
Adelie,Biscoe,38.8,17.6,186,3364,FEMALE
Adelie,Torgersen,36.2,18.9,231,3685,FEMALE
Adelie,Torgersen,39.6,18.5,231,4358,FEMALE
Adelie,Torgersen,34.4,18.4,212,3272,MALE
Adelie,Biscoe,38.9,17.1,215,4082,MALE
Adelie,Dream,39.5,18.1,223,3491,MALE
Adelie,Torgersen,37.7,19.5,206,3651,FEMALE
Adelie,Biscoe,40.6,17.5,192,3779,MALE
Adelie,Biscoe,36.5,19.4,188,3367,FEMALE
Adelie,Torgersen,39.1,17.1,196,3379,FEMALE
Adelie,Torgersen,36.6,20.0,194,3301,MALE
Adelie,Torgersen,38.6,17.0,183,3817,FEMALE
Adelie,Biscoe,38.1,17.2,181,4614,MALE
Adelie,Torgersen,42.8,21.1,190,3177,FEMALE
Adelie,Torgersen,41.3,17.8,192,3610,
Adelie,Biscoe,40.3,17.2,177,3643,FEMALE
Adelie,Torgersen,35.7,16.8,172,2816,MALE
Adelie,Biscoe,40.2,18.0,190,4089,MALE
Adelie,Dream,37.2,19.0,208,3111,MALE
Adelie,Dream,36.0,19.0,186,3495,FEMALE
Adelie,Biscoe,41.6,17.8,192,3030,MALE
Adelie,Dream,40.6,17.9,207,3842,MALE
Adelie,Biscoe,39.8,16.6,191,3674,MALE
Adelie,Biscoe,35.0,17.2,200,3719,FEMALE
Adelie,Torgersen,39.5,17.9,231,3844,MALE
Adelie,Biscoe,36.0,18.5,180,4932,FEMALE
Adelie,Torgersen,39.2,18.9,214,3563,FEMALE
Adelie,Biscoe,37.3,19.1,199,3786,MALE
Adelie,Biscoe,38.3,18.9,191,3702,FEMALE
Adelie,Torgersen,42.7,20.3,183,3286,MALE
Adelie,Torgersen,40.6,15.5,193,3427,FEMALE
Adelie,Dream,37.8,20.7,195,3454,FEMALE
Adelie,Dream,41.4,17.6,200,4052,MALE
Adelie,Torgersen,38.8,18.0,208,3822,MALE
Adelie,Dream,38.2,17.2,193,4628,FEMALE
Adelie,Dream,36.9,18.9,195,3207,FEMALE
Adelie,Biscoe,35.9,19.0,205,3305,FEMALE
Adelie,Dream,42.5,19.1,223,4169,FEMALE
Adelie,Dream,33.1,20.3,190,4425,MALE
Adelie,Torgersen,35.3,16.6,199,4082,MALE
Adelie,Dream,34.5,17.1,192,3742,FEMALE
Adelie,Dream,40.5,19.3,204,2808,FEMALE
Adelie,Dream,46.0,18.7,206,3277,MALE
Adelie,Dream,41.0,18.6,219,4592,MALE
Adelie,Dream,40.8,19.2,231,3518,MALE
Adelie,Dream,35.7,19.2,200,4202,MALE
Adelie,Torgersen,41.1,17.5,209,4474,MALE
Adelie,Dream,39.6,19.3,214,4231,FEMALE
Adelie,Dream,37.6,18.5,211,3861,FEMALE
Adelie,Torgersen,39.7,16.7,204,3897,MALE
Adelie,Biscoe,38.6,18.3,172,3313,MALE
Adelie,Dream,41.5,18.5,208,3719,MALE
Adelie,Biscoe,43.1,17.0,193,3318,MALE
Adelie,Biscoe,42.9,19.7,197,4453,MALE
Adelie,Torgersen,37.6,19.6,186,4459,FEMALE
Adelie,Dream,35.5,17.8,200,3837,FEMALE
Adelie,Dream,39.5,18.4,197,3620,MALE
Adelie,Torgersen,40.2,17.0,201,4263,FEMALE
Adelie,Torgersen,35.5,16.2,194,3396,MALE
Adelie,Torgersen,36.0,18.5,199,2944,FEMALE
Adelie,Biscoe,39.3,17.5,186,3906,FEMALE
Adelie,Dream,39.7,18.1,190,2921,FEMALE
Adelie,Dream,40.8,17.9,188,3950,FEMALE
Adelie,Torgersen,37.5,21.1,172,3156,MALE
Adelie,Torgersen,37.3,16.1,175,3764,MALE
Adelie,Biscoe,35.6,18.8,184,3701,MALE
Adelie,Dream,41.4,20.0,193,3424,MALE
Adelie,Dream,34.6,18.8,200,3103,FEMALE
Adelie,Torgersen,36.5,20.6,182,3308,MALE
Adelie,Dream,37.8,18.5,214,4286,MALE
Adelie,Torgersen,35.1,17.9,172,3808,MALE
Adelie,Dream,42.2,17.0,196,4022,FEMALE
Adelie,Torgersen,39.6,20.0,200,4497,FEMALE
Adelie,Dream,41.1,21.5,188,4295,MALE
Adelie,Biscoe,38.1,16.1,204,3558,MALE
Adelie,Dream,37.7,18.0,195,3116,FEMALE
Adelie,Dream,35.9,19.1,193,3653,MALE
Adelie,Torgersen,41.1,18.5,210,3939,FEMALE
Adelie,Biscoe,42.3,18.8,172,3425,MALE
Adelie,Torgersen,38.5,17.2,211,3551,MALE
Adelie,Biscoe,44.1,15.5,182,4343,MALE
Adelie,Dream,42.1,18.9,207,3775,FEMALE
Adelie,Torgersen,34.0,18.1,184,4639,MALE
Adelie,Torgersen,36.3,17.0,172,3043,MALE
Adelie,Dream,34.6,18.6,183,3620,MALE
Adelie,Torgersen,42.0,17.0,201,3510,FEMALE
Adelie,Dream,36.7,20.7,197,3388,MALE
Adelie,Dream,40.6,18.9,201,4193,MALE
Adelie,Biscoe,36.8,17.0,208,4103,MALE
Adelie,Torgersen,39.7,18.6,190,3946,FEMALE
Adelie,Dream,41.1,18.0,228,3193,MALE
Adelie,Biscoe,36.4,19.1,175,3267,FEMALE
Adelie,Biscoe,35.2,19.4,186,5010,FEMALE
Adelie,Biscoe,40.9,18.4,189,3565,FEMALE
Adelie,Dream,38.9,19.8,196,4434,FEMALE
Adelie,Torgersen,40.3,17.5,188,3824,MALE
Adelie,Biscoe,33.5,18.6,211,3838,FEMALE
Adelie,Torgersen,41.1,18.7,209,3827,MALE
Adelie,Dream,37.0,17.1,215,4003,MALE
Adelie,Torgersen,39.6,17.4,192,3487,FEMALE
Adelie,Torgersen,40.2,18.6,185,3311,FEMALE
Adelie,Biscoe,37.6,21.2,199,3852,MALE
Adelie,Biscoe,37.0,16.0,231,3426,FEMALE
Adelie,Dream,43.2,19.0,215,4049,MALE
Adelie,Torgersen,36.0,16.8,209,4296,MALE
Adelie,Dream,41.1,16.5,198,3746,MALE
Adelie,Torgersen,43.2,17.3,196,3733,FEMALE
Adelie,Torgersen,38.8,21.2,178,3910,FEMALE
Adelie,Biscoe,36.6,16.5,205,3710,MALE
Adelie,Dream,38.6,17.8,224,3673,FEMALE
Adelie,Biscoe,45.6,18.1,199,2986,MALE
Adelie,Dream,41.3,17.6,189,4034,MALE
Adelie,Dream,40.7,17.6,226,3569,FEMALE
Adelie,Biscoe,37.8,17.7,198,3757,FEMALE
Adelie,Dream,35.7,18.7,192,4048,MALE
Adelie,Dream,38.2,16.9,202,4137,FEMALE
Adelie,Dream,44.1,17.9,198,3742,FEMALE
Adelie,Dream,36.7,18.3,211,3967,MALE
Adelie,Dream,41.8,17.7,197,3686,MALE
Adelie,Biscoe,38.7,18.1,211,3663,FEMALE
Adelie,Torgersen,39.0,18.6,201,2856,FEMALE
Adelie,Torgersen,41.1,17.8,213,3164,FEMALE
Adelie,Dream,39.2,19.2,216,3784,MALE
Adelie,Dream,37.7,19.0,190,4036,MALE
Adelie,Dream,32.1,18.5,191,4118,FEMALE
Adelie,Torgersen,39.6,19.5,214,3881,FEMALE
Adelie,Biscoe,42.2,16.9,204,3779,MALE
Adelie,Biscoe,36.2,18.2,209,2969,FEMALE
Adelie,Dream,45.8,17.2,183,3643,MALE
Adelie,Biscoe,37.2,17.1,196,3807,FEMALE
Adelie,Biscoe,39.0,18.3,211,4227,MALE
Adelie,Biscoe,39.2,20.0,225,4526,FEMALE
Adelie,Biscoe,40.1,21.1,194,5033,MALE
Adelie,Biscoe,37.3,18.8,210,3875,FEMALE
Adelie,Dream,38.1,15.9,188,3372,FEMALE
Adelie,Biscoe,39.0,19.4,190,4769,FEMALE
Adelie,Torgersen,36.2,18.9,218,3367,MALE
Adelie,Torgersen,38.1,20.5,202,3684,FEMALE
Adelie,Dream,41.5,19.5,189,3324,MALE
Adelie,Torgersen,39.7,18.5,206,3392,FEMALE
Adelie,Biscoe,40.9,18.1,172,2950,MALE
Adelie,Torgersen,44.1,19.2,211,4047,
Adelie,Dream,38.7,19.1,202,3514,MALE
Adelie,Biscoe,40.2,17.6,200,3401,MALE
Adelie,Torgersen,40.8,16.7,221,3097,MALE
Adelie,Biscoe,38.1,18.8,222,4504,MALE
Adelie,Dream,36.9,17.8,211,3345,MALE
Adelie,Torgersen,39.5,17.8,226,4420,FEMALE
Adelie,Torgersen,41.1,18.2,187,3681,MALE
Adelie,Dream,44.1,18.0,201,3461,FEMALE
Chinstrap,Dream,52.2,17.9,216,3579,MALE
Chinstrap,Dream,50.3,19.6,224,4081,FEMALE
Chinstrap,Dream,47.0,19.1,209,3884,MALE
Chinstrap,Dream,42.4,18.8,172,4010,FEMALE
Chinstrap,Dream,51.3,20.0,206,3667,MALE
Chinstrap,Dream,50.9,18.7,231,3297,MALE
Chinstrap,Dream,50.5,18.3,187,3334,MALE
Chinstrap,Dream,52.7,17.9,204,3478,MALE
Chinstrap,Dream,51.4,17.0,181,3906,FEMALE
Chinstrap,Dream,50.0,20.0,202,3819,FEMALE
Chinstrap,Dream,49.0,18.7,172,3143,FEMALE
Chinstrap,Dream,47.5,17.9,215,3844,FEMALE
Chinstrap,Dream,50.1,18.9,186,3793,FEMALE
Chinstrap,Dream,51.3,17.9,195,4019,FEMALE
Chinstrap,Dream,52.8,19.4,202,4273,MALE
Chinstrap,Dream,50.2,16.6,197,3478,FEMALE
Chinstrap,Dream,45.2,20.3,183,3663,MALE
Chinstrap,Dream,49.3,16.6,190,3040,MALE
Chinstrap,Dream,50.8,19.0,229,3502,MALE
Chinstrap,Dream,47.6,18.6,190,4127,FEMALE
Chinstrap,Dream,50.9,20.7,210,3786,FEMALE
Chinstrap,Dream,45.7,17.5,213,3311,FEMALE
Chinstrap,Dream,50.5,18.1,190,3540,FEMALE
Chinstrap,Dream,45.5,19.0,214,3602,FEMALE
Chinstrap,Dream,52.0,18.2,208,3360,MALE
Chinstrap,Dream,52.0,18.8,209,3686,MALE
Chinstrap,Dream,49.0,16.8,221,3317,MALE
Chinstrap,Dream,46.4,18.2,220,4368,FEMALE
Chinstrap,Dream,49.2,18.5,176,3937,MALE
Chinstrap,Dream,50.8,18.7,193,3922,FEMALE
Chinstrap,Dream,58.0,18.2,191,4114,FEMALE
Chinstrap,Dream,45.9,17.8,199,3642,FEMALE
Chinstrap,Dream,49.6,20.8,203,3931,FEMALE
Chinstrap,Dream,45.6,19.9,192,3846,MALE
Chinstrap,Dream,45.4,19.5,219,3589,FEMALE
Chinstrap,Dream,51.5,18.2,208,4011,MALE
Chinstrap,Dream,42.5,16.6,210,3795,MALE
Chinstrap,Dream,46.7,17.0,195,3380,MALE
Chinstrap,Dream,45.2,19.8,183,3893,FEMALE
Chinstrap,Dream,46.6,16.5,172,3410,FEMALE
Chinstrap,Dream,46.2,19.5,201,3072,MALE
Chinstrap,Dream,51.9,19.9,207,3604,MALE
Chinstrap,Dream,50.2,19.5,181,3904,MALE
Chinstrap,Dream,52.0,19.9,229,4536,MALE
Chinstrap,Dream,48.5,17.8,220,3814,FEMALE
Chinstrap,Dream,51.3,18.6,204,4187,MALE
Chinstrap,Dream,46.8,17.8,187,4088,MALE
Chinstrap,Dream,43.2,19.4,191,2867,FEMALE
