page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
5423,Victoria Hand (Earth-616),\/Victoria_Hand_(Earth-616),No Dual Identity,Neutral Characters,Hazel Eyes,Black Hair,Female Characters,,Deceased Characters,4043,Feb-09,2012
755278,Charlie Cluster-7 (Cluster) (Earth-616),\/Charlie_Cluster-7_(Cluster)_(Earth-616),Secret Identity,,Blue Eyes,Black Hair,Female Characters,,Living Characters,4043,Feb-13,1953
10220,David Alleyne (Earth-616),\/David_Alleyne_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,4043,Oct-03,1971
28477,Jonathan Clay (Earth-616),\/Jonathan_Clay_(Earth-616),Secret Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,4043,,1983
6314,Cullen Bloodstone (Earth-616),\/Cullen_Bloodstone_(Earth-616),No Dual Identity,Neutral Characters,,Blond Hair,Male Characters,,Living Characters,4043,Feb-13,1972
10663,Sybil Dvorak (Earth-616),\/Sybil_Dvorak_(Earth-616),,Bad Characters,,Brown Hair,Female Characters,,Living Characters,4043,Jan-79,1989
19043,Timothy Cababa (Earth-616),\/Timothy_Cababa_(Earth-616),Secret Identity,,Hazel Eyes,Black Hair,Male Characters,,Living Characters,4043,Sep-10,1946
87045,Akihiro (Earth-616),\/Akihiro_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,4043,Oct-06,1956
755278,Rococo (Earth-616),\/Rococo_(Earth-616),,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4043,May-11,1957
23438,Xi'an Coy Manh (Earth-616),\/Xi%27an_Coy_Manh_(Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,4043,Dec-80,1950
15002,Annabelle Riggs (Earth-616),\/Annabelle_Riggs_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,4043,Apr-13,2002
6478,Jennifer Kale (Earth-616),\/Jennifer_Kale_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Female Characters,,Deceased Characters,4043,Dec-72,1985
5875,Jean-Paul Beaubier (Earth-616),\/Jean-Paul_Beaubier_(Earth-616),Secret Identity,,Blue Eyes,Black Hair,Male Characters,,Living Characters,4043,Apr-79,1939
94407,William Kaplan (Earth-616),\/William_Kaplan_(Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,4043,Apr-05,1990
70273,Catastrophe Jen (Earth-616),\/Catastrophe_Jen_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,4043,May-03,1955
40050,Julio Richter (Earth-616),\/Julio_Richter_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,4043,Jun-87,1985
563857,Heidi Sladkin (Earth-616),\/Heidi_Sladkin_(Earth-616),,,,,Female Characters,,Living Characters,4043,Sep-95,1962
33327,Miranda Leevald (Earth-616),\/Miranda_Leevald_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Female Characters,,Living Characters,4043,Dec-01,1941
8106,Myles Alfred (Earth-616),\/Myles_Alfred_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,4043,Aug-01,1960
288422,Deidre Wentworth (Earth-616),\/Deidre_Wentworth_(Earth-616),,Bad Characters,,Black Hair,,,Living Characters,4043,Jul-91,1973
63040,Heather Douglas (Earth-616),\/Heather_Douglas_(Earth-616),Secret Identity,Good Characters,Blue Eyes,,Female Characters,,Living Characters,4043,Jan-73,
229667,Donald Meland (Earth-616),\/Donald_Meland_(Earth-616),No Dual Identity,Good Characters,Hazel Eyes,Reddish Blond Hair,Male Characters,,Living Characters,4043,Mar-12,1983
755278,Yukio (Earth-616),\/Yukio_(Earth-616),No Dual Identity,Neutral Characters,,,Female Characters,,Living Characters,4043,Sep-82,1993
712754,Aundray Phelps (Earth-616),\/Aundray_Phelps_(Earth-616),,Good Characters,,Black Hair,Male Characters,,Living Characters,4043,Dec-91,1982
50641,Aundray Phelps (Earth-616),\/Aundray_Phelps_(Earth-616),,Good Characters,,Black Hair,Male Characters,,Living Characters,4043,Dec-91,1960
17995,Kyle Jinadu (Earth-616),\/Kyle_Jinadu_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,4043,Jun-09,2010
198627,Benjamin Deeds (Earth-616),\/Benjamin_Deeds_(Earth-616),No Dual Identity,,,Brown Hair,Male Characters,,Living Characters,4043,Feb-13,1946
11620,Deadpool (Wade Wilson),\/Deadpool_(Wade_Wilson),Secret Identity,Neutral Characters,,Bald,Male Characters,,Living Characters,4043,Feb-91,2007
64825,Victoria Hand (Earth-616),\/Victoria_Hand_(Earth-616),No Dual Identity,Neutral Characters,,,Female Characters,,Deceased Characters,4043,Feb-09,1960
19785,Val Ventura (Earth-616),\/Val_Ventura_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,4043,Jul-89,1990
4769,Dorrek VIII (Earth-616),\/Dorrek_VIII_(Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,4043,Apr-05,1975
1926,Hercules (Earth-616),\/Hercules_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,4043,Oct-65,1996
12559,Phyla-Vell (Earth-616),\/Phyla-Vell_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Deceased Characters,4043,Jan-04,1946
755278,Sybil Dvorak (Earth-616),\/Sybil_Dvorak_(Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Female Characters,,Living Characters,4043,Jan-79,1943
278672,Raven Darkholme (Earth-616),\/Raven_Darkholme_(Earth-616),,,,,Female Characters,,Living Characters,4043,Apr-78,1996
23902,Xavin (Earth-616),\/Xavin_(Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Genderfluid Characters,,Living Characters,4043,Oct-05,1997
11761,Phyla-Vell (Earth-616),\/Phyla-Vell_(Earth-616),Public Identity,,,White Hair,Female Characters,,Deceased Characters,4043,Jan-04,2007
522910,Arnold Astrovik (Earth-616),\/Arnold_Astrovik_(Earth-616),,Neutral Characters,Hazel Eyes,Brown Hair,Male Characters,,Deceased Characters,4043,Jul-75,1955
271379,Karolina Dean (Earth-616),\/Karolina_Dean_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,4043,Jul-03,1992
671875,Akihiro (Earth-616),\/Akihiro_(Earth-616),Secret Identity,,,Black Hair,Male Characters,,Living Characters,4043,Oct-06,1962
315703,Hercules (Earth-616),\/Hercules_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,4043,Oct-65,2012
21989,Timothy Cababa (Earth-616),\/Timothy_Cababa_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,4043,Sep-10,1983
9400,Jean-Paul Beaubier (Earth-616),\/Jean-Paul_Beaubier_(Earth-616),,,,,Male Characters,,Living Characters,4043,Apr-79,1963
10138,Luna DePaula (Earth-616),\/Luna_DePaula_(Earth-616),Public Identity,,,,Female Characters,,Living Characters,4043,Jan-04,1972
755278,Arnold Astrovik (Earth-616),\/Arnold_Astrovik_(Earth-616),,Neutral Characters,,Brown Hair,,,Deceased Characters,4043,Jul-75,1987
8205,Elizabeth Braddock (Earth-616),\/Elizabeth_Braddock_(Earth-616),,Neutral Characters,,Purple Hair,Female Characters,,Living Characters,4043,Dec-76,1967
11931,Dorrek VIII (Earth-616),\/Dorrek_VIII_(Earth-616),,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,4043,Apr-05,1944
465030,Hercules (Earth-616),\/Hercules_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,4043,Oct-65,1981
257521,Aundray Phelps (Earth-616),\/Aundray_Phelps_(Earth-616),,,,,Male Characters,,Living Characters,4043,Dec-91,1986
1822,Dorrek VIII (Earth-616),\/Dorrek_VIII_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,4043,Apr-05,1948
167820,Karolina Dean (Earth-616),\/Karolina_Dean_(Earth-616),,,,Blond Hair,,,Living Characters,4043,Jul-03,2009
77369,Jennifer Kale (Earth-616),\/Jennifer_Kale_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Deceased Characters,4043,Dec-72,2010
87808,Deadpool (Wade Wilson),\/Deadpool_(Wade_Wilson),Secret Identity,,,Bald,Male Characters,,Living Characters,4043,Feb-91,1987
75770,Julio Richter (Earth-616),\/Julio_Richter_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,4043,Jun-87,1982
2836,Christian Frost (Earth-616),\/Christian_Frost_(Earth-616),,Neutral Characters,Blue Eyes,,,,Living Characters,4043,Jun-03,1952
755278,Xi'an Coy Manh (Earth-616),\/Xi%27an_Coy_Manh_(Earth-616),,Good Characters,,Black Hair,Female Characters,,Living Characters,4043,Dec-80,1953
186590,Marcus Roston (Earth-616),\/Marcus_Roston_(Earth-616),Secret Identity,,,Black Hair,Male Characters,,Living Characters,4043,Aug-11,
1025,Timothy Cababa (Earth-616),\/Timothy_Cababa_(Earth-616),Secret Identity,Good Characters,Hazel Eyes,,Male Characters,,Living Characters,4043,Sep-10,1958
64914,Aundray Phelps (Earth-616),\/Aundray_Phelps_(Earth-616),Secret Identity,Good Characters,Brown Eyes,,Male Characters,,Living Characters,4043,Dec-91,2003
1671,Rococo (Earth-616),\/Rococo_(Earth-616),Secret Identity,Bad Characters,,Black Hair,,,Living Characters,4043,May-11,2007
58647,Yukio (Earth-616),\/Yukio_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4043,Sep-82,1973
121218,Deidre Wentworth (Earth-616),\/Deidre_Wentworth_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,4043,Jul-91,2003
107888,Kyle Jinadu (Earth-616),\/Kyle_Jinadu_(Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,4043,Jun-09,1989
19456,Mickey Tork (Earth-616),\/Mickey_Tork_(Earth-616),,Good Characters,,Variable Hair,Male Characters,,Deceased Characters,4043,Aug-01,1991
1275,Akihiro (Earth-616),\/Akihiro_(Earth-616),Secret Identity,,,Black Hair,Male Characters,,Living Characters,4043,Oct-06,1970
172008,Luna DePaula (Earth-616),\/Luna_DePaula_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,4043,Jan-04,1980
162331,Victoria Hand (Earth-616),\/Victoria_Hand_(Earth-616),No Dual Identity,Neutral Characters,,,Female Characters,,Deceased Characters,4043,Feb-09,1979
29353,Marcus Roston (Earth-616),\/Marcus_Roston_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,4043,,1941
755278,Donald Meland (Earth-616),\/Donald_Meland_(Earth-616),No Dual Identity,Good Characters,Hazel Eyes,,Male Characters,,Living Characters,4043,Mar-12,1947
121360,Marcus Roston (Earth-616),\/Marcus_Roston_(Earth-616),Secret Identity,Bad Characters,,Black Hair,,,Living Characters,4043,Aug-11,1949
3193,Donald Meland (Earth-616),\/Donald_Meland_(Earth-616),No Dual Identity,,,Reddish Blond Hair,Male Characters,,Living Characters,4043,Mar-12,2009
174085,Elizabeth Braddock (Earth-616),\/Elizabeth_Braddock_(Earth-616),Secret Identity,Neutral Characters,,Purple Hair,Female Characters,,Living Characters,4043,Dec-76,1983
755278,William Kaplan (Earth-616),\/William_Kaplan_(Earth-616),,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4043,Apr-05,1944
162973,Akihiro (Earth-616),\/Akihiro_(Earth-616),,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,4043,Oct-06,1991
52963,Rococo (Earth-616),\/Rococo_(Earth-616),Secret Identity,Bad Characters,,,,,Living Characters,4043,May-11,1986
236986,Catastrophe Jen (Earth-616),\/Catastrophe_Jen_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,4043,May-03,1949
28123,Julie Power (Earth-616),\/Julie_Power_(Earth-616),Secret Identity,Good Characters,Blue Eyes,,Female Characters,,Living Characters,4043,Aug-84,1987
19207,Deidre Wentworth (Earth-616),\/Deidre_Wentworth_(Earth-616),Secret Identity,,,Black Hair,Female Characters,,Living Characters,4043,Jul-91,1996
19580,Luna DePaula (Earth-616),\/Luna_DePaula_(Earth-616),,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,4043,Jan-04,1976
353020,Cullen Bloodstone (Earth-616),\/Cullen_Bloodstone_(Earth-616),No Dual Identity,Neutral Characters,,Blond Hair,Male Characters,,Living Characters,4043,Feb-13,1999
9898,Wally Layton (Earth-616),\/Wally_Layton_(Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,4043,Mar-12,
42180,Benjamin Deeds (Earth-616),\/Benjamin_Deeds_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,4043,Feb-13,2005
1025,Hercules (Earth-616),\/Hercules_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,4043,Oct-65,1988
13929,Timothy Cababa (Earth-616),\/Timothy_Cababa_(Earth-616),,,Hazel Eyes,,Male Characters,,Living Characters,4043,Sep-10,1996
89110,Julie Power (Earth-616),\/Julie_Power_(Earth-616),,Good Characters,,Strawberry Blond Hair,Female Characters,,Living Characters,4043,Aug-84,1960
34559,William Kaplan (Earth-616),\/William_Kaplan_(Earth-616),,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4043,Apr-05,1939
