sentence1,sentence2,label,idx
It 's the first such drill since the September 11 terrorist attacks on New York and Washington .,A Lieberman aide said there were no immediate plans for television advertising .,1,2768
Sources who knew of the bidding said last week that cable TV company Comcast Corp. was also looking at VUE .,"The technology-laced Nasdaq Composite Index was down 25.36 points , or 1.53 percent , at 1,628.26 .",1,856
Vivace was founded in 1999 and has raised over $ 118 million in three rounds of venture financing .,"Instead of one long operation to separate the twins , Goodrich and Dr. David Staffenberg plan about three , with several weeks between each .",1,2881
"The Dow Jones industrial average ended the day down 10.89 at 9,837.94 , after advancing 111.04 Wednesday .",At least 26 American troops have been killed in hostile fire since major combat was officially declared over on May 1 .,0,2615
He said his hatred for such people grew from these discussions and had helped convince him violence was the answer .,Billups scored 77 points in the final two games of the first-round series against the Magic .,0,1907
"At community colleges , tuition will jump to $ 2,800 from $ 2,500 .","On Saturday , Roddick equalled the world record with a 149 m.p.h. serve in beating Andre Agassi .",1,2701
"For the second year in a row , rises in hospital costs accounted for much of the inflation , accounting for 51 percent of the overall cost increase .",The market remains pinned in a narrow range after a powerful rally pushed the broad S & P 500 index up more than 20 percent since mid-March .,1,391
"Robert Liscouski , the Assistant Secretary of Homeland Security for Infrastructure Protection , will oversee NCSD .",The vendor has added 100 new third-party systems and 100 new components to the operating system 's Hardware Compatibility List ( HCL ) .,0,3977
"Toll , Australia 's second-largest transport company , last week offered NZ75 a share for Tranz Rail .",He was arrested again Friday night at an Alpharetta restaurant where he was having dinner with his wife .,1,1831
"Morgan Stanley raised its rating on the beverage maker to "" overweight "" from "" equal-weight "" saying in part that pricing power with its bottlers should improve in 2004 .","In an unusual move that critics contend could disrupt millions of Web sites , the U.S. Patent and Trademark Office is reconsidering a patent affecting Internet pages .",1,2642
"Bob Richter , a spokesman for House Speaker Tom Craddick , had no comment about the ruling .",BP shares slipped 48 cents to $ 41.72 Friday in trading on the New York Stock Exchange .,1,402
He tried to fight off officers and was taken to a hospital after a police dog bit him but was later released .,"The natural gas producer and marketer said the inaccurate reporting was discovered in response to a subpoena from the U.S. Commodity Futures Trading Commission , or CFTC .",1,1116
""" But they never climb out of the pot of beer again . ""","Such an amount would probably be unable to summon a majority of the Senate , where Republican moderates have refused to go above $ 350 billion .",1,72
"Sales for the quarter beat expectations , rising 37 percent year-on-year to 1.76 billion euros .","Two Democrats , Sen. Charles Robb of Virginia and Wendell Ford of Kentucky , voted with the 40 Republicans .",0,389
Nearly 300 mutinous troops who seized a Manila shopping and apartment complex demanding the government resign gave up and retreated peacefully after some 19 hours .,"In hardest-hit Taipei , traffic has disappeared from once-bustling streets and department stores and restaurants are virtually empty .",1,931
"The pound also made progress against the dollar , reached fresh three-year highs at $ 1.6789 .","Thus , he said , there did not have to one deadline to create the economic community .",1,3710
"My decision today is not based on any one event . ""","As he sat down to hear the indictment , Samudra looked over to his nine lawyers and shouted "" Takbir ! "" , or "" Proclaim ! "" , a religious rallying cry .",0,1938
Danbury prosecutor Warren Murray could not be reached for comment Monday .,Gasps could be heard as the photo was projected onto the screen .,1,2771
"The 3 rd Armored Cavalry Regiment is 5,200 strong and the largest combat unit at Fort Carson .","Its closest relative is found in the Seychelles Archipelago , near Madagascar in the Indian Ocean .",1,2776
