Date,Price
1914-12-01,58.67
1914-12-31,67.53
1915-01-30,54.85
1915-03-01,37.43
1915-03-31,73.66
1915-04-30,79.38
1915-05-30,57.13
1915-06-29,56.41
1915-07-29,57.41
1915-08-28,63.8
1915-09-27,57.13
1915-10-27,42.07
1915-11-26,67.57
1915-12-26,56.02
1916-01-25,79.98
1916-02-24,83.12
1916-03-25,69.98
1916-04-24,80.59
1916-05-24,69.75
1916-06-23,93.92
1916-07-23,69.73
1916-08-22,110.54
1916-09-21,75.87
1916-10-21,77.57
1916-11-20,78.76
1916-12-20,89.93
1917-01-19,73.35
1917-02-18,86.3
1917-03-20,69.78
1917-04-19,66.25
1917-05-19,91.92
1917-06-18,94.61
1917-07-18,104.22
1917-08-17,101.31
1917-09-16,116.29
1917-10-16,82.63
1917-11-15,106.38
1917-12-15,89.9
1918-01-14,101.24
1918-02-13,97.25
1918-03-15,93.21
1918-04-14,99.0
1918-05-14,88.85
1918-06-13,100.33
1918-07-13,82.64
1918-08-12,114.84
1918-09-11,122.38
1918-10-11,98.31
1918-11-10,96.09
1918-12-10,122.17
1919-01-09,114.42
1919-02-08,127.03
1919-03-10,124.73
1919-04-09,124.07
1919-05-09,128.18
1919-06-08,116.43
1919-07-08,112.84
1919-08-07,145.76
1919-09-06,134.9
1919-10-06,124.13
1919-11-05,127.67
1919-12-05,131.73
1920-01-04,131.29
1920-02-03,125.57
1920-03-04,122.44
1920-04-03,112.46
1920-05-03,125.08
1920-06-02,126.05
1920-07-02,106.99
1920-08-01,131.11
1920-08-31,127.8
1920-09-30,134.65
1920-10-30,128.63
1920-11-29,138.68
1920-12-29,151.84
1921-01-28,147.63
1921-02-27,126.0
1921-03-29,156.23
1921-04-28,173.5
1921-05-28,131.73
1921-06-27,123.2
1921-07-27,133.33
1921-08-26,138.07
1921-09-25,161.04
1921-10-25,149.94
1921-11-24,151.22
1921-12-24,176.15
1922-01-23,152.1
1922-02-22,147.79
1922-03-24,147.88
1922-04-23,140.84
1922-05-23,147.94
1922-06-22,168.73
1922-07-22,146.23
1922-08-21,168.93
1922-09-20,172.92
1922-10-20,162.11
1922-11-19,160.85
1922-12-19,173.7
1923-01-18,167.35
1923-02-17,148.59
1923-03-19,177.41
1923-04-18,168.31
1923-05-18,181.57
1923-06-17,164.66
1923-07-17,178.28
1923-08-16,163.01
1923-09-15,188.93
1923-10-15,172.37
