player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Elijah Bryant,bryanel01,2019,1101,143,-1.59804981566914,-5.234110902720678,-6.832160718389818,0.727590485474702,0.512044234865865,1.239634720340568,-2.206097175893894,3.142570400312619,0.936473224418725,5.831520999769966,5.833289377182312,-0.001768377412346,-0.754919512241774,-1.631136380829299,-2.386055893071074,0.173567224170874
Steve Nash,nashst01,2019,57,205,1.139930275714305,1.228004084177891,2.367934359892197,9.608324057804865,-1.917721341918985,7.690602715885881,1.101521377064229,0.155204302184008,1.256725679248237,-0.574643925807808,-1.96308142034208,1.388437494534272,-2.027544860472568,-1.812591120187692,-3.84013598066026,-0.538818473902517
Nicolas Laprovittola,laproni01,2015,1378,2820,-0.15224007433158,3.772538782040632,3.620298707709053,-1.687917812351539,-5.035186321209762,-6.723104133561301,-3.603866331148662,-2.059329469741768,-5.66319580089043,4.127920892802999,2.042410665457105,2.085510227345894,3.672162717970906,0.289588887881597,3.961751605852504,-0.569490671613646
Harrison Barnes,barneha02,2017,1297,417,-4.488488894745544,-9.18677054091166,-13.675259435657203,-5.736130655510429,-2.059234299632803,-7.795364955143232,9.750003707073345,4.362987035678057,14.112990742751403,3.956681643807429,3.814733826955557,0.141947816851872,-0.87413677532581,-4.180077251540673,-5.054214026866482,-0.931587027391201
Shawne Williams,willish03,2021,2673,1037,-2.989887899765646,-1.577790464975738,-4.567678364741383,3.924699601245976,-3.195948992462055,0.728750608783922,-2.895052535375229,-0.236168382182753,-3.131220917557982,0.47583565919873,-0.231443567201561,0.707279226400291,-3.101517388141894,-1.443149141259191,-4.544666529401084,-0.457232430033434
Zylan Cheatham,cheatzy01,2015,2808,379,-3.384005561680276,-0.821136513819867,-4.205142075500143,-9.88831548704696,-0.10450512882033,-9.99282061586729,1.453840180762883,0.010354037675687,1.46419421843857,0.798636643593272,0.97689647031436,-0.178259826721088,0.122446038109834,-2.809816766191774,-2.687370728081939,-0.500609979624731
Kenyon Martin Jr.,martike04,2015,1658,473,-5.877866412488578,2.527683448808279,-3.350182963680299,1.82077498775615,-14.32385777705118,-12.503082789295028,0.427338148356499,-5.895264557304206,-5.467926408947706,3.390533655004924,3.867586174454857,-0.477052519449933,-1.190211041615889,-3.646781827404502,-4.83699286902039,-0.06687633365726
Jarred Vanderbilt,vandeja01,2019,1310,803,-4.909886945156117,-1.24073674621044,-6.150623691366556,-6.2061216025689,10.559349993083616,4.353228390514716,-2.887993602635479,1.65766449402214,-1.230329108613339,1.602887352188607,-0.063354321301742,1.666241673490349,-0.628366301584533,0.248177045194384,-0.380189256390149,-0.627986530750116
Jrue Holiday,holidjr01,2014,1695,494,-3.865511919234961,-2.208546068174529,-6.074057987409489,1.321785115184229,5.483668090280511,6.805453205464739,-6.364065928660396,-7.249950307854458,-13.614016236514853,-1.385258070145514,-1.476495739242035,0.091237669096521,-0.776049407428606,1.05220149517243,0.276152087743824,-1.945443797908185
Mike James,jamesmi02,2021,4771,543,-4.588664562285615,-1.311753881585954,-5.900418443871569,-8.58196544984479,-7.808984599181747,-16.390950049026536,3.696624815971287,12.438078754538,16.134703570509288,-3.668063674821494,-3.436419744850495,-0.231643929970999,1.394549579063352,0.640679206635185,2.035228785698538,0.206719823703657
