id,question,choices,answerKey
1,"If a new organism were discovered, which of the following would most likely be used to classify it into the appropriate kingdom?",1,C
2,Kailey and LeAnn were preparing a report on ocean tides. Which information should they include in their report concerning the greatest influence on the strength of a high tide in a particular area?,2,D
3,Which characteristic of a kitten is an acquired trait due to environmental influences?,3,C
4,Which of the following is a SOURCE of light?,4,A
5,"In the summer, the Arctic fox's fur is dark gray or brown. In the winter, its fur is white. The changes in color enable the fox to",5,B
6,"Recycling of a resource, such as paper, is important because",6,D
7,A container is filled with 250 milliliters of water. The total mass of the container and the water is 300 grams. What is the total mass of the container and the water after being in a freezer for 2 hours?,7,D
8,"To conserve the supply of nonrenewable resources, it is best to recycle",8,D
9,"Clams, oysters, and mussels eat plankton filtered from water. How would clams, oysters, and mussels most likely be affected if the amount of plankton in a large body of water was significantly reduced?",9,B
10,Which of these indicates a physical change that occurs during the process of digestion?,10,A
11,City administrators can encourage energy conservation by,11,D
12,What is a source of food and growth for a mushroom?,12,C
13,Scientists have measured the rate of growth of the Atlantic Ocean basin to be about 2 to 3 cm per year. This type of activity coincides with the formation of ridges on the ocean floor. What is the most likely cause of this activity?,13,C
14,Which human activity will help decrease air pollution?,14,B
15,Which of the following best describes a mineral?,15,D
16,The attachment of methyl radicals to genes helps regulate which property?,16,D
17,Which activity is an example of a good health habit?,17,C
18,Which action best models the motion of an arm at the elbow joint?,18,B
19,Which feature of some young birds helps them avoid becoming prey before they learn to fly?,19,D
20,A baby horse will inherit all of these traits from its parents except,20,D
21,The composition of soil influences the soil's ability to retain and transmit water and air. What soil type would be best for planting a productive garden?,21,C
22,The Sahara Desert in Africa has high daytime temperatures but low nighttime temperatures. Which factor is mainly responsible for low nighttime temperatures in the Sahara Desert?,22,B
23,A male fruit fly is homozygous dominant for gray-body color (G) and is crossed with a female fruit fly that is homozygous recessive for ebony-body color (g). What are the probable phenotypes of the offspring?,23,A
24,Rosaria discovered a type of structure she could not identify in a sample of pond water. Her teacher looked into her microscope and explained that they were zygotes produced by one of the protists in her sample. The zygotes belong to which protist?,24,C
25,Which is an advantage of using renewable resources?,25,D
26,"In a lab investigation, students use Brand X batteries in a flashlight and Brand Y batteries in a radio. After two hours, the flashlight stops working, but the radio continues to work. As a result, the students conclude that Brand Y batteries last longer. Which statement about the conclusion of the investigation is most accurate?",26,B
27,Which of the following substances can be separated into several elements?,27,C
28,Astronomers and biologists study different areas of science. Many astronomers observe far distant objects in the sky. Many biologists study extremely small objects. What do these astronomers and biologists have most in common?,28,B
29,Which of these is the main function of the vomiting reflex?,29,C
