duration,waiting,kind
1.888999098360371,61,short
5.1,79,long
2.31955616790324,54,short
3.991950816632579,81,long
2.250445342042915,59,short
3.86384569119571,78,long
2.252748174033619,56,short
2.065355397002609,59,short
3.574647041665916,87,long
4.699326549894899,84,long
4.84890510464387,73,long
2.331423339278278,49,short
4.350512595478944,74,long
4.117460998413083,93,long
4.673551702767118,77,long
4.674171660807778,75,long
1.915471737581108,44,short
1.877024875887112,54,short
2.06762360313002,50,short
1.72121200392455,51,short
4.151564549051617,76,long
3.740143438326156,85,long
4.806887135484805,80,long
4.415077716595786,71,long
2.042144598347794,51,short
4.040541874913125,78,long
4.479625967300646,77,long
5.1,77,long
4.248680278352114,82,long
4.34444608943586,84,long
3.875655851892123,90,long
4.518615371103299,86,long
4.588386611911607,79,long
5.1,88,long
5.1,81,long
4.359911806203708,74,long
3.952889177710024,80,long
3.778022689807054,68,long
4.153202813111461,72,long
4.566528727767286,77,long
4.765337327131905,90,long
4.286673416951293,76,long
4.409472158830565,85,long
5.1,86,long
2.130835983568894,50,short
4.545897035370483,74,long
1.721799163481847,49,short
1.6,59,short
4.123912627317717,78,long
4.053438355436382,72,long
4.146074577167591,80,long
2.398344350901253,45,short
1.711295926712388,62,short
2.179057105079034,59,short
3.647589685931689,83,long
2.299235713453966,63,short
2.818213970627979,51,short
2.592251014477549,57,short
2.24899040028871,45,short
2.020175825863826,64,short
1.875192573585545,46,short
3.847559126100793,79,long
4.839182499563761,75,long
2.166881972766153,55,short
2.49852909205279,50,short
4.133067117424414,83,long
3.327024230888289,77,long
2.090205777373226,46,short
1.955679653245856,65,short
2.100206815436507,52,short
4.109513405558104,77,long
3.80347028423871,83,long
4.337829282871946,91,long
2.323236395854604,57,short
2.217115314048961,52,short
2.496362810608275,58,short
4.496590664172674,85,long
4.584557517400599,73,long
3.876213029712693,66,long
4.717156377764898,88,long
3.268669480098521,75,long
3.948251857500346,83,long
5.069660672089248,80,long
1.880052276306056,46,short
1.88820516140893,60,short
2.787329563984535,62,short
1.852866206621276,45,short
4.017549680424541,76,long
2.346306099623379,57,short
3.841364550366311,80,long
4.556181825097028,72,long
2.04361697674034,56,short
4.275732716320487,76,long
4.824277094975044,79,long
4.195759007237467,83,long
4.407763884050807,89,long
4.670148031198774,87,long
3.578917422352976,75,long
3.813616473217148,75,long
2.473772076626817,65,short
2.171861346073592,50,short
2.242700289601134,53,short
1.854722929240374,57,short
2.177942125247815,60,short
4.25867188598068,80,long
4.198391917842215,73,long
2.57719003648556,57,short
1.649072543235441,51,short
4.836602207522151,78,long
4.327842878202978,80,long
1.693178395077477,55,short
4.416930178706095,79,long
1.919557596051862,66,short
1.946941136261281,60,short
2.046893316763989,65,short
1.668603501247624,47,short
2.218779913045573,65,short
4.120346925548738,84,long
3.29098971932833,87,long
4.204667948938871,77,long
4.478363850200677,80,long
4.121018823511599,78,long
4.152437974922739,74,long
2.582919761306129,63,short
4.24384784412711,72,long
2.022611997661517,65,short
4.550341127208061,77,long
1.88595617786886,55,short
2.471702272669168,55,short
4.285290621923209,79,long
4.881394935486206,79,long
4.719043143277297,83,long
1.684778449776733,61,short
5.076314195246922,81,long
2.810823440138649,65,short
4.970359421292276,76,long
1.99806315625568,65,short
2.162169580592636,49,short
1.991475174050936,65,short
4.760156538500012,74,long
2.014420309023942,61,short
1.961632483411082,57,short
1.863720169864061,58,short
3.928754845362906,86,long
4.474259572004734,90,long
2.550087271710587,55,short
4.125130901706409,76,long
4.273950154238871,82,long
1.765821034520481,62,short
1.716484214509693,65,short
2.784758636263179,47,short
4.205025712005147,81,long
2.012586776198523,61,short
3.938762393890204,75,long
4.089682054424395,81,long
3.528255547116973,83,long
5.1,77,long
3.220600962325562,79,long
1.787077399172542,62,short
1.672551490015301,65,short
3.897951019225064,70,long
2.758887354040334,65,short
4.385466535848186,84,long
2.083986170742064,62,short
4.122436831016137,82,long
4.179651632439146,79,long
3.879952197902188,80,long
1.645527256479277,63,short
5.1,78,long
1.897151472003313,44,short
3.948489643998278,77,long
4.419020376724485,74,long
3.835878346937424,85,long
1.895342887117279,51,short
4.300138464206481,80,long
1.786951383752523,55,short
4.102845839392731,81,long
2.714129291933912,58,short
2.770416429341177,53,short
3.802755648541166,68,long
4.144169182472703,86,long
4.803028064787621,80,long
1.991750144529514,55,short
4.738438275752028,85,long
1.785901801333419,67,short
1.867714303434439,57,short
4.745799799563717,78,long
4.246197993054502,71,long
2.392667931490066,45,short
4.294227619335415,82,long
4.479197519573713,85,long
4.39680615165615,87,long
3.191556076627127,82,long
2.351860904531323,44,short
3.850786800276386,81,long
4.328565487873047,80,long
4.723514224678028,87,long
2.135927566864789,58,short
4.518676459412804,84,long
2.015418897449129,59,short
4.697576425984892,80,long
3.781356714341708,84,long
1.91860343869614,48,short
4.25083947969079,87,long
3.57315360116917,81,long
2.053173304835727,54,short
4.399615560590052,82,long
4.769432788809619,81,long
2.229397170220509,43,short
4.32224066153844,76,long
4.078322198193405,82,long
4.59633360284958,76,long
4.402688971863797,79,long
4.631504645933949,72,long
3.414396627536644,85,long
2.387145342011615,49,short
5.1,80,long
3.959667513046603,76,long
4.699701900035445,87,long
4.224408963154622,81,long
2.134722395271716,66,short
4.45806254982232,77,long
4.109275588751132,72,long
1.965777833908502,51,short
4.462269630699378,76,long
2.789885714534193,65,short
1.670353327001029,55,short
5.1,86,long
4.092750034876288,73,long
2.400659194492836,62,short
1.969244924858486,65,short
2.25412198100255,47,short
4.377944531620736,89,long
3.953469101170663,77,long
3.980220970948008,85,long
3.442491861102008,81,long
3.964958552140699,79,long
2.287031062836588,50,short
4.661680443253104,79,long
5.083867821708698,87,long
3.37005512137427,87,long
1.675931872320854,60,short
4.674427386834875,81,long
4.050297299556566,80,long
4.289300482706675,63,long
2.222098052944344,47,short
4.068294012510502,90,long
4.954054808760323,82,long
1.877352821534187,46,short
3.660102276333652,94,long
2.357609930241999,59,short
4.190553182832422,80,long
2.329807476596993,44,short
2.212405101053156,49,short
4.190407334171776,78,long
4.266740351034067,71,long
2.972980669839757,48,short
4.080784193218889,83,long
4.468812771192532,81,long
4.11793123873658,78,long
2.014189499654718,46,short
4.007944066897902,80,long
1.722854282516032,43,short
4.282630443559245,84,long
5.1,73,long
4.988228042299988,82,long
4.640248539135082,82,long
3.632053091424265,80,long
3.912984335900237,84,long
5.1,71,long
3.501377249951891,75,long
4.193839128046794,83,long
