date,open,high,low,close,adjclose,volume
2000-01-03,1484.064168,1496.404406,1459.379459,1474.633103,1484.938807,1101520142
2000-01-04,1473.181431,1482.498344,1448.921618,1456.003834,1478.515919,1733473852
2000-01-05,1432.736277,1459.818429,1424.213335,1431.502581,1435.242768,1277318986
2000-01-06,1458.11044,1485.709641,1414.131244,1442.52534,1453.188516,0
2000-01-07,1463.446445,1470.043092,1443.023014,1444.257727,1460.787691,819176414
2000-01-08,1472.445312,1492.428444,1416.672746,1463.059035,1468.660115,617202338
2000-01-09,1463.193605,1477.093676,1447.452974,1447.933166,1459.135281,712980477
2000-01-10,1492.812239,1500.885824,1447.862096,1468.267965,1469.309627,204887526
2000-01-11,1472.66965,1488.519577,1427.58331,1475.422788,1476.291141,623563324
2000-01-12,1484.557583,1490.47811,1448.775368,1464.294241,1468.735675,825638592
2000-01-13,1500.104005,1505.404088,1444.817174,1458.824047,1462.833539,1286873974
2000-01-14,1493.512454,1495.006445,1436.58768,1443.339553,1450.026097,1783860532
2000-01-15,1444.215443,1477.092564,1416.613383,1418.280102,1466.721622,572449084
2000-01-16,1478.245738,1496.049235,1426.300839,1437.918118,1461.036199,942105103
2000-01-17,1453.061028,1493.724427,1439.544008,1470.284028,1475.921792,0
2000-01-18,1456.80805,1488.482757,1446.542404,1466.616493,1474.852734,883046073
2000-01-19,1455.569484,1497.733405,1448.320904,1469.117201,1480.115817,1736806300
2000-01-20,1470.845021,1494.97079,1445.353761,1467.399663,1487.48081,809789880
2000-01-21,1468.476464,1481.686824,1433.280383,1439.011707,1460.81081,190628521
2000-01-22,1481.854935,1509.450072,1440.634928,1451.011376,1469.356847,1592044830
2000-01-23,1468.853725,1497.39483,1442.856644,1445.688073,1472.545153,1137544577
2000-01-24,1471.750282,1502.540926,1447.500096,1455.98109,1482.760065,889028743
2000-01-25,1453.586196,1505.003837,1446.667992,1455.174338,1499.405791,1498090223
2000-01-26,1477.424591,1506.355496,1425.580404,1456.962859,1466.749294,302012191
2000-01-27,1451.100792,1499.521415,1433.010494,1482.807643,1487.983114,421481278
2000-01-28,1476.423059,1493.768308,1442.238565,1457.352874,1458.839382,1383400554
2000-01-29,1475.137543,1469.463573,1414.388515,1460.359151,1464.855226,945581122
2000-01-30,1475.521905,1479.413336,1439.381983,1465.207133,1466.416025,1524726295
2000-01-31,1471.027073,1492.726868,1420.770409,1437.465227,1457.58383,1631462171
2000-02-01,1481.498663,1501.762385,1431.715981,1457.655384,1482.64728,1247309222
2000-02-02,1503.97762,1509.199685,1420.530265,1461.525532,1472.193621,483501601
2000-02-03,1481.76929,1485.971885,1450.46363,1451.605433,1461.196772,698472338
2000-02-04,1493.95442,1497.511035,1446.855206,1454.833245,1488.436454,235035755
2000-02-05,1489.519621,1491.930233,1459.336453,1477.991558,1479.502233,0
2000-02-06,1486.067433,1508.428383,1439.799633,1440.039063,1489.923734,752266408
2000-02-07,1480.129131,1484.447273,1468.838634,1474.388591,1475.784756,1005357630
2000-02-08,1498.433175,1501.651412,1442.107978,1465.207864,1498.488921,1567618488
2000-02-09,1470.482597,1513.991681,1438.234184,1461.482783,1490.163382,534882005
2000-02-10,1481.702446,1503.151417,1459.670603,1498.269301,1502.798698,899453174
2000-02-11,1492.890793,1494.326383,1448.109579,1448.679727,1477.312615,1266668475
2000-02-12,1491.340535,1494.598991,1428.897538,1474.916717,1475.381995,1222047585
2000-02-13,1492.915144,1496.571341,1446.579253,1481.713443,1481.875945,638650309
2000-02-14,1467.783083,1505.62514,1449.497315,1467.848796,1486.673377,1507512564
2000-02-15,1481.802942,1485.402843,1455.674912,1463.603588,1466.004217,1248717552
2000-02-16,1493.457483,1501.91788,1435.958877,1475.146136,1496.617457,10863725
2000-02-17,1485.930288,1493.179645,1454.901843,1468.749789,1476.482419,1234648650
2000-02-18,1480.512853,1481.1618,1453.894334,1478.640352,1478.702282,1522773308
2000-02-19,1484.913941,1502.859616,1454.548332,1473.186096,1476.496686,928930735
2000-02-20,1481.419999,1506.747469,1437.490042,1474.925027,1483.808971,1087284553
2000-02-21,1491.466409,1491.827019,1454.859474,1465.452472,1465.567158,1767498028
2000-02-22,1486.926213,1491.62866,1458.773261,1460.252445,1490.876179,929486513
2000-02-23,1475.470565,1477.767809,1441.226463,1446.67717,1449.803717,2026180653
2000-02-24,1482.624742,1511.812522,1428.901519,1480.063971,1485.656752,1159746833
2000-02-25,1487.481571,1490.259263,1432.779716,1475.197218,1483.75205,1059675417
2000-02-26,1480.828535,1512.944593,1455.651762,1471.177437,1483.1893,1503754574
2000-02-27,1490.831079,1491.638842,1452.722589,1455.675778,1468.937533,759996865
2000-02-28,1490.255564,1505.191551,1455.679975,1492.358874,1497.425728,503935220
2000-02-29,1483.85465,1488.69912,1473.144252,1481.175095,1482.023926,2327327076
2000-03-01,1493.503728,1497.796513,1458.368519,1473.150053,1484.951565,1018154772
2000-03-02,1494.551645,1498.738069,1460.530519,1472.410766,1488.878165,1613130703
2000-03-03,1490.062731,1520.396987,1432.576091,1485.716739,1520.37292,1243019204
2000-03-04,1504.390121,1507.639255,1436.159543,1489.988821,1506.137802,1315401588
2000-03-05,1468.657687,1509.237098,1442.817074,1455.023556,1470.174548,442189260
2000-03-06,1499.590843,1504.736813,1465.101014,1467.347095,1496.926062,1828850664
2000-03-07,1472.812941,1506.848124,1452.709037,1465.961723,1467.952997,1230585942
2000-03-08,1500.577964,1531.297277,1457.987766,1490.858516,1522.219341,2028811000
2000-03-09,1496.757763,1516.23874,1470.051772,1474.597175,1499.444291,820124564
2000-03-10,1482.235513,1500.942865,1415.563619,1465.495117,1492.677084,1033442901
2000-03-11,1509.364679,1535.151949,1451.916682,1468.113286,1479.459606,1200848184
2000-03-12,1505.943055,1511.913219,1475.471126,1490.415337,1492.080153,0
2000-03-13,1499.532001,1499.585612,1452.014374,1457.149754,1467.719853,231084545
2000-03-14,1454.61507,1501.523936,1453.207061,1489.255553,1497.980027,0
2000-03-15,1464.10429,1492.796889,1452.463545,1461.203756,1469.166158,0
2000-03-16,1501.171606,1514.083512,1443.491409,1470.539916,1505.782172,1339638800
2000-03-17,1478.648503,1507.482558,1440.656811,1488.20345,1490.42546,449322112
2000-03-18,1494.888229,1503.795387,1468.914716,1486.392497,1496.777863,182128198
2000-03-19,1503.25374,1516.015335,1482.601002,1489.057695,1507.621584,826847184
2000-03-20,1490.058163,1501.369752,1458.412801,1469.367568,1491.832758,805745224
2000-03-21,1505.101115,1512.591458,1455.523481,1466.925917,1474.148971,1270400538
2000-03-22,1496.267445,1522.399394,1448.939383,1488.972029,1489.133464,249639253
2000-03-23,1492.254792,1503.781699,1464.630975,1472.703681,1489.694199,0
2000-03-24,1488.101844,1523.106393,1446.689593,1460.874523,1495.491765,701682860
2000-03-25,1495.781636,1507.483065,1448.044829,1468.699262,1498.647861,1354212483
2000-03-26,1483.612802,1515.539006,1448.333574,1479.281304,1506.972459,1548553151
2000-03-27,1479.93781,1500.202617,1436.145636,1485.489692,1485.999787,1138105517
2000-03-28,1480.134909,1499.906621,1452.563389,1488.697809,1489.035387,1608314993
2000-03-29,1516.941494,1534.556086,1449.429254,1492.202834,1507.778455,1216202369
2000-03-30,1494.291629,1510.781703,1481.029246,1493.301834,1507.982285,890551985
2000-03-31,1499.524542,1513.730575,1465.003601,1475.285159,1477.240124,53955083
2000-04-01,1476.044941,1505.868185,1449.237757,1460.343646,1485.593491,1645855946
