Date,CO2,adjusted CO2
1958-03-01,315.01,314.58
1958-03-31,313.47,315.18
1958-04-30,317.07,315.0
1958-05-30,315.39,315.37
1958-06-29,318.23,316.02
1958-07-29,317.29,314.82
1958-08-28,317.85,315.37
1958-09-27,317.69,315.14
1958-10-27,315.68,315.42
1958-11-26,317.27,315.61
1958-12-26,315.57,315.88
1959-01-25,316.42,315.98
1959-02-24,315.98,316.19
1959-03-26,316.36,316.36
1959-04-25,317.7,317.05
1959-05-25,316.99,316.35
1959-06-24,316.39,316.25
1959-07-24,317.85,316.63
1959-08-23,319.82,316.28
1959-09-22,318.91,317.13
1959-10-22,315.75,316.94
1959-11-21,320.54,317.53
1959-12-21,318.63,317.39
1960-01-20,319.01,317.22
1960-02-19,318.61,317.17
1960-03-20,317.08,317.37
1960-04-19,319.51,318.38
1960-05-19,315.99,317.79
1960-06-18,318.42,318.26
1960-07-18,319.03,318.55
1960-08-17,320.89,318.38
1960-09-16,320.51,318.68
1960-10-16,320.63,318.57
1960-11-15,319.7,318.86
1960-12-15,317.93,319.21
1961-01-14,319.21,318.99
1961-02-13,321.49,318.77
1961-03-15,320.15,320.2
1961-04-14,320.86,319.51
1961-05-14,320.09,319.82
1961-06-13,323.25,319.75
1961-07-13,320.05,320.11
1961-08-12,321.84,320.33
1961-09-11,318.21,320.14
1961-10-11,319.78,320.48
1961-11-10,320.92,320.25
1961-12-10,322.55,320.12
1962-01-09,322.0,320.83
1962-02-08,322.27,320.31
1962-03-10,323.8,320.42
1962-04-09,322.33,321.59
1962-05-09,323.36,321.42
1962-06-08,322.06,321.36
1962-07-08,321.83,321.94
1962-08-07,324.22,321.1
1962-09-06,321.24,321.8
1962-10-06,322.48,321.46
1962-11-05,323.63,321.97
1962-12-05,324.19,322.92
1963-01-04,320.81,321.83
1963-02-03,322.05,322.94
1963-03-05,324.8,322.77
1963-04-04,323.68,322.27
1963-05-04,324.45,322.59
1963-06-03,325.55,323.01
1963-07-03,322.95,322.91
1963-08-02,325.59,323.64
1963-09-01,322.8,323.11
1963-10-01,324.25,323.49
1963-10-31,325.26,322.92
1963-11-30,324.0,323.02
1963-12-30,323.96,323.9
1964-01-29,325.47,323.93
1964-02-28,326.42,323.87
1964-03-29,325.37,324.71
1964-04-28,324.3,324.51
1964-05-28,324.35,324.37
1964-06-27,323.28,324.69
1964-07-27,325.7,324.69
1964-08-26,326.52,325.19
1964-09-25,325.07,324.59
1964-10-25,326.5,324.69
1964-11-24,325.52,324.93
1964-12-24,323.65,324.97
1965-01-23,327.76,324.9
1965-02-22,326.85,326.05
1965-03-24,325.8,325.28
1965-04-23,326.84,325.75
1965-05-23,327.04,325.83
1965-06-22,326.31,326.49
1965-07-22,327.36,326.39
1965-08-21,328.11,327.03
1965-09-20,328.5,326.81
1965-10-20,328.93,326.92
1965-11-19,329.04,326.85
1965-12-19,328.12,326.69
1966-01-18,330.75,326.79
1966-02-17,327.19,327.42
1966-03-19,328.25,327.05
1966-04-18,327.39,327.05
1966-05-18,328.9,327.71
1966-06-17,329.38,328.08
1966-07-17,328.48,328.37
1966-08-16,331.35,328.11
1966-09-15,330.97,328.11
1966-10-15,327.75,328.07
1966-11-14,329.61,328.58
1966-12-14,330.35,328.98
1967-01-13,329.89,328.61
1967-02-12,331.08,328.94
