player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Tyrell Newman Peace Moute,jenkijo01,2016,184,841,-2.463579806181436,-2.165835622039178,0.689930851540509,-19.22386383343702,5.716378767727186,-7.907447037287547,-1.693144772933871,2.710897121757168,-1.757231592915895,-0.810277502810553,1.77391194369718,-0.100749791553226,-2.721257748917212,2.204680049060857,3.013455094577382,-0.660106466987007
Viacheslav Key Colo Moute,mcrobjo01,2021,3573,149,-4.721521775230322,-5.239876137071152,1.836019046716708,0.467023081930474,11.622440440322945,5.917149827042202,-2.12585429349516,-1.895343072721172,-1.202407277228728,0.580200740971456,2.199839777069431,-0.063879521667492,-8.27422192567466,0.554896553176459,-5.267464402768702,-0.919833501328761
Jrue Campazzo a Moute,lavinza01,2022,1143,572,-3.750459057139557,2.386793489525277,3.698482974581206,-10.38950740398776,2.399760481589277,-7.28338457369368,-0.341898884096426,6.149059486180882,4.067890682931832,-1.3258858455958,-0.452900203958414,-0.595151444079459,-3.919994517263722,-6.047643965514577,-7.299720434447662,-0.298635448766832
Taj Barnes II Moute,fredeji01,2020,8026,2599,-5.781544511702928,0.471106828562996,7.355896348637186,8.131230351544387,3.655455334818637,7.104836841104228,-10.389824345361575,-0.162771085565742,9.780349971462973,3.903908774410723,2.012882451180527,1.424679117057301,-1.800996986920852,-3.099396185721248,-3.371787339378201,0.334001623002952
Anzejs Burke a Moute,birchkh01,2021,104,1087,0.778475384887208,-1.515328103470515,-4.438638620261894,-1.972967636347698,7.22584386201718,1.215425147374123,0.361215085053685,5.967627904112934,-0.82745933155016,-2.886455759144722,-1.14545901873388,0.657669434944511,-4.558100537059962,5.190028250251534,-11.314009959552463,-0.088698164274633
Ryan Echenique Mitchell Moute,boganke01,2015,3762,1808,-4.000692804477513,2.698719395637699,-8.422139190793933,-9.788448550692157,-7.413210014346941,6.44849207609797,1.655185040208243,-5.814578400531792,5.917995734432527,0.471782388163887,2.377737912506627,0.646556697296964,-1.896070032773157,0.466582172088075,7.607434251651462,0.116422060624848
Robert Oni McAdoo Moute,looneke01,2022,2237,1157,-1.79501160406246,-7.831396556146716,14.478433804278978,2.954575629032052,1.12575174783906,4.404435144301425,-1.165195406206402,3.106756536703809,4.95474865428329,1.168857274979351,2.593328908823303,1.554158905084169,0.638939981081938,-8.372885073351068,-2.281299142373339,-1.022778668096695
Khyri Magnay James Moute,willide01,2016,324,1067,-1.562010402079796,-0.677363019975524,-1.418092038531868,-0.381659173765022,5.548549286726026,6.623874604059703,6.218657375134006,-2.43926329539076,-12.55105654415408,2.997581113974644,9.809808353320811,-0.077336692512194,-0.029743441712891,-1.395285289751538,-6.009699363901607,0.341450024028258
Jarron Reed II Moute,thomaca02,2018,3227,398,2.393293498731761,2.007390107292719,2.8801231591387,-4.583640029614872,-0.946175543102784,-8.32048167360302,4.72541901610121,-2.277533501956828,-7.16985216867378,1.918225701772862,-2.623573343983825,-0.367908379580923,-4.35077529716301,-1.272534050967363,4.39800723820046,0.066412101594264
Kendrick Morgan III Moute,gordoaa01,2016,3623,752,-2.955317982534164,1.192251719367356,-6.554591857639495,12.085101448403737,10.429223945290362,0.048048281969572,-5.921765688146846,1.475205138530447,-6.143377371326699,-0.50653217154247,-5.807984738486706,-0.330277115904259,-3.482186921669541,-1.687052515492871,-8.752784596213523,0.711087554350064
Steven Dowtin Sr. Moute,walkelo01,2016,2680,1991,-8.30275346904892,7.531491565426216,3.383738597773767,1.652664281528241,-0.077629640190832,7.638221813601505,-1.847778058246724,7.20137561263031,-3.400799516499122,-1.248925840402446,1.084568211574493,-0.774317133682166,-4.750198751982317,-2.213141220318707,-4.852349732891255,-0.886974336283151
Brice Chriss Sr. Moute,cunnida01,2019,3150,409,-4.741667905626452,-3.999250245506231,1.944993862450716,-1.124098806067358,-15.062753282535576,4.762247644729845,-3.729235294053811,-1.314924227664642,16.552097808722362,1.897931402952774,0.671965486752959,-0.756255961556194,-2.889036764909687,-2.925287824198835,-3.236683375536661,0.27345360496749
Richaun Sims II Moute,gasolpa01,2019,494,2762,-6.060712935755441,-2.718436834150497,-6.858308145421056,-8.34975234042001,-0.577965348336128,-5.739833465657685,-5.153350810554769,-1.580294872015197,-7.145379711486088,2.762547377130103,-0.304979541761629,-0.143289348280755,0.842460959101439,1.846075559235209,7.719294997292804,1.902659799136448
Omari Barron Mitchell Moute,hicksis01,2022,589,66,-2.84533540985631,-4.091317893572374,-3.685561836098969,-1.929702796104738,-0.887750187968304,1.466456579999326,-2.078908039243374,-1.22902144091864,6.421540575349708,4.463768533009003,3.219627681516126,0.554500570819541,3.447682587644207,-1.453711848770936,0.921372995324264,-0.249807731095016
Kent Queen James Moute,johnsda03,2019,2816,1141,-6.059813231876373,-0.98799428605227,-4.203884125702525,-5.055170469904255,5.457916564418342,-12.074712662968466,-4.349510387638734,-4.695806631061014,8.773997757793149,-4.273103635356619,-2.738638149447228,-0.101888244076016,2.328637647660721,2.300607904162184,-0.070043959896069,0.373975646779679
Kessler DiVincenzo II Moute,simshe01,2022,8026,950,6.323321908903456,-0.616600839701159,-6.527272804684907,2.894964067646615,-0.722934595198036,-1.610151523992119,-1.555863333048057,-3.17577427832857,0.228211271125271,-2.801408489159552,3.408724284351056,0.264807346951621,0.240651779018759,-2.82361199792325,-2.762266014422478,1.258287682267684
Cristiano Covington Mitchell Moute,willizi01,2020,2258,2747,-2.862451728321905,-3.112753513308525,2.786357278186238,-5.707985471287338,3.634801665460273,-12.896725829437212,-6.140566713669624,0.655370909492843,-5.699719233298782,6.147124541482688,-0.763458371343578,0.032966320278572,-1.295380540329332,4.567399955619776,-11.314854378550763,-0.623860407043484
Roger Gobert James Moute,bonejo01,2014,1981,2316,-2.107733209702321,-1.132202803875618,2.54784912752624,-3.052970221622343,1.081205588513235,-10.67676328152491,-0.079759754457836,6.66350330435,-7.666415877033215,1.86921446870555,2.68290747126366,0.124179422092733,0.513978091245788,2.373040424587142,0.245446012748764,0.241424940410054
Wenyen Sullinger Sr. Moute,brogdma01,2014,3833,284,0.96610074279084,-0.82863579608922,5.719921328623182,-19.20794099582259,-0.249249972881962,8.651074254793357,-6.458473631429217,3.382976718820231,5.792179183666156,0.743905262539008,1.649116560230644,0.504430063654446,0.070969539832789,-2.785842122679932,-3.879219721101246,-1.300006564498253
