sentence1,sentence2,label,idx
"Without a natural greenhouse effect, the temperature of the Earth would be about zero degrees F (-18C) instead of its present 57F (14C).",The official religion of Thailand is Theravada Buddhism.,1,145
"On July 12 Portuguese President Jorge Sampaio asks Pedro Santana Lopes to form a government. The new government is sworn in on July 17 and includes António Monteiro as foreign minister, Daniel Sanches as interior minister, and António Bago Flix as finance minister; Paulo Portas remains defense minister.",A body has been found by U. S. military police.,0,239
"The San Diego Padres ace, Jake Peavy, was hurt in an 8-5 loss to the St. Louis Cardinals.",Nick Leeson was arrested for collapse of Barings Bank PLC.,1,63
"Though the exact date is debated, dogs are thought to have been domesticated by humans approximately 12,000 years ago.",The mining industry uses a method known as heap leaching.,1,131
"Microsoft for instance, one of the world's largest software companies, lost more than an estimated 500 million dollars last year because of software theft.",Dick Lugar is a member of the Cuban-American community.,1,43
"NASA's two Great Observatories, the Hubble Space Telescope and the Chandra X-ray Observatory, have independently provided what could be the best direct evidence yet for the existence of an event horizon, the defining feature of a black hole.",Steps are being taken to stop the smuggling of aliens.,0,236
"An auto analyst for Bombay's Angel Broking, Vaishali Jajoo, predicted that the Nano will add only three percent to Tata's revenues even if it can sell a quarter of a million such cars per annum. ""That doesn't make a significant difference to the top line,"" Jajoo said. ""And for the bottom line, it will take five to six years to break even."" Environmentalists say that the car will exacerbate traffic problems already rife in India, and help increase pollution levels. Tata, however, stated that its vehicle is the least polluting car in the country.",The French railway company is called SNCF.,1,146
"In support of the Earth Island Institute rebuttal, Greenpeace founder Don White made the following - unfortunately prophetic - public statement on 8/18/93.",Alice Cooper is a Christian.,0,85
New security steps taken by the Customs Service may not be enough to stop a terrorist from smuggling in nuclear weapons.,Swedish massage loosens tense muscles.,0,159
"He said that ""there is evidence that Cristiani was involved in the murder of the six Jesuit priests"" which occurred on 16 November in San Salvador.",15 million tonnes of rubbish are produced daily in Cairo.,1,79
"The town is also home to the Dalai Lama and to more than 10,000 Tibetans living in exile.",Cleopatra and Marc Antony lived in Egypt.,0,46
The Longest Day ever lengthens. The 25th anniversary celebration of the first Normandy landing lasted three days; the 50th will spread out over a year.,100 or more people lost their lives in a ferry sinking.,0,36
"Without a natural greenhouse effect, the temperature of the Earth would be about zero degrees F (-18C) instead of its present 57F (14C).",KTLK is located in San Francisco.,0,153
"On October 1 2001, EU and other countries introduced the option for domestic animal owners to apply for Pet passports under the Pets Travel Scheme (PETS for short), for pets returning from abroad to the United Kingdom. This replaced the old system of 6 months compulsory quarantine for all domestic pets.","Miller died Thursday night, of heart failure, surrounded by family members.",0,8
"U.S. forces have been engaged in intense fighting after insurgents launched simultaneous attacks in several Iraqi cities, including Fallujah and Baqubah.",Greenhouse effect changes global climate.,1,243
"Alice Cooper, a founder of the shock rock genre, and infamous for his gory stage shows, is setting up a Christian center for at-risk youths in Phoenix. Cooper, who has been a born again Christian for over 20 years, has already raised US$2 million for the center via his charity, the Solid Rock Foundation, founded by Cooper in 1995. ""The Rock"", as the center will be called, is expected to cost $7.3 million, and Cooper hopes that construction work will begin on the site, currently a grassy area near the Grand Canyon University, by November.",50th Anniversary of Normandy Landings lasts a year.,1,154
Thailand's official religion is Buddhism which claims the allegiance of most Thai people. Their cultural identity seems almost inseparably intertwined with Buddhist traditions. The people practice folk Buddhism which includes and elaborate system of spirit worship.,Amstetten is located in Austria.,0,57
The official visit of the Argentine minister marks a further step in the normalisation of UK-Argentine relations.,A robotic arm has been used for scientific discoveries.,0,141
"A cataclysmic starquake is thought to have caused a flare of radiation that ripped past the Earth on December 27, battering instruments on satellites and lighting up our atmosphere.",General Miguel Maza Marquez took part in the assassination of Luis Carlos Galan.,1,72
"South America - The President of Colombia Alvaro Uribe is scheduled to meet the President of Venezuela Hugo Chávez Thursday. Apparently the crisis between Venezuela and Colombia is almost solved. The crisis began with the imprisonment of the alleged FARC member Rodrigo Granda by Colombian forces on December 13, 2004. Venezuela accused Colombian of invading Venezuelan territory. Colombia accused Venezuela of harboring FARC terrorists. The President of Cuba, Fidel Castro, intervened in the crisis and talked to Chavez and Uribe.",Charles Darwin took a voyage on a ship named HMS Beagle.,1,210
"The U.S. handed power on June 30 to Iraqâs interim government chosen by the United Nations and Paul Bremer, former governor of Iraq.",New Portuguese prime minister is elected.,1,271
PERSPECTIVE ON BOSNIA; A BALKANS PEACE THAT CANNOT LAST,Drug legalization has benefits.,1,62
"Despite CNOOC's all-cash bid, Unocal said its recommendation to shareholders in favor of the $16.4 billion offer of cash and stock from Chevron remains in effect.",Wu Yi is the Foreign Trade Minister of China.,0,164
Wal-Mart Stores has asked a US federal appeals court to review a judge's order approving class-action status for a sex-discrimination lawsuit.,France participates in Euro 2004.,0,174
"Though the exact date is debated, dogs are thought to have been domesticated by humans approximately 12,000 years ago.",Hossam Zaki is the new Foreign Minister of Israel.,0,87
"Security forces were on high alert after an election campaign in which more than 1,000 people, including seven election candidates, have been killed.",A doctor was killed by his parents.,0,161
