sentence,label,idx
"for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal .",1,726
"if you 've ever entertained the notion of doing what the title of this film implies , what sex with strangers actually shows may put you off the idea forever .",0,290
the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth .,0,569
"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others .",0,823
the minor figures surrounding ( bobby ) ... form a gritty urban mosaic .,1,597
"complete lack of originality , cleverness or even visible effort",1,354
"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books .",0,53
"... a story we have n't seen on the big screen before , and it 's a story that we as americans , and human beings , should know .",1,420
"too slow , too long and too little happens .",0,368
i had to look away - this was god awful .,0,423
"too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging ... the isle defies an easy categorization .",1,232
"slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ?",0,83
"if there 's one thing this world needs less of , it 's movies about college that are written and directed by people who could n't pass an entrance exam .",1,486
"there is n't nearly enough fun here , despite the presence of some appealing ingredients .",0,844
"if there 's one thing this world needs less of , it 's movies about college that are written and directed by people who could n't pass an entrance exam .",1,236
a film about a young man finding god that is accessible and touching to the marrow .,1,291
"and when you 're talking about a slapstick comedy , that 's a pretty big problem .",1,575
"if the first men in black was money , the second is small change .",1,558
one of the smartest takes on singles culture i 've seen in a long time .,1,278
"instead , he shows them the respect they are due .",0,84
"anchored by friel and williams 's exceptional performances , the film 's power lies in its complexity .",0,0
a quiet treasure -- a film to be savored .,1,678
"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class .",0,373
"an exhilarating futuristic thriller-noir , minority report twists the best of technology around a gripping story , delivering a riveting , pulse intensifying escapist adventure of the first order",1,167
"the last 20 minutes are somewhat redeeming , but most of the movie is the same teenage american road-trip drek we 've seen before - only this time you have to read the fart jokes",0,54
the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it .,1,588
"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand .",1,867
overall very good for what it 's trying to do .,1,211
"there is a fabric of complex ideas here , and feelings that profoundly deepen them .",1,825
... a magnificent drama well worth tracking down .,1,180
a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar .,1,689
"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie .",0,174
"it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot .",0,262
it 's a remarkably solid and subtly satirical tour de force .,1,674
"a fast , funny , highly enjoyable movie .",0,737
"seldahl 's barbara is a precise and moving portrait of someone whose world is turned upside down , first by passion and then by illness .",0,798
"the film may appear naked in its narrative form ... but it goes deeper than that , to fundamental choices that include the complexity of the catholic doctrine",1,482
"jose campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory .",1,26
stealing harvard aspires to comedic grand larceny but stands convicted of nothing more than petty theft of your time .,1,500
"if you 're hard up for raunchy college humor , this is your ticket right here .",0,633
"the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays .",0,165
a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason-dixon line .,0,595
the wild thornberrys movie is a jolly surprise .,1,317
it 's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman .,0,255
teen movies have really hit the skids .,1,90
for the most part stevens glides through on some solid performances and witty dialogue .,0,723
"it does n't believe in itself , it has no sense of humor ... it 's just plain bored .",1,517
cq 's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors .,1,531
overall the film feels like a low-budget tv pilot that could not find a buyer to play it on the tube .,0,661
"harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all .",1,138
"the film is quiet , threatening and unforgettable .",0,435
this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms .,1,243
the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them .,1,33
a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes .,1,165
the only excitement comes when the credits finally roll and you get to leave the theater .,0,423
travels a fascinating arc from hope and euphoria to reality and disillusionment .,0,203
it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters .,1,636
a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) .,0,330
"inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the tension that keeps you in your seat .",1,776
one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece .,1,693
a sometimes tedious film .,0,56
"excessive , profane , packed with cartoonish violence and comic-strip characters .",1,624
"... a fun little timewaster , helped especially by the cool presence of jean reno .",0,642
` easily my choice for one of the year 's best films . ',1,845
