species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
Adelie,Biscoe,36.7,17.7,202,3790,FEMALE
Adelie,Torgersen,41.1,16.0,193,3606,MALE
Adelie,Biscoe,39.6,19.3,183,3000,FEMALE
Adelie,Dream,45.6,17.8,208,3608,FEMALE
Adelie,Biscoe,39.6,17.8,185,3600,FEMALE
Adelie,Dream,37.6,18.1,195,4214,MALE
Adelie,Dream,42.0,20.7,186,3980,
Adelie,Torgersen,38.6,21.2,191,4933,FEMALE
Adelie,Dream,35.5,18.9,198,3735,MALE
Adelie,Torgersen,38.8,18.9,218,2703,FEMALE
Adelie,Dream,38.8,17.6,219,3022,MALE
Adelie,Dream,36.4,18.8,216,4116,MALE
Adelie,Dream,38.1,17.8,200,3513,MALE
Adelie,Dream,33.5,17.2,209,3534,FEMALE
Adelie,Torgersen,36.0,17.9,173,4070,MALE
Adelie,Torgersen,34.5,17.5,224,3554,FEMALE
Adelie,Biscoe,39.7,19.0,197,3506,MALE
Adelie,Torgersen,36.5,17.0,197,3944,FEMALE
Adelie,Torgersen,36.0,17.3,220,3508,FEMALE
Adelie,Torgersen,41.8,19.7,226,4241,MALE
Adelie,Biscoe,36.9,19.4,205,3669,MALE
Adelie,Dream,39.2,17.0,217,3698,MALE
Adelie,Torgersen,39.0,18.2,208,3702,FEMALE
Adelie,Dream,35.1,17.7,195,3299,MALE
Adelie,Torgersen,36.3,19.2,197,3449,FEMALE
Adelie,Biscoe,38.3,20.0,189,3426,FEMALE
Adelie,Dream,40.7,19.5,212,4000,FEMALE
Adelie,Biscoe,38.8,18.1,200,3827,MALE
Adelie,Torgersen,36.8,21.1,185,2965,MALE
Adelie,Dream,43.1,18.1,226,3114,MALE
Adelie,Torgersen,36.4,18.0,214,3495,MALE
Adelie,Torgersen,40.3,16.6,196,3317,MALE
Adelie,Dream,41.5,18.9,210,3258,MALE
Adelie,Dream,35.7,18.6,192,3070,FEMALE
Adelie,Torgersen,41.1,18.1,191,3604,FEMALE
Adelie,Biscoe,35.6,19.0,197,3852,MALE
Adelie,Dream,37.3,17.5,191,4168,
Adelie,Dream,35.3,18.5,201,3754,MALE
Adelie,Biscoe,39.0,18.0,222,2932,MALE
Adelie,Dream,39.1,17.9,189,3284,MALE
Adelie,Torgersen,41.5,18.7,204,3773,MALE
Adelie,Dream,36.7,18.3,199,3465,MALE
Adelie,Biscoe,39.7,21.5,220,3769,MALE
Adelie,Biscoe,36.0,18.6,181,3526,MALE
Adelie,Dream,40.6,20.7,205,3524,FEMALE
Adelie,Dream,38.6,18.5,210,3462,FEMALE
Adelie,Dream,37.9,18.6,193,3414,MALE
Adelie,Dream,37.2,20.0,199,3840,FEMALE
Adelie,Torgersen,38.1,17.6,195,3456,FEMALE
Adelie,Torgersen,35.7,18.9,184,4748,MALE
Adelie,Biscoe,39.2,21.1,196,4282,FEMALE
Adelie,Biscoe,32.1,17.0,212,3537,FEMALE
Adelie,Dream,37.8,19.4,191,3577,FEMALE
Adelie,Dream,36.6,17.2,191,3577,FEMALE
Adelie,Biscoe,37.3,16.9,204,3726,FEMALE
Adelie,Biscoe,36.6,17.9,197,3563,MALE
Adelie,Dream,42.1,17.1,198,4097,FEMALE
Adelie,Torgersen,40.3,21.1,193,4654,MALE
Adelie,Dream,41.1,19.0,213,3376,MALE
Adelie,Dream,38.1,16.7,192,4207,MALE
Adelie,Torgersen,33.1,16.1,211,3585,MALE
Adelie,Dream,38.9,19.0,201,3820,FEMALE
Adelie,Dream,37.7,18.5,174,3405,FEMALE
Adelie,Biscoe,40.9,18.6,196,3876,FEMALE
Adelie,Biscoe,39.8,19.8,230,3754,MALE
Adelie,Dream,41.1,18.5,200,4223,FEMALE
Adelie,Torgersen,38.2,15.5,172,2700,FEMALE
Adelie,Dream,40.2,18.4,183,4246,MALE
Adelie,Dream,36.2,17.0,218,3614,FEMALE
Adelie,Biscoe,34.4,17.5,189,3176,MALE
Adelie,Torgersen,38.2,19.2,205,3824,MALE
Adelie,Torgersen,38.5,17.6,186,3889,MALE
Adelie,Dream,42.7,18.3,199,3860,MALE
Adelie,Dream,41.4,17.1,218,3427,FEMALE
Adelie,Torgersen,39.5,20.3,200,3282,FEMALE
Adelie,Biscoe,40.5,18.6,199,3142,
Adelie,Dream,35.2,19.6,231,3565,MALE
Adelie,Biscoe,39.2,18.4,225,3036,FEMALE
Adelie,Dream,39.6,20.0,195,4681,FEMALE
Adelie,Dream,45.8,18.8,200,3780,
Adelie,Dream,39.0,17.2,187,3637,MALE
Adelie,Dream,35.7,19.0,199,4086,MALE
Adelie,Biscoe,36.5,20.3,196,2700,MALE
Adelie,Torgersen,37.3,17.9,195,2870,MALE
Adelie,Torgersen,42.2,17.0,195,3312,MALE
Adelie,Biscoe,42.3,18.0,191,3514,FEMALE
Adelie,Biscoe,38.9,18.7,216,3841,FEMALE
Adelie,Biscoe,37.0,17.1,206,3016,MALE
Adelie,Biscoe,39.5,18.8,202,2772,FEMALE
Adelie,Biscoe,34.0,18.5,215,3627,MALE
Adelie,Dream,38.1,17.0,214,3117,MALE
Adelie,Dream,40.8,17.2,202,3918,MALE
Adelie,Torgersen,40.8,18.4,221,3603,
Adelie,Dream,39.7,18.5,190,4896,MALE
Adelie,Torgersen,35.9,16.6,194,3996,FEMALE
Adelie,Torgersen,40.5,15.9,194,2926,FEMALE
Adelie,Torgersen,37.8,16.8,186,4803,FEMALE
Adelie,Dream,40.9,17.1,191,3511,FEMALE
Adelie,Torgersen,36.2,18.5,210,2857,MALE
Adelie,Torgersen,41.6,18.8,182,4246,FEMALE
Adelie,Torgersen,37.5,18.9,192,4775,FEMALE
Adelie,Biscoe,37.6,19.3,189,3495,MALE
Adelie,Biscoe,40.6,17.8,208,4256,MALE
Adelie,Biscoe,39.6,19.1,177,3949,FEMALE
Adelie,Biscoe,39.7,19.5,208,4083,FEMALE
Adelie,Torgersen,41.1,19.4,199,3413,MALE
Adelie,Torgersen,42.5,17.0,202,4776,FEMALE
Adelie,Torgersen,34.6,18.6,194,3252,MALE
Adelie,Torgersen,36.0,18.1,202,3875,MALE
Adelie,Dream,37.6,18.7,176,4099,FEMALE
Adelie,Biscoe,40.6,18.5,212,3819,FEMALE
Adelie,Dream,46.0,18.5,205,3934,FEMALE
Adelie,Biscoe,42.8,18.9,178,3716,FEMALE
Adelie,Torgersen,41.1,19.1,172,4318,FEMALE
Adelie,Biscoe,40.2,17.4,192,3928,FEMALE
Adelie,Dream,44.1,17.2,216,3794,MALE
Adelie,Torgersen,40.1,20.5,212,3159,MALE
Adelie,Dream,36.2,18.0,214,3363,FEMALE
Adelie,Torgersen,40.2,18.3,216,3031,MALE
Adelie,Dream,37.8,18.1,192,4105,FEMALE
Adelie,Torgersen,42.2,19.2,231,4769,FEMALE
Adelie,Torgersen,41.4,16.5,203,3709,FEMALE
Adelie,Biscoe,35.9,17.8,190,3822,MALE
Adelie,Torgersen,35.0,17.9,206,3541,MALE
Adelie,Biscoe,42.9,17.2,224,3660,FEMALE
Adelie,Biscoe,39.3,16.2,187,4234,FEMALE
Adelie,Biscoe,44.1,18.0,210,3956,FEMALE
Adelie,Biscoe,43.2,18.9,202,3915,MALE
Adelie,Biscoe,43.2,16.5,218,4215,FEMALE
Adelie,Dream,41.0,17.1,209,3223,MALE
Adelie,Dream,37.7,19.5,187,4061,MALE
Adelie,Dream,39.6,17.5,217,4016,FEMALE
Adelie,Torgersen,41.3,19.1,200,3331,FEMALE
Adelie,Dream,34.6,21.2,221,3920,MALE
Adelie,Dream,38.6,17.6,221,3515,FEMALE
Adelie,Torgersen,40.6,19.1,220,2802,MALE
Adelie,Dream,37.7,20.6,222,3903,MALE
Adelie,Torgersen,38.7,16.8,222,4074,MALE
Adelie,Torgersen,41.1,16.9,192,3931,MALE
Adelie,Biscoe,37.2,18.4,213,3082,FEMALE
Adelie,Torgersen,39.5,20.1,195,3399,MALE
Adelie,Biscoe,41.3,18.6,176,3484,FEMALE
