sentence1,sentence2,label,idx
"This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the wind knocked it down.",The cat was too cautious.,1,15
Fred is the only man still alive who remembers my great-grandfather. He is a remarkable man.,I can't see around the pillar.,0,59
"Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make fewer of them.",He opened his eyes when the wind stopped.,1,59
"Grant worked hard to harvest his beans so he and his family would have enough to eat that winter, His friend Henry let him stack them in his barn where they would dry. Later, he and Tatyana would shell them and cook them for their Sunday dinners.",The duck had better get away to safety fast!,0,20
The drain is clogged with hair. It has to be cleaned.,coats were not enough for the cold in Alaska.,1,9
I can't cut that tree down with that axe; it is too thick.,Fred is a remarkable man.,1,31
"George got free tickets to the play, but he gave them to Eric, even though he was particularly eager to see it.",The tree is too thick.,0,8
"Susan knew that Ann's son had been in a car accident, so she told her about it.",The school bus was going so slow.,0,54
John was doing research in the library when he heard a man humming and whistling. He was very annoying.,The police were trying to run the drug trade in the neighborhood.,0,47
"By rolling over in her upper berth, Tatyana could look over the edge of it and see her mother plainly. How very small and straight and rigid she lay in the bunk below! Her eyes were closed, but Tatyana doubted if she slept.",Sally stopped and counted to ten.,0,36
"Although they ran at about the same speed, Sue beat Sally because she had such a good start.",The sheep ended up looking more like golfers.,0,63
Bob collapsed on the sidewalk. Soon he saw Carl coming to help. He was very ill.,Anyone who knew that he was 19 years old could take his claim away from anyone.,0,7
John was doing research in the library when he heard a man humming and whistling. He was very annoying.,Eric was not particularly eager to see it.,0,23
"Fred and Alice had very warm down coats, but they were not enough for the cold in Alaska.",Mary had forgotten.,1,36
"Ann asked Mary what time the library closes, because she had forgotten.","The journalists were very persistent, so the interview lasted for a long time.",1,26
"Fred covered his eyes with his hands, because the wind was blowing sand around. He opened them when the wind stopped.",The bottle was empty.,0,1
"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. They were very much in the majority.",The spot under the tree was hot.,0,14
The father carried the sleeping boy in his arms.,Sally stopped and counted to ten.,1,68
"The older students were bullying the younger ones, so we rescued them.",Tina's drawing did look much better with another one below it.,0,40
John was doing research in the library when he heard a man humming and whistling. He was very annoying.,She saw that Emma was open.,1,53
Mr. Taylor was a man of uncertain temper and his general tendency was to think that David was a poor chump and that whatever step he took in any direction on his own account was just another proof of his innate idiocy.,The sheep ended up looking more like golfers.,0,26
"They broadcast an announcement, but a subway came into the station and I couldn't hear over it.",The tree is too thick.,0,34
The police arrested all of the gang members. They were trying to run the drug trade in the neighborhood.,The lawyer was reluctant to repeat it.,0,50
"There is a pillar between me and the stage, and I can't see around it.",The hair has to be cleaned.,1,16
"Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrieff has decided to cancel Edward's allowance on the ground that he no longer requires his financial support.",She saw that Emma was open.,0,64
No one joins Facebook to be sad and lonely. But a new study from the University of Wisconsin psychologist George Lincoln argues that that's exactly how it makes us feel.,We rescued the older students.,0,31
"They broadcast an announcement, but a subway came into the station and I couldn't hear over it.",Eric was particularly eager to see it.,1,5
"Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned it off.",She saw that Emma was open.,0,40
"Fred covered his eyes with his hands, because the wind was blowing sand around. He opened them when the wind stopped.",The pot was too high.,0,39
"They broadcast an announcement, but a subway came into the station and I couldn't hear it.",The spot under the tree was hot.,0,17
Emma did not pass the ball to Janie although she was open.,The large ball was made of styrofoam.,1,22
"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. They were very much in the majority.",The sponsors were very much in the majority.,1,67
Madonna fired her trainer because she slept with her boyfriend.,Mark ran to look out the window.,0,47
"Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make fewer of them.",He couldn't afford the things.,0,29
Look! There is a minnow swimming right below that duck! It had better get away to safety fast!,Mary had forgotten.,0,40
"There is a pillar between me and the stage, and I can't see it.",He opened his eyes when the wind stopped.,0,10
"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because it was hot.",Sally stopped and counted to ten.,1,56
"Alice looked for her friend Jade in the crowd. Since she always wears a red turban, Alice spotted her quickly.",He changed his mind and turned the dishwasher off.,1,18
"When Tommy dropped his ice cream, Timmy giggled, so father gave him a stern look.",The police were trying to run the drug trade in the neighborhood.,0,42
"When they had eventually calmed down a bit, and had gotten home, Mr. Farley put the magic pebble in an iron safe. Some day they might want to use it , but really for now, what more could they wish for?",The building is very famous.,0,40
"The older students were bullying the younger ones, so we rescued them.",Carl was very ill.,0,20
"They broadcast an announcement, but a subway came into the station and I couldn't hear over it.",The lemon trees came out looking more like light bulbs.,1,38
"Susan knew that Ann's son had been in a car accident, so she told her about it.",We should make fewer of the oatmeal cookies.,0,63
"Susan knew that Ann's son had been in a car accident, so she told her about it.",The mouse was too cautious.,0,24
"Although they ran at about the same speed, Sue beat Sally because she had such a good start.",The drain has to be removed.,1,60
"Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make fewer of them.",Carl was very ill.,1,22
The large ball crashed right through the table because it was made of styrofoam.,"The journalists were very persistent, so the interview lasted for a long time.",1,51
"There is a pillar between me and the stage, and I can't see around it.",The duck had better get away to safety fast!,0,5
"I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like light bulbs.",The mouse was too cautious.,1,36
The drain is clogged with hair. It has to be removed.,coats were not enough for the cold in Alaska.,1,65
"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. They were very much in the majority.",Mary had forgotten.,1,42
No one joins Facebook to be sad and lonely. But a new study from the University of Wisconsin psychologist George Lincoln argues that that's exactly how it makes us feel.,The spot under the tree was hot.,1,63
"The older students were bullying the younger ones, so we rescued them.",I can't see around the pillar.,0,51
The father carried the sleeping boy in his arms.,He couldn't afford the things.,1,10
"I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like telephone poles.",This afternoon the wind knocked The sand castle down.,1,6
"The journalists interviewed the stars of the new movie. They were very persistent, so the interview lasted for a long time.",Sam would have gotten a lot of money.,1,58
"Always before, Larry had helped Dad with his work. But he could not help him now, for Dad said that his boss at the railroad company would not want anyone but him to work in the office.",The father carried the sleeping boy in the father's arms.,0,4
"George got free tickets to the play, but he gave them to Eric, because he was particularly eager to see it.","Later, he and Tatyana would shell them and cook them for the beans' Sunday dinners.",1,55
The city councilmen refused the demonstrators a permit because they advocated violence.,Now I have to get The roof repaired.,0,44
"Always before, Larry had helped Dad with his work. But he could not help him now, for Dad said that his boss at the railroad company would not want anyone but him to work in the office.",He could not help Larry now.,1,45
The drain is clogged with hair. It has to be removed.,The lemon trees came out looking more like light bulbs.,0,29
"George got free tickets to the play, but he gave them to Eric, because he was particularly eager to see it.",The lemons came out looking more like telephone poles.,1,27
The city councilmen refused the demonstrators a permit because they advocated violence.,He opened his eyes when the wind stopped.,1,40
The large ball crashed right through the table because it was made of styrofoam.,The demonstrators advocated violence.,1,60
Jane gave Joan candy because she was hungry.,Ann told her about it.,0,3
Mark heard Steve's feet going down the ladder. The door of the shop closed after him. He ran to look out the window.,We rescued the older students.,0,32
"They broadcast an announcement, but a subway came into the station and I couldn't hear over it.",The cat was too cautious.,0,7
"Always before, Larry had helped Dad with his work. But he could not help him now, for Dad said that his boss at the railroad company would not want anyone but him to work in the office.",Fred is a remarkable man.,0,68
"They broadcast an announcement, but a subway came into the station and I couldn't hear it.",He couldn't afford the children.,0,1
Jane knocked on Susan's door but she did not answer.,I couldn't hear the subway.,0,25
"Always before, Larry had helped Dad with his work. But he could not help him now, for Dad said that his boss at the railroad company would not want anyone but him to work in the office.",He opened his eyes when the wind stopped.,0,48
