Adelie	Torgersen	MALE	39.1	18.7
Adelie	Torgersen	FEMALE	39.5	17.4
Adelie	Torgersen	FEMALE	40.3	18
Adelie	Torgersen	FEMALE	36.7	19.3
Adelie	Torgersen	MALE	39.3	20.6
Adelie	Torgersen	FEMALE	38.9	17.8
Adelie	Torgersen	MALE	39.2	19.6
Adelie	Torgersen	FEMALE	41.1	17.6
Adelie	Torgersen	MALE	38.6	21.2
Adelie	Torgersen	MALE	34.6	21.1
Adelie	Torgersen	FEMALE	36.6	17.8
Adelie	Torgersen	FEMALE	38.7	19
Adelie	Torgersen	MALE	42.5	20.7
Adelie	Torgersen	FEMALE	34.4	18.4
Adelie	Torgersen	MALE	46	21.5
Adelie	Biscoe	FEMALE	37.8	18.3
Adelie	Biscoe	MALE	37.7	18.7
Adelie	Biscoe	FEMALE	35.9	19.2
Adelie	Biscoe	MALE	38.2	18.1
Adelie	Biscoe	MALE	38.8	17.2
Adelie	Biscoe	FEMALE	35.3	18.9
Adelie	Biscoe	MALE	40.6	18.6
Adelie	Biscoe	FEMALE	40.5	17.9
Adelie	Biscoe	FEMALE	37.9	18.6
Adelie	Biscoe	MALE	40.5	18.9
Adelie	Dream	FEMALE	39.5	16.7
Adelie	Dream	MALE	37.2	18.1
Adelie	Dream	FEMALE	39.5	17.8
Adelie	Dream	MALE	40.9	18.9
Adelie	Dream	FEMALE	36.4	17
Adelie	Dream	MALE	39.2	21.1
Adelie	Dream	MALE	38.8	20
Adelie	Dream	FEMALE	42.2	18.5
Adelie	Dream	FEMALE	37.6	19.3
Adelie	Dream	MALE	39.8	19.1
Adelie	Dream	FEMALE	36.5	18
Adelie	Dream	MALE	40.8	18.4
Adelie	Dream	FEMALE	36	18.5
Adelie	Dream	MALE	44.1	19.7
Adelie	Dream	FEMALE	37	16.9
Adelie	Dream	MALE	39.6	18.8
Adelie	Dream	MALE	41.1	19
Adelie	Dream	FEMALE	36	17.9
Adelie	Dream	MALE	42.3	21.2
Adelie	Biscoe	FEMALE	39.6	17.7
Adelie	Biscoe	MALE	40.1	18.9
Adelie	Biscoe	FEMALE	35	17.9
Adelie	Biscoe	MALE	42	19.5
Adelie	Biscoe	FEMALE	34.5	18.1
Adelie	Biscoe	MALE	41.4	18.6
Adelie	Biscoe	FEMALE	39	17.5
Adelie	Biscoe	MALE	40.6	18.8
Adelie	Biscoe	FEMALE	36.5	16.6
Adelie	Biscoe	MALE	37.6	19.1
Adelie	Biscoe	FEMALE	35.7	16.9
Adelie	Biscoe	MALE	41.3	21.1
Adelie	Biscoe	FEMALE	37.6	17
Adelie	Biscoe	MALE	41.1	18.2
Adelie	Biscoe	FEMALE	36.4	17.1
Adelie	Biscoe	MALE	41.6	18
Adelie	Biscoe	FEMALE	35.5	16.2
Adelie	Biscoe	MALE	41.1	19.1
Adelie	Torgersen	FEMALE	35.9	16.6
Adelie	Torgersen	MALE	41.8	19.4
Adelie	Torgersen	FEMALE	33.5	19
Adelie	Torgersen	MALE	39.7	18.4
Adelie	Torgersen	FEMALE	39.6	17.2
Adelie	Torgersen	MALE	45.8	18.9
Adelie	Torgersen	FEMALE	35.5	17.5
Adelie	Torgersen	MALE	42.8	18.5
Adelie	Torgersen	FEMALE	40.9	16.8
Adelie	Torgersen	MALE	37.2	19.4
Adelie	Torgersen	FEMALE	36.2	16.1
Adelie	Torgersen	MALE	42.1	19.1
Adelie	Torgersen	FEMALE	34.6	17.2
Adelie	Torgersen	MALE	42.9	17.6
Adelie	Torgersen	FEMALE	36.7	18.8
Adelie	Torgersen	MALE	35.1	19.4
Adelie	Dream	FEMALE	37.3	17.8
Adelie	Dream	MALE	41.3	20.3
Adelie	Dream	MALE	36.3	19.5
Adelie	Dream	FEMALE	36.9	18.6
Adelie	Dream	MALE	38.3	19.2
Adelie	Dream	FEMALE	38.9	18.8
Adelie	Dream	FEMALE	35.7	18
Adelie	Dream	MALE	41.1	18.1
Adelie	Dream	FEMALE	34	17.1
Adelie	Dream	MALE	39.6	18.1
Adelie	Dream	FEMALE	36.2	17.3
Adelie	Dream	MALE	40.8	18.9
Adelie	Dream	FEMALE	38.1	18.6
Adelie	Dream	MALE	40.3	18.5
Adelie	Dream	FEMALE	33.1	16.1
Adelie	Dream	MALE	43.2	18.5
Adelie	Biscoe	MALE	41	20
Adelie	Biscoe	FEMALE	37.7	16
Adelie	Biscoe	MALE	37.8	20
Adelie	Biscoe	MALE	39.7	18.9
Adelie	Biscoe	FEMALE	38.6	17.2
Adelie	Biscoe	MALE	38.2	20
