\\\\/wiki\\\\/Superman_(Clark_Kent)	Living Characters
\\\\/wiki\\\\/Green_Lantern_(Hal_Jordan)	Living Characters
\\\\/wiki\\\\/James_Gordon_(New_Earth)	Living Characters
\\\\/wiki\\\\/Richard_Grayson_(New_Earth)	Living Characters
\\\\/wiki\\\\/Wonder_Woman_(Diana_Prince)	Living Characters
\\\\/wiki\\\\/Aquaman_(Arthur_Curry)	Living Characters
\\\\/wiki\\\\/Timothy_Drake_(New_Earth)	Living Characters
\\\\/wiki\\\\/Dinah_Laurel_Lance_(New_Earth)	Living Characters
\\\\/wiki\\\\/Flash_(Barry_Allen)	Living Characters
\\\\/wiki\\\\/GenderTest	Living Characters
\\\\/wiki\\\\/Alan_Scott_(New_Earth)	Deceased Characters
\\\\/wiki\\\\/Barbara_Gordon_(New_Earth)	Living Characters
\\\\/wiki\\\\/Jason_Garrick_(New_Earth)	Living Characters
\\\\/wiki\\\\/Lois_Lane_(New_Earth)	Living Characters
\\\\/wiki\\\\/Alfred_Pennyworth_(New_Earth)	Living Characters
\\\\/wiki\\\\/Carter_Hall_(New_Earth)	Living Characters
\\\\/wiki\\\\/Kyle_Rayner_(New_Earth)	Living Characters
\\\\/wiki\\\\/Raymond_Palmer_(New_Earth)	Living Characters
\\\\/wiki\\\\/Alexander_Luthor_(New_Earth)	Living Characters
\\\\/wiki\\\\/Roy_Harper_(New_Earth)	Living Characters
\\\\/wiki\\\\/Kara_Zor-L_(Earth-Two)	Living Characters
\\\\/wiki\\\\/Ted_Grant_(New_Earth)	Living Characters
\\\\/wiki\\\\/Garfield_Logan_(New_Earth)	Living Characters
\\\\/wiki\\\\/Guy_Gardner_(New_Earth)	Living Characters
\\\\/wiki\\\\/Victor_Stone_(New_Earth)	Living Characters
\\\\/wiki\\\\/Kon-El_(New_Earth)	Living Characters
\\\\/wiki\\\\/Ralph_Dibny_(New_Earth)	Deceased Characters
\\\\/wiki\\\\/James_Olsen_(New_Earth)	Living Characters
\\\\/wiki\\\\/John_Stewart_(New_Earth)	Living Characters
\\\\/wiki\\\\/Joker_(New_Earth)	Living Characters
\\\\/wiki\\\\/Franklin_Rock_(New_Earth)	Living Characters
\\\\/wiki\\\\/Garth_(New_Earth)	Deceased Characters
\\\\/wiki\\\\/Rex_Mason_(New_Earth)	Living Characters
\\\\/wiki\\\\/Zatanna_Zatara_(New_Earth)	Living Characters
\\\\/wiki\\\\/Aztar_(New_Earth)	Living Characters
\\\\/wiki\\\\/Theodore_Kord_(New_Earth)	Deceased Characters
\\\\/wiki\\\\/Michael_Jon_Carter_(New_Earth)	Living Characters
\\\\/wiki\\\\/Cassandra_Sandsmark_(New_Earth)	Living Characters
\\\\/wiki\\\\/Kent_Nelson_(New_Earth)	Deceased Characters
\\\\/wiki\\\\/Harvey_Bullock_(New_Earth)	Living Characters
\\\\/wiki\\\\/Rachel_Roth_(New_Earth)	Living Characters
\\\\/wiki\\\\/Helena_Bertinelli_(New_Earth)	Living Characters
\\\\/wiki\\\\/Wesley_Dodds_(New_Earth)	Deceased Characters
\\\\/wiki\\\\/Uxas_(New_Earth)	Deceased Characters
\\\\/wiki\\\\/Nathaniel_Adam_(New_Earth)	Living Characters
\\\\/wiki\\\\/Ronald_Raymond_(New_Earth)	Living Characters
\\\\/wiki\\\\/Red_Tornado_(New_Earth)	Living Characters
\\\\/wiki\\\\/John_Constantine_(New_Earth)	Living Characters
\\\\/wiki\\\\/Albert_Pratt_(New_Earth)	Deceased Characters
\\\\/wiki\\\\/Charles_McNider_(New_Earth)	Deceased Characters
\\\\/wiki\\\\/Theodore_Knight_(New_Earth)	Deceased Characters
\\\\/wiki\\\\/Lobo_(New_Earth)	Living Characters
\\\\/wiki\\\\/Perry_White_(New_Earth)	Living Characters
\\\\/wiki\\\\/John_Henry_Irons_(New_Earth)	Living Characters
\\\\/wiki\\\\/Jefferson_Pierce_(New_Earth)	Living Characters
\\\\/wiki\\\\/Slade_Wilson_(New_Earth)	Living Characters
