Alaska	0.001590524	0
Arizona	0.004774154	0
Arkansas	0.002439557	0
California	0.007125857	0
Colorado	0.008087652	0
Connecticut	0.005896906	10
Delaware	0.004989155	2
District of Columbia	0.011759179	0
Florida	0.003299949	110
Georgia	0.004939686	20
Hawaii	0.001624016	0
Idaho	0.002970638	0
Illinois	0.004478368	0
Indiana	0.002724236	0
Iowa	0.003716472	0
Kansas	0.003811111	0
Kentucky	0.002089262	0
Louisiana	0.001176931	49
Maine	0.002290686	6
Maryland	0.006291088	2
Massachusetts	0.010230808	10
Michigan	0.003876797	0
Minnesota	0.006193894	0
Mississippi	0.000933508	15
Missouri	0.004413261	0
Montana	0.002139048	0
Nebraska	0.005621053	0
Nevada	0.002037375	0
New Hampshire	0.00633056	2
New Jersey	0.007724327	2
New Mexico	0.001883696	0
New York	0.004941432	12
North Carolina	0.004226953	46
North Dakota	0.003403909	0
Ohio	0.004095787	0
Oklahoma	0.002286188	0
Oregon	0.005457479	0
Pennsylvania	0.004237253	1
Rhode Island	0.004581485	9
South Carolina	0.002084207	31
South Dakota	0.003085086	0
Tennessee	0.002375513	0
Texas	0.004320129	59
Utah	0.006440053	0
Vermont	0.004643016	0
Virginia	0.008595061	12
Washington	0.010710757	0
West Virginia	0.00128338	0
Wisconsin	0.004821147	0
Wyoming	0.001007684	0
Puerto Rico	0.000773897	0
