short	1.8	54
long	3.333	74
short	2.283	62
long	4.533	85
short	2.883	55
long	4.7	88
long	3.6	85
short	1.95	51
long	4.35	85
short	1.8330000000000002	54
long	3.917	84
long	4.2	78
short	1.75	47
long	4.7	83
short	2.167	52
short	1.75	62
long	4.8	84
short	1.6	52
long	4.25	79
short	1.8	51
long	3.45	78
long	3.0669999999999997	69
long	4.533	74
long	3.6	83
short	1.9669999999999999	55
long	4.083	76
long	3.85	78
long	4.433	79
long	4.3	73
long	4.467	77
short	3.367	66
long	4.033	80
long	3.833	74
short	2.017	52
short	1.867	48
long	4.833	80
short	1.8330000000000002	59
long	4.783	90
long	4.35	80
short	1.883	58
long	4.567	84
short	1.75	58
long	4.533	73
long	3.3169999999999997	83
short	3.833	64
short	2.1	53
long	4.633	82
short	2	59
long	4.8	75
long	4.716	90
short	1.733	54
long	4.883	83
long	3.717	71
short	1.6669999999999998	64
long	4.567	77
long	4.317	81
short	2.233	59
long	4.5	84
short	1.75	48
long	4.8	82
short	1.817	60
long	4.4	92
long	4.167	78
long	4.7	78
short	2.0669999999999997	65
long	4.7	73
long	4.033	82
short	1.9669999999999999	56
long	4.5	79
long	4	71
short	1.983	62
long	5.067	76
short	2.017	60
long	4.567	78
long	3.883	76
long	4.133	75
long	4.333	82
long	4.1	70
short	2.633	65
long	4.067	73
long	4.933	88
long	3.95	76
long	4.5169999999999995	80
short	2.167	48
long	4	86
short	2.2	60
long	4.333	90
short	1.867	50
long	4.817	78
short	1.8330000000000002	63
long	4.3	72
long	4.667	84
long	3.75	75
short	1.867	51
long	4.9	82
short	2.483	62
long	4.367	88
short	2.1	49
long	4.5	83
long	4.05	81
short	1.867	47
long	4.7	84
short	1.7830000000000001	52
long	4.85	86
long	3.6830000000000003	81
long	4.7330000000000005	75
short	2.3	59
long	4.9	89
long	4.417	79
short	1.7	59
long	4.633	81
short	2.3169999999999997	50
long	4.6	85
short	1.817	59
long	4.417	87
short	2.617	53
long	4.067	69
long	4.25	77
long	4.6	88
long	3.767	81
short	1.9169999999999998	45
long	4.5	82
short	2.267	55
long	4.65	90
short	1.867	45
long	4.167	83
short	2.8	56
long	4.333	89
short	1.8330000000000002	46
long	4.383	82
short	1.883	51
long	4.933	86
short	2.033	53
long	3.733	79
long	4.2330000000000005	81
short	2.233	60
long	4.533	82
long	4.817	77
long	4.333	76
short	1.983	59
long	4.633	80
short	2.017	49
long	5.1	96
short	1.8	53
long	5.033	77
long	4	77
short	2.4	65
long	4.6	81
long	3.5669999999999997	71
long	4	70
long	4.5	81
long	4.083	93
long	3.967	89
short	2.2	45
long	4.15	86
short	2	58
long	3.833	78
short	3.5	66
long	4.583	76
short	2.367	63
long	5	88
short	1.933	52
long	4.617	93
short	1.9169999999999998	49
short	2.083	57
long	4.583	77
long	3.333	68
long	4.167	81
long	4.333	81
long	4.5	73
short	2.417	50
long	4	85
long	4.167	74
short	1.883	55
long	4.25	83
long	3.767	83
short	2.033	51
long	4.433	78
long	4.083	84
long	4.417	83
short	2.1830000000000003	55
long	4.8	81
short	1.8330000000000002	57
long	4.8	76
long	4.1	84
long	3.966	77
long	3.5	87
long	4.3660000000000005	77
short	2.25	51
long	4.667	78
short	2.1	60
long	4.35	82
long	4.133	91
short	1.867	53
long	4.6	78
short	1.7830000000000001	46
long	4.367	77
long	3.85	84
short	1.933	49
long	2.383	71
long	4.7	80
short	1.867	49
long	3.833	75
short	3.417	64
long	4.2330000000000005	76
short	2.4	53
long	4.8	94
short	2	55
long	4.15	76
long	4.2669999999999995	82
short	1.75	54
long	4.4830000000000005	75
long	4	78
long	4.117	79
long	4.083	78
long	4.2669999999999995	78
long	3.917	70
long	4.55	79
long	4.083	70
short	2.417	54
long	4.183	86
short	2.217	50
long	4.45	90
short	1.883	54
short	1.85	54
long	4.283	77
long	3.95	79
short	2.333	64
long	4.15	75
short	2.35	47
short	2.9	63
long	4.583	85
long	3.833	82
long	4.367	82
short	2.133	67
long	4.35	74
short	2.2	54
long	4.45	83
long	3.5669999999999997	73
long	4.15	88
long	3.8169999999999997	80
long	3.917	71
short	2	56
long	4.283	79
long	4.7669999999999995	78
long	4.533	84
short	1.85	58
short	1.983	43
short	2.25	60
long	4.75	75
long	4.117	81
short	2.15	46
long	4.417	90
short	1.817	46
long	4.467	74
