Adelie	Torgersen	MALE	41.1	18
Adelie	Torgersen	MALE	37.6	18.5
Adelie	Biscoe	FEMALE	39.6	19
Adelie	Dream	MALE	36.2	18.6
Adelie	Torgersen	MALE	35.9	19.7
Adelie	Torgersen	MALE	42.3	16.5
Adelie	Torgersen	MALE	41.1	17.2
Adelie	Biscoe	FEMALE	41.6	19
Adelie	Biscoe	FEMALE	40.9	17.9
Adelie	Torgersen	FEMALE	42.5	17.6
Adelie	Torgersen	MALE	34	20
Adelie	Torgersen	FEMALE	43.1	18.3
Adelie	Torgersen	FEMALE	39.7	18.5
Adelie	Biscoe	MALE	36.7	17.8
Adelie	Torgersen	MALE	34.6	21.2
Adelie	Biscoe	FEMALE	43.2	17.8
Adelie	Dream	FEMALE	36	18.1
Adelie	Torgersen	MALE	39	20.3
Adelie	Torgersen	MALE	42.2	18.4
Adelie	Biscoe	MALE	40.2	16.8
Adelie	Dream	MALE	36.9	18.1
Adelie	Dream	MALE	45.6	17.5
Adelie	Torgersen	MALE	41.4	18.5
Adelie	Dream	MALE	38.1	20
Adelie	Biscoe	MALE	36.2	17.8
Adelie	Dream	FEMALE	36.5	17.9
Adelie	Dream	MALE	41.8	18.1
Adelie	Biscoe	FEMALE	38.9	16.8
Adelie	Biscoe	FEMALE	33.1	20.5
Adelie	Torgersen	MALE	40.6	18.9
Adelie	Dream	FEMALE	34.6	19.4
Adelie	Biscoe	MALE	45.8	19
Adelie	Torgersen	MALE	39.5	19.8
Adelie	Torgersen	FEMALE	35.7	21.2
Adelie	Biscoe	FEMALE	37.7	19.3
Adelie	Dream	FEMALE	38.6	18.3
Adelie	Dream	MALE	42.8	21.1
Adelie	Biscoe	FEMALE	37.7	17.3
Adelie	Torgersen	FEMALE	35.3	18.4
Adelie	Biscoe	FEMALE	36.6	17
Adelie	Dream	FEMALE	41.1	18.7
Adelie	Biscoe	FEMALE	39.6	15.5
Adelie	Dream	MALE	38.1	19.1
Adelie	Dream	FEMALE	40.8	18
Adelie	Biscoe	MALE	35.9	16.6
Adelie	Dream	FEMALE	42	17.2
Adelie	Torgersen	MALE	38.5	19.1
Adelie	Torgersen	MALE	37.8	19.6
Adelie	Torgersen	MALE	38.8	17
Adelie	Dream	MALE	35.5	18.6
Adelie	Dream	FEMALE	39.7	18.9
Adelie	Biscoe	FEMALE	35	18.1
Adelie	Dream	FEMALE	38.2	19
Adelie	Dream	MALE	37.8	18.7
Adelie	Biscoe	MALE	38.7	18.3
Adelie	Torgersen	FEMALE	37.5	16.7
Adelie	Dream	MALE	38.6	18
Adelie	Dream	FEMALE	39.1	15.9
Adelie	Torgersen	MALE	40.9	18.4
Adelie	Biscoe	MALE	38.9	17.7
Adelie	Torgersen	FEMALE	38.6	20.7
Adelie	Biscoe	MALE	36.4	20.1
Adelie	Torgersen	FEMALE	36.5	17.9
Adelie	Torgersen	FEMALE	40.3	17.6
Adelie	Torgersen	MALE	37	18
Adelie	Dream	MALE	35.7	17.7
Adelie	Biscoe	FEMALE	44.1	19.2
Adelie	Biscoe	MALE	35.1	18.8
Adelie	Dream	FEMALE	41.5	18.8
