sentence1,sentence2,label,idx
"George got free tickets to the play, but he gave them to Eric, because he was particularly eager to see it.",This afternoon the wind knocked The sand castle down.,0,7
"Papa looked down at the children's faces, so puzzled and sad now. It was bad enough that they had to be denied so many things because he couldn't afford them.",Susan did not answer.,0,11
"I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like telephone poles.",He no longer requires Chester's financial support.,1,33
Jane knocked on Susan's door but she did not answer.,The drain has to be removed.,0,4
"There is a pillar between me and the stage, and I can't see around it.",Father gave Timmy a stern look.,1,27
Emma did not pass the ball to Janie although she was open.,The school bus was going so slow.,0,13
"Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like golfers.",I couldn't hear the subway.,1,26
"Beth didn't get angry with Sally, who had cut her off, because she stopped and counted to ten.",Some day they might want to use the safe.,0,10
"Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like golfers.",He no longer requires Chester's financial support.,1,47
"Papa looked down at the children's faces, so puzzled and sad now. It was bad enough that they had to be denied so many things because he couldn't afford them.",Any direction on his own account was just another proof of David's innate idiocy.,0,1
Madonna fired her trainer because she slept with her boyfriend.,Sam was known to speak it fluently.,0,48
I'm sure that my map will show this building; it is very famous.,Fred is a remarkable man.,1,41
"I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like light bulbs.","Grandma gathered Tatyana's small mother into a wide, scrawny embrace and then propelled Tatyana to the table.",0,37
"When they had eventually calmed down a bit, and had gotten home, Mr. Farley put the magic pebble in an iron safe. Some day they might want to use it , but really for now, what more could they wish for?",She slept with the trainer's boyfriend.,0,21
"This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the wind knocked it down.",The police were trying to run the drug trade in the neighborhood.,0,15
The drain is clogged with hair. It has to be removed.,She slept with the trainer's boyfriend.,1,54
"Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned it off.",Sally stopped and counted to ten.,0,31
"Sam took French classes from Adam, because he was known to speak it fluently.",I couldn't hear the subway.,0,13
"They broadcast an announcement, but a subway came into the station and I couldn't hear over it.",The sponsors were very much in the majority.,1,67
Fred is the only man still alive who remembers my great-grandfather. He is a remarkable man.,The lawyer was reluctant to repeat it.,0,9
"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because it was hot.",The bottle was empty.,1,63
"Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make fewer of them.",The son was so heavy.,0,23
